0,1,2,3,4,5,6,7,8,9,10
681,1,,NYSE_TTE_2023.pdf,305,306,0,What were the methane emissions measured in kilotonnes of CH4 for the year 2021 from the operated domains?,49,3,5
682,1,3.0,NYSE_TTE_2023.pdf,305,306,0,"What were the methane emissions in kilotonnes of CH4 for integrated LNG, not including upstream gas operations, in the year 2023 from the equity interest domain?",2,5,7
683,1,3.0,NYSE_TTE_2023.pdf,305,306,0,What was the amount of CH4 emissions in kilotonnes from integrated power activities in 2022 within the equity interest domain?,1,6,8
684,1,3.0,NYSE_TTE_2023.pdf,305,306,0,What were the methane emissions measured in kilotonnes of CH4 for the refining and chemicals sector in 2021 from the equity interest domain?,1,7,9
685,1,3.0,NYSE_TTE_2023.pdf,305,306,0,What was the amount of CH4 emissions in kilotonnes from marketing and services in 2015 within operated domains?,0,8,6
686,1,3.0,NYSE_TTE_2023.pdf,305,306,0,What were the methane emissions measured in kilotonnes of CH4 for Europe in 2023 from operated sectors?,5,9,3
687,1,3.0,NYSE_TTE_2023.pdf,305,306,0,What was the amount of CH4 emissions in kilotonnes from operated domains in Eurasia (including Russia) and Oceania for the year 2022?,1,10,4
688,1,3.0,NYSE_TTE_2023.pdf,305,306,0,What were the methane emissions measured in kilotonnes of CH4 for Africa in 2021 from operated sectors?,23,11,5
689,1,3.0,NYSE_TTE_2023.pdf,305,306,0,What was the amount of CH4 emissions in kilotonnes from operated domains in the Americas for the year 2015?,3,12,6
690,1,,NYSE_TTE_2023.pdf,305,306,1,What was the amount of indirect greenhouse gas emissions recorded in 2023 in Mt CO2e?,355,2,3
691,1,,NYSE_TTE_2023.pdf,305,306,1,What was the value of indirect GHG emissions in 2022 measured in Mt CO2e?,389,2,4
692,1,,NYSE_TTE_2023.pdf,305,306,1,What was the total indirect GHG emissions reported for the year 2021 in Mt CO2e?,400,2,5
693,1,,NYSE_TTE_2023.pdf,305,306,1,What was the value of indirect GHG emissions in 2015 measured in Mt CO2e?,410,2,6
694,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the amount of indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) in 2023 measured in Mt CO2e?,216,3,3
695,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the total of indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) in 2022 expressed in Mt CO2e?,191,3,4
696,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the level of indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) in 2021 measured in Mt CO2e?,220,3,5
697,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the amount of indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) in 2015 measured in Mt CO2e?,256,3,6
698,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What were the indirect greenhouse gas emissions from petroleum products in 2023 measured in Mt CO2e?,227,4,3
699,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What were the indirect GHG emissions from petroleum products in 2022 measured in Mt CO2e?,254,4,4
700,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the level of indirect GHG emissions from petroleum products noted in 2021 measured in Mt CO2e?,285,4,5
701,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the amount of indirect GHG emissions from petroleum products in 2015 measured in Mt CO2e?,350,4,6
702,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the amount of indirect GHG emissions from biofuels in 2023 measured in Mt CO2e?,4,5,3
703,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the amount of indirect GHG emissions from biofuels in 2022 measured in Mt CO2e?,4,5,4
704,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the level of indirect GHG emissions from biofuels in 2021 measured in Mt CO2e?,-,5,5
705,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What were the indirect greenhouse gas emissions associated with biofuels in 2015 measured in Mt CO2e?,-,5,6
706,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the amount of indirect GHG emissions from gas products in 2023 measured in Mt CO2e?,124,6,3
707,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the amount of indirect GHG emissions from gas products in 2022 measured in Mt CO2e?,130,6,4
708,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the level of indirect GHG emissions from gas products noted in 2021 measured in Mt CO2e?,115,6,5
709,1,3.0,NYSE_TTE_2023.pdf,305,306,1,What was the amount of indirect GHG emissions from gas products in 2015 measured in Mt CO2e?,60,6,6
710,1,,NYSE_TTE_2023.pdf,305,306,2,What was the carbon intensity for the lifecycle of energy products sold in 2023 measured in g CO2e/MJ?,87,2,3
711,1,,NYSE_TTE_2023.pdf,305,306,2,What was the level of GHG emissions (Scope 1+2) from operated Upstream oil and gas activities in 2023 measured in kg CO2e/boe?,17,3,3
712,1,,NYSE_TTE_2023.pdf,305,306,2,What was the GHG emissions intensity (Scope 1+2) for Upstream oil and gas operations on an equity basis in 2023 measured in kg CO2e/boe?,18,4,3
713,1,,NYSE_TTE_2023.pdf,305,306,2,What percentage represented the intensity of methane emissions from operated oil and gas facilities in 2023?,0.11,5,3
714,1,,NYSE_TTE_2023.pdf,305,306,2,What percentage represented the intensity of methane emissions from operated gas facilities in 2023?,<0.1,6,3
715,1,,NYSE_TTE_2023.pdf,305,382,0,What was the level of Scope 1 - Direct emissions in 2022 expressed in Mt CO2e from the operated domain?,37,3,7
716,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What was the amount of CO2 equivalent emissions in tonnes from Upstream oil and gas operations in 2021 within the operated domain?,14,4,6
717,1,,NYSE_TTE_2023.pdf,305,382,0,What was the overall Scope 1 - Direct emissions in 2023 in Mt CO2e from the operated domain?,32,3,8
718,1,,NYSE_TTE_2023.pdf,305,382,0,What was the level of Scope 2 - Indirect emissions from energy consumption in 2020 in Mt CO2e for the operated domain?,3,16,5
719,1,,NYSE_TTE_2023.pdf,305,382,0,What was the percentage decrease in Scope 1+2 emissions from the operated domain in 2022 compared to 2015?,-13,19,7
720,1,,NYSE_TTE_2023.pdf,305,382,0,What were the Scope 1+2 emissions related to oil and gas facilities in 2021 measured in Mt CO2e from the operated domain?,33,20,6
721,1,,NYSE_TTE_2023.pdf,305,382,0,What were the Scope 1+2 emissions from the operated domain in 2023 measured in Mt CO2e?,35,18,8
722,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What were the direct greenhouse gas emissions (Scope 1) for the refining and chemicals segment in 2020 measured in MtCO2e from the equity interest domain?,22,7,11
723,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What were the direct greenhouse gas emissions (Scope 1) for the integrated power sector in 2022 in MtCO2e from the equity interest category?,9,6,13
724,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What were the direct greenhouse gas emissions (Scope 1) in Europe for the year 2023 in MtCO2e related to equity interest domain?,18,9,14
725,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What were the direct greenhouse gas emissions (Scope 1) in Eurasia for the year 2019 measured in MtCO2e from the equity interest domain?,18,10,10
726,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What were the direct greenhouse gas emissions (Scope 1) in Africa for the year 2015 measured in MtCO2e from the equity interest domain?,9,11,9
727,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What were the direct greenhouse gas emissions (Scope 1) in the Americas for the year 2023 in MtCO2e related to equity interest?,7,12,14
728,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What were the CO2 direct greenhouse gas emissions (Scope 1) from equity interest domain in 2022 measured in MtCO2e?,50,13,13
729,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What was the amount of direct GHG emissions (Scope 1) of CH4 in 2021 in MtCO2e from the equity interest sector?,1,14,12
730,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What were the N2O direct greenhouse gas emissions (Scope 1) in 2015 in MtCO2e from the equity interest domain?,-,15,9
731,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What was the percentage change in Scope 1+2 emissions from equity interest domain in 2021 compared to 2015?,-,19,12
732,1,,NYSE_TTE_2023.pdf,305,382,0,What were the Scope 1+2 emissions related to oil & gas facilities in 2023 measured in Mt CO2e from the equity interest domain?,44,20,14
733,1,,NYSE_TTE_2023.pdf,305,382,0,What were the emissions from Scope 1+2 CCGT in 2021 measured in Mt CO2e for the equity interest domain?,8,21,12
734,1,,NYSE_TTE_2023.pdf,305,382,0,What were the Scope 1+2 emissions in 2022 measured in Mt CO2e from the equity interest sector?,56,18,13
735,1,3.0,NYSE_TTE_2023.pdf,305,382,0,What is the amount of indirect emissions from energy consumption in Europe measured in Mt CO2e from equity interest domain for the year 2023?,2,17,14
736,1,,NYSE_TTE_2023.pdf,305,382,0,What were the indirect emissions associated with energy consumption from the equity interest domain in 2021 measured in Mt CO2e?,5,16,12
737,1,,NYSE_TTE_2023.pdf,305,382,1,What was the quantity of methane emissions in 2022 recorded in kt CH4 from the operated domain?,42,3,7
738,1,,NYSE_TTE_2023.pdf,305,382,1,What was the amount of methane emissions in kilotonnes reported for the year 2021 in the operated domain?,49,3,6
739,1,,NYSE_TTE_2023.pdf,305,382,1,What was the amount of methane emissions recorded in 2020 measured in kt CH4?,64,3,5
740,1,,NYSE_TTE_2023.pdf,305,382,1,What were the methane emissions recorded in 2019 expressed in kt CH4?,68,3,4
741,1,,NYSE_TTE_2023.pdf,305,382,1,What was the amount of methane emissions recorded in 2015 measured in kt CH4?,94,3,3
742,1,3.0,NYSE_TTE_2023.pdf,305,382,1,What were the methane emissions in kt CH4 from upstream oil and gas operations in 2022 within the operated domain?,41,6,7
743,1,3.0,NYSE_TTE_2023.pdf,305,382,1,What was the methane emission from upstream oil and gas operations in 2021 measured in kt CH4 within the operated domain?,48,6,6
744,1,3.0,NYSE_TTE_2023.pdf,305,382,1,"What were the methane emissions for integrated LNG, not including upstream gas operations, in 2023 measured in kt CH4 from the equity interest domain?",2,7,14
745,1,3.0,NYSE_TTE_2023.pdf,305,382,1,What were the methane emissions for integrated power in 2022 measured in kt CH4 from the equity interest domain?,1,8,13
746,1,3.0,NYSE_TTE_2023.pdf,305,382,1,What was the amount of methane emissions in kilotonnes from refining and chemicals in 2020 within the operated domain?,1,9,5
747,1,3.0,NYSE_TTE_2023.pdf,305,382,1,What were the methane emissions attributed to marketing & services in 2021 measured in kt CH4 within the equity interest domain?,0,10,12
748,1,3.0,NYSE_TTE_2023.pdf,305,382,1,What were the methane emissions in kt CH4 from the equity interest domain for Europe (EU 27 + Norway + UK + Switzerland) in 2023?,4,12,14
749,1,3.0,NYSE_TTE_2023.pdf,305,382,1,What was the amount of methane emissions from Africa in 2022 measured in kt CH4 within the operated domain?,23,14,7
750,1,3.0,NYSE_TTE_2023.pdf,305,382,1,What were the methane emissions from the Americas in 2021 measured in kt CH4 for the operated domain?,18,15,6
751,1,3.0,NYSE_TTE_2023.pdf,305,382,1,What were the methane emissions in kt CH4 from the operated domain for Eurasia (including Russia) and Oceania in 2022?,1,13,7
752,1,,NYSE_TTE_2023.pdf,305,383,0,What was the amount of Scope 3(a) indirect greenhouse gas emissions recorded in 2015 measured in Mt CO2e?,410,2,3
753,1,,NYSE_TTE_2023.pdf,305,383,0,What was the value of Scope 3(a) indirect GHG emissions in 2019 measured in Mt CO2e?,410,2,4
754,1,,NYSE_TTE_2023.pdf,305,383,0,What were the indirect GHG emissions classified as Scope 3(a) in 2020 measured in Mt CO2e?,400,2,5
755,1,,NYSE_TTE_2023.pdf,305,383,0,What were the indirect GHG emissions classified as Scope 3(a) in 2021 measured in Mt CO2e?,400,2,6
756,1,,NYSE_TTE_2023.pdf,305,383,0,What was the amount of Scope 3(a) indirect greenhouse gas emissions recorded in 2022 measured in Mt CO2e?,389,2,7
757,1,,NYSE_TTE_2023.pdf,305,383,0,What were the indirect GHG emissions classified as Scope 3(a) in 2023 measured in Mt CO2e?,355,2,8
758,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What was the amount of indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) in 2015 measured in Mt CO2e?,256,3,3
759,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the indirect greenhouse gas emissions for Europe in 2019 measured in Mt CO2e?,232,3,4
760,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the indirect greenhouse gas emissions recorded for Europe in 2020 measured in Mt CO2e?,215,3,5
761,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What was the level of indirect GHG emissions for Europe in 2021 measured in Mt CO2e?,220,3,6
762,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What was the amount of indirect GHG emissions for Europe in 2022 expressed in Mt CO2e?,191,3,7
763,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the indirect greenhouse gas emissions for the European region in 2023 measured in Mt CO2e?,216,3,8
764,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What was the level of GHG emissions from petroleum products in 2015 measured in Mt CO2e?,350,5,3
765,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the greenhouse gas emissions from petroleum products in 2019 measured in Mt CO2e?,335,5,4
766,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the greenhouse gas emissions from petroleum products in 2020 measured in Mt CO2e?,320,5,5
767,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What was the level of GHG emissions from petroleum products in 2021 measured in Mt CO2e?,285,5,6
768,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What was the GHG emissions figure for petroleum products in 2022 measured in Mt CO2e?,254,5,7
769,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the greenhouse gas emissions from petroleum products in 2023 measured in Mt CO2e?,227,5,8
770,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the greenhouse gas emissions from gas in 2015 measured in Mt CO2e?,60,8,3
771,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What was the level of gas-related GHG emissions in 2019 measured in Mt CO2e?,75,8,4
772,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the greenhouse gas emissions from gas in 2020 measured in Mt CO2e?,80,8,5
773,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the greenhouse gas emissions from gas in 2021 measured in Mt CO2e?,115,8,6
774,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What was the amount of greenhouse gas emissions from gas in 2022 measured in Mt CO2e?,130,8,7
775,1,3.0,NYSE_TTE_2023.pdf,305,383,0,What were the greenhouse gas emissions from gas in 2023 measured in Mt CO2e?,124,8,8
776,1,,NYSE_TTE_2023.pdf,305,383,0,What was the estimated amount of emissions reductions enabled by TotalEnergies' LNG sales in 2022 measured in Mt CO2e?,~70,9,7
777,1,,NYSE_TTE_2023.pdf,305,383,0,What were the projected emissions reductions attributed to TotalEnergies' LNG sales for the year 2023 measured in Mt CO2e?,~70,9,8
778,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the amount for Cat 1 Purchased goods and services in 2022 expressed in Mt CO2e?,30,3,3
779,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the contribution of Cat 2 Capital goods in 2023 measured in Mt CO2e?,3,4,4
780,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What were the indirect GHG emissions associated with Fuel-and-energy-related activities in 2022 measured in Mt CO2e?,3,5,3
781,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the level of emissions from Upstream transportation in 2022 measured in Mt CO2e?,9,6,3
782,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the amount of waste produced during operations in 2023 measured in Mt CO2e?,1,7,4
783,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the amount of emissions from Business travel in 2022 measured in Mt CO2e?,<1,8,3
784,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the level of emissions from Employee commuting in 2023 measured in Mt CO2e?,<1,9,4
785,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the amount of emissions from Upstream leased assets in 2022 measured in Mt CO2e?,0,10,3
786,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the contribution of Downstream transportation in 2022 measured in Mt CO2e?,1,11,3
787,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the amount for the Processing of sold products category in 2023 measured in Mt CO2e?,5,12,4
788,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the value for the Use of sold products in 2022 measured in Mt CO2e?,389,13,3
789,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the contribution of End of life treatment of sold products in 2023 measured in Mt CO2e?,10,14,4
790,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the figure for Downstream leased assets in 2022 expressed in Mt CO2e?,,15,3
791,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the amount attributed to Franchises in 2022 measured in Mt CO2e?,<1,16,3
792,1,3.0,NYSE_TTE_2023.pdf,305,383,1,What was the value for Investments in 2023 measured in Mt CO2e?,,17,4
793,1,,NYSE_TTE_2023.pdf,306,387,3,What was the overall amount of waste processed in kilotons during the year 2019?,662,3,3
794,1,,NYSE_TTE_2023.pdf,306,387,3,What was the amount of non-hazardous waste documented in kilotons for the year 2020?,303,4,4
795,1,,NYSE_TTE_2023.pdf,306,387,3,What was the quantity of hazardous waste measured in kilotons for the year 2021?,165,5,5
796,1,,NYSE_TTE_2023.pdf,306,387,3,What was the reuse rate of waste in 2022?,61,6,6
797,1,,NYSE_TTE_2023.pdf,306,387,3,What was the total amount of processed waste in kilotons for the year 2023?,521,3,7
798,1,,NYSE_TTE_2023.pdf,306,387,3,What was the total quantity of non-hazardous waste measured in kilotons for the year 2019?,375,4,3
799,1,,NYSE_TTE_2023.pdf,306,387,3,What was the amount of hazardous waste processed in kilotons during the year 2022?,176,5,6
800,1,,NYSE_TTE_2023.pdf,306,387,3,What was the amount of non-hazardous waste measured in kilotons for the year 2021?,335,4,5
801,1,,NYSE_TTE_2023.pdf,306,387,3,What was the total amount of hazardous waste measured in kilotons for the year 2023?,202,5,7
802,1,,OTC_DPSGY_2023.pdf,302,68,0,What is the total energy usage in million kWh for the year 2023?,35056,2,3
803,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What was the energy consumption from fossil fuels in million kWh for the year 2022?,32226,3,2
804,1,,OTC_DPSGY_2023.pdf,302,68,0,What was the energy usage from renewable sources in million kWh for the year 2023?,3062,7,3
805,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What was the fossil fuel energy usage for air transport in million kWh in 2023?,26853,4,3
806,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What was the energy consumption from road transport (not including e-vehicles) in million kWh for the year 2022?,4237,5,2
807,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What was the fossil fuel energy usage in buildings and facilities measured in million kWh for the year 2023?,1242,6,3
808,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What is the amount of energy consumed by air transport from renewable sources in million kWh for the year 2023?,881,8,3
809,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What was the energy consumption from road transport utilizing renewable sources in million kWh for the year 2022?,242,9,2
810,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What was the energy usage from electric vehicles in million kWh for the year 2023?,81,10,3
811,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What was the energy consumption from buildings and facilities sourced from renewables in million kWh for the year 2022?,1682,11,2
812,1,,OTC_DPSGY_2023.pdf,302,68,0,What is the percentage difference in total energy usage in million kWh from 2022 to 2023?,1.6,2,4
813,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What is the variation in total energy usage from fossil sources in million kWh from 2022 to 2023?,-0.7,3,4
814,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What is the difference in total energy usage from fossil sources for air transport in million kWh from 2022 to 2023?,0.8,4,4
815,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What is the difference in total energy usage from fossil fuels for road transportation in million kWh between the years 2022 and 2023?,-8,5,4
816,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What is the variation in total energy usage from fossil sources for buildings in million kWh from 2022 to 2023?,-7.4,6,4
817,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What is the percentage change in total energy usage from renewable sources in million kWh from 2022 to 2023?,35.1,7,4
818,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What is the percentage change in total energy usage from renewable sources for air transport in million kWh from 2022 to 2023?,156.9,8,4
819,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What is the percentage variation in total energy usage from renewable sources for road transport in million kWh from 2022 to 2023?,61.2,9,4
820,1,3.0,OTC_DPSGY_2023.pdf,302,68,0,What is the difference in total energy usage from renewable sources for buildings in million kWh between the years 2022 and 2023?,6.5,11,4
821,1,2.0,OTC_DPSGY_2023.pdf,302,3,0,What were the logistics-related greenhouse gas emissions in million t CO2e for the year 2021?,39.36,,
822,1,2.0,OTC_DPSGY_2023.pdf,302,3,0,What was the amount of realized decarbonization effects in 2022 measured in thousand t CO2e?,1004,,
823,1,,OTC_DPSGY_2023.pdf,302,3,0,What was the total energy usage (Scopes 1 and 2) in million kWh for the year 2023?,35056,4,7
824,1,3.0,OTC_DPSGY_2023.pdf,302,3,0,What was the amount of energy consumed from renewable sources in million kWh for the year 2022?,2267,5,6
825,1,2.0,OTC_DPSGY_2023.pdf,302,3,0,What was the employee headcount for the year 2021?,592263,,
826,1,2.0,OTC_DPSGY_2023.pdf,302,3,0,What were the employee expenses in million euros for the year 2023?,26977,,
827,1,2.0,OTC_DPSGY_2023.pdf,302,3,0,What was the percentage of employee engagement in 2022?,83,,
828,1,2.0,OTC_DPSGY_2023.pdf,302,3,0,What percentage of women held positions in middle and upper management in the year 2023?,27.2,,
829,1,2.0,OTC_DPSGY_2023.pdf,302,3,0,What was the LTIFR recorded in 2022?,3.4,,
830,1,2.0,OTC_DPSGY_2023.pdf,302,3,0,What percentage of valid compliance training certificates was recorded for the year 2023?,98.6,,
831,1,2.0,OTC_DPSGY_2023.pdf,302,3,0,What was the score for cybersecurity in points for the year 2023?,750,,
832,1,,OTC_DPSGY_2023.pdf,305,66,0,What was the total direct greenhouse gas emissions (Scope 1) in million metric tons of CO2e for the year 2022?,8.3,3,2
833,1,,OTC_DPSGY_2023.pdf,305,66,0,What was the amount of gross indirect GHG emissions from energy use (Scope 2) using a market-based approach in tonnes of CO2 equivalent for the year 2022?,0.07,9,2
834,1,,OTC_DPSGY_2023.pdf,305,66,0,What was the overall total of other indirect GHG emissions (Scope 3) measured in tonnes of CO2 equivalent for the year 2022?,28.22,12,2
835,1,,OTC_DPSGY_2023.pdf,305,66,0,What was the decrease in greenhouse gas emissions due to reduction efforts in metric tons of CO2 equivalent for the year 2023?,-0.12,17,3
836,1,,OTC_DPSGY_2023.pdf,305,66,0,What was the total indirect GHG emissions from energy use (Scope 2) based on location in metric tons of CO2 equivalent for the year 2022?,0.69,19,2
837,1,,OTC_DPSGY_2023.pdf,305,66,0,What were the total indirect greenhouse gas emissions (Scope 3) in metric tons of CO2 equivalent for the year 2023?,24.97,12,3
838,1,,OTC_DPSGY_2023.pdf,305,66,0,What were the total direct greenhouse gas emissions (Scope 1) in metric tons of CO2 equivalent for the year 2023?,8.25,3,3
839,1,,OTC_DPSGY_2023.pdf,305,66,0,What were the total indirect greenhouse gas emissions from energy use (Scope 2) using a market-based approach in tonnes of CO2 equivalent for the year 2023?,0.05,9,3
840,1,,OTC_DPSGY_2023.pdf,305,66,0,What were the total other indirect greenhouse gas emissions (Scope 3) in metric tons of CO2 equivalent for the year 2022 excluding market-based measures?,28.27,13,2
841,1,,OTC_DPSGY_2023.pdf,305,66,0,What were the total indirect greenhouse gas emissions from energy use (Scope 2) based on location in metric tons of CO2 equivalent for the year 2023?,0.67,19,3
842,1,,OTC_DPSGY_2023.pdf,305,66,0,What is the percentage variation of additional indirect GHG emissions (Scope 3) in metric tons of CO2 equivalent from 2022 to 2023?,-11.5,12,4
843,1,,OTC_DPSGY_2023.pdf,305,66,0,What was the variation in total direct greenhouse gas emissions (Scope 1) in metric tons of CO2 equivalent from 2022 to 2023?,-0.6,3,4
844,1,,OTC_DPSGY_2023.pdf,305,66,0,What was the percentage variation in gross indirect greenhouse gas emissions from energy use (Scope 2) based on location between 2022 and 2023 in tonnes of CO2 equivalent?,-2.9,19,4
845,1,,OTC_DPSGY_2023.pdf,305,66,0,What percentage change occurred in gross indirect GHG emissions from energy use (Scope 2) using a market-based approach from 2022 to 2023 in tonnes of CO2 equivalent?,-28.6,9,4
846,1,,OTC_DPSGY_2023.pdf,305,66,0,What was the percentage variation in total other indirect GHG emissions (Scope 3) in metric tons of CO2 equivalent from 2022 to 2023 excluding market-based measures?,-11.2,13,4
847,1,,OTC_DPSGY_2023.pdf,305,68,1,What were the overall greenhouse gas emissions for the year 2021 expressed in million metric tons of CO2e?,40.23,2,2
848,1,3.0,OTC_DPSGY_2023.pdf,305,68,1,What were the greenhouse gas emissions attributed to DHL Group in 2021 measured in million metric tons of CO2e?,39.36,3,2
849,1,,OTC_DPSGY_2023.pdf,305,68,1,What were the greenhouse gas emissions from Hillebrand Group in 2021 measured in million metric tons of CO2e?,0.87,4,2
850,1,,OTC_DPSGY_2023.pdf,305,3,0,What were the logistics-related greenhouse gas emissions in million t CO2e for the year 2019?,33.2,2,3
851,1,,OTC_DPSGY_2023.pdf,305,3,0,What was the amount in thousand t CO2e attributed to realized decarbonization effects in the year 2021?,728,3,5
852,1,2.0,OTC_DPSGY_2023.pdf,305,3,0,What was the total energy usage (Scopes 1 and 2) in million kWh for the adjusted year 2022?,34493,,
853,1,2.0,OTC_DPSGY_2023.pdf,305,3,0,What was the energy usage from renewable sources in million kWh for the year 2023?,3062,,
854,1,2.0,OTC_DPSGY_2023.pdf,305,3,0,What was the employee count for the year 2022 adjusted?,600278,,
855,1,2.0,OTC_DPSGY_2023.pdf,305,3,0,What were the employee expenses in million euros for the year 2023?,26977,,
856,1,2.0,OTC_DPSGY_2023.pdf,305,3,0,What was the percentage of employee engagement in 2021?,84,,
857,1,2.0,OTC_DPSGY_2023.pdf,305,3,0,What was the proportion of women in middle and upper management for the year 2022 adjusted?,26.3,,
858,1,2.0,OTC_DPSGY_2023.pdf,305,3,0,What was the LTIFR recorded in 2023?,3.1,,
859,1,2.0,OTC_DPSGY_2023.pdf,305,3,0,What percentage of valid compliance training certificates was recorded for the year 2022 adjusted?,98.1,,
860,1,2.0,OTC_DPSGY_2023.pdf,305,3,0,What was the score for cybersecurity in points for the year 2023?,750,,
861,1,,commerzbank_2023.pdf,305,69,0,What is the amount of total direct greenhouse gas emissions (Scope 1) in tonnes of CO2 equivalent for Germany?,16717,2,2
862,1,,commerzbank_2023.pdf,305,69,0,What is the total indirect greenhouse gas emissions (Scope 2) based on location in tonnes of CO2 equivalent for Germany?,52768,3,2
863,1,,commerzbank_2023.pdf,305,69,0,What is the total indirect greenhouse gas emissions (Scope 2) calculated using market-based methods in tonnes of CO2 equivalent for Germany?,7883,4,2
864,1,,commerzbank_2023.pdf,305,69,0,What is the amount of total other indirect greenhouse gas emissions (Scope 3) in tonnes of CO2 equivalent for Germany?,37630,5,2
865,1,,commerzbank_2023.pdf,305,69,0,What is the overall greenhouse gas emissions in tonnes of CO2 equivalent for Germany?,62230,6,2
866,1,,commerzbank_2023.pdf,305,69,0,What is the total direct greenhouse gas emissions (Scope 1) measured in tonnes of CO2 equivalent for countries other than Germany?,701,2,3
867,1,,commerzbank_2023.pdf,305,69,0,What is the total indirect greenhouse gas emissions from energy use (Scope 2) based on location in tonnes of CO2 equivalent for countries other than Germany?,6599,3,3
868,1,,commerzbank_2023.pdf,305,69,0,What is the total indirect greenhouse gas emissions from energy use (Scope 2) market-based in tonnes of CO2 equivalent for countries other than Germany?,4984,4,3
869,1,,commerzbank_2023.pdf,305,69,0,What is the total amount of other indirect greenhouse gas emissions (Scope 3) in tonnes of CO2 equivalent for countries other than Germany?,8676,5,3
