pdf name,gri,page nbr,table nbr,question,question_type,question_type_ext,value,row indices,col indices,row/column spanning,firstk,fn_details
NYSE_TTE_2023.pdf,302,381,0,"What is the sum of the Global Energy Efficiency Indicator (GEEI) values for the years 2015, 2019, 2020, 2021, 2022, and 2023?",QuantitativeResponseGenerator,sum,527.5,"[25, 25, 25, 25, 25, 25]","[1, 2, 3, 4, 5, 6]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,303,387,0,What is the percentage reduction in fresh water consumption from 2021 compared to the percentage of sites that met the target for offshore discharges quality in 2021?,QuantitativeResponseGenerator,reduction_percentage,-15.0,"[13, 7]","[4, 4]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,387,0,"What is the sum of the SO2 emissions, NMVOC emissions, and Total particulate matters for the year 2021?",QuantitativeResponseGenerator,sum,77.8,"[1, 3, 4]","[4, 4, 4]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,303,387,0,What is the reduction in offshore continuous water discharges hydrocarbon content from the year 2020 to 2022?,QuantitativeResponseGenerator,reduction_difference,-0.1,"[6, 6]","[3, 5]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,303,387,0,"What is the percentage increase in the ""% of sites that meet the target for offshore discharges quality (30 mg/l)"" from 2020 to 2021?",QuantitativeResponseGenerator,increase_percentage,8.7,"[7, 7]","[4, 3]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,303,387,0,What is the average value of onshore continuous water discharges hydrocarbon content for the years 2021 and 2022?,QuantitativeResponseGenerator,average,2.2,"[8, 8]","[5, 4]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,619,1,What is the increase in the lifecycle carbon intensity of energy products used by customers from 2022 to 2023?,QuantitativeResponseGenerator,increase_difference,1.0,"[0, 0]","[2, 3]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,619,1,"What is the sum of the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities for the years 2023, 2022, 2021, and 2015?",QuantitativeResponseGenerator,sum,72.0,"[1, 1, 1, 1]","[2, 3, 4, 5]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,619,1,"What is the percentage reduction when comparing the lifecycle carbon intensity of energy products used by customers in 2023, which is 87, to the intensity of GHG emissions (Scope 1+2) of upstream oil and gas activities on an equity basis in 2023, which is 18?",QuantitativeResponseGenerator,reduction_percentage,-383.33,"[2, 0]","[2, 2]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,619,0,What is the percentage reduction in other indirect GHG emissions from Scope 3 in 2015 compared to the emissions from Europe (EU 27 + Norway + UK + Switzerland) in the same year?,QuantitativeResponseGenerator,reduction_percentage,37.56,"[0, 1]","[5, 5]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,619,0,"What is the increase in other indirect GHG emissions in Mt CO2e between the values for ""of which Europe: EU 27 + Norway + UK + Switzerland"" and ""Oil"" for the year 2015?",QuantitativeResponseGenerator,increase_difference,94.0,"[1, 2]","[5, 5]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,619,0,What is the percentage decrease in the GHG emissions from Oil in 2015 compared to the GHG emissions from Europe (EU 27 + Norway + UK + Switzerland) in 2015?,QuantitativeResponseGenerator,increase_percentage,-26.86,"[2, 1]","[5, 5]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,619,0,What is the increase in other indirect GHG emissions from Biofuels in 2022 compared to Gas in 2022?,QuantitativeResponseGenerator,increase_difference,126.0,"[3, 4]","[3, 3]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,619,0,"What is the percentage increase when comparing the GHG emissions from Biofuels in 2022, which is 4 Mt CO2e, to the GHG emissions from Gas in 2022, which is 130 Mt CO2e?",QuantitativeResponseGenerator,increase_percentage,-96.92,"[4, 3]","[3, 3]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,619,0,What is the increase in other indirect GHG emissions from Scope 3 in 2015 compared to the emissions from Gas in 2015?,QuantitativeResponseGenerator,increase_difference,350.0,"[4, 0]","[5, 5]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,1,"What is the average of the indirect GHG emissions in Mt CO2e for Europe (2015), petroleum products (2015), and gas (2015)?",QuantitativeResponseGenerator,average,222.0,"[1, 2, 4]","[5, 5, 5]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,1,"What is the reduction in indirect GHG emissions from the ""of which Europe: EU 27 + Norway + UK + Switzerland"" category in 2015 compared to the ""Breakdown by products - Gas"" category in the same year?",QuantitativeResponseGenerator,reduction_difference,196.0,"[1, 4]","[5, 5]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,1,What is the sum of the indirect GHG emissions and the petroleum products emissions for the year 2015?,QuantitativeResponseGenerator,sum,760.0,"[2, 0]","[5, 5]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,1,What is the increase in indirect GHG emissions from gas between the years 2021 and 2023?,QuantitativeResponseGenerator,increase_difference,-9.0,"[4, 4]","[2, 4]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,1,"What is the total of the indirect GHG emissions from gas for the years 2023, 2022, 2021, and 2015?",QuantitativeResponseGenerator,sum,429.0,"[4, 4, 4, 4]","[2, 3, 4, 5]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,1,What is the reduction in indirect GHG emissions from 2015 compared to the breakdown by products - Gas in 2015?,QuantitativeResponseGenerator,reduction_difference,-350.0,"[4, 0]","[5, 5]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,2,What is the percentage decrease when comparing the lifecycle carbon intensity of energy products sold in 2023 to the intensity of methane emissions from operated oil and gas facilities in the same year?,QuantitativeResponseGenerator,increase_percentage,-99.87,"[0, 3]","[2, 2]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,2,What is the average of the lifecycle carbon intensity of energy products sold in 2023 and the intensity of GHG emissions (Scope 1+2) of upstream oil and gas activities on an equity basis in 2023?,QuantitativeResponseGenerator,average,52.5,"[0, 2]","[2, 2]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,2,"What is the increase between the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2023, which is 18 kg CO2e/boe, and the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities on equity basis in 2023, which is 17 kg CO2e/boe?",QuantitativeResponseGenerator,increase_difference,-1.0,"[2, 1]","[2, 2]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,What is the percentage decrease in indirect GHG emissions from Scope 3(a) in 2015 compared to the emissions from Europe: EU 27 + Norway + UK + Switzerland in the same year?,QuantitativeResponseGenerator,increase_percentage,-37.56,"[0, 1]","[2, 2]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,"What is the average of the indirect GHG emissions in Mt CO2e for Europe (EU 27 + Norway + UK + Switzerland), petroleum products, and gas in the year 2019?",QuantitativeResponseGenerator,average,214.0,"[1, 3, 6]","[3, 3, 3]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,What is the reduction in indirect GHG emissions from Scope 3(a) in 2023 compared to the emissions from petroleum products in the same year?,QuantitativeResponseGenerator,reduction_difference,128.0,"[0, 3]","[7, 7]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,What is the percentage increase when comparing the indirect GHG emissions from gas in 2015 to the indirect GHG emissions from Europe (EU 27 + Norway + UK + Switzerland) in 2015?,QuantitativeResponseGenerator,increase_percentage,-76.56,"[1, 6]","[2, 2]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,"What is the average of the indirect GHG emissions in Mt CO2e for Scope 3(a), Petroleum products, and Gas in the year 2019?",QuantitativeResponseGenerator,average,273.33,"[0, 3, 6]","[3, 3, 3]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,What is the reduction in indirect GHG emissions from petroleum products compared to the emissions from Europe (EU 27 + Norway + UK + Switzerland) in 2023?,QuantitativeResponseGenerator,reduction_difference,-11.0,"[1, 3]","[7, 7]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,What is the percentage increase in indirect GHG emissions from Scope 3(a) in 2015 compared to petroleum products in the same year?,QuantitativeResponseGenerator,increase_percentage,17.14,"[3, 0]","[2, 2]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,What is the average of the indirect GHG emissions from Scope 3(a) and the petroleum products in 2019?,QuantitativeResponseGenerator,average,372.5,"[3, 0]","[3, 3]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,What is the reduction in indirect GHG emissions from Scope 3(a) in 2023 compared to petroleum products in the same year?,QuantitativeResponseGenerator,reduction_difference,-128.0,"[3, 0]","[7, 7]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,What is the percentage increase in indirect GHG emissions from gas in 2015 compared to the emissions from Europe (EU 27 + Norway + UK + Switzerland) in the same year?,QuantitativeResponseGenerator,increase_percentage,326.67,"[6, 1]","[2, 2]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,"What is the average of the indirect GHG emissions in Mt CO2e for Scope 3(a), Europe (EU 27 + Norway + UK + Switzerland), and Petroleum products in the year 2019?",QuantitativeResponseGenerator,average,325.67,"[0, 1, 3]","[3, 3, 3]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,What is the percentage reduction in indirect GHG emissions from gas in 2022 compared to the emissions from biofuels in the same year?,QuantitativeResponseGenerator,reduction_percentage,96.92,"[6, 5]","[6, 6]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,0,"What is the reduction in indirect GHG emissions from the ""Gas"" category in 2023 compared to the emissions from ""of which Europe: EU 27 + Norway + UK + Switzerland"" in the same year?",QuantitativeResponseGenerator,reduction_difference,-92.0,"[6, 1]","[7, 7]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,1,"What is the increase between the indirect GHG emissions from ""Cat 1 Purchased goods and services"" in 2022 and ""Cat 9 Downstream transportation"" in 2022?",QuantitativeResponseGenerator,increase_difference,-29.0,"[1, 9]","[2, 2]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,1,"What is the total estimate of indirect GHG emissions from the categories of Purchased goods and services, Fuel-and-energy-related activities, Upstream transportation, Waste generated in operations, Upstream leased assets, Downstream transportation, Processing of sold products, Use of sold products, and End of life treatment of sold products for the year 2023?",QuantitativeResponseGenerator,sum,411.0,"[1, 3, 4, 5, 8, 9, 10, 11, 12]","[3, 3, 3, 3, 3, 3, 3, 3, 3]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,1,"What is the percentage reduction in indirect GHG emissions from the category ""Cat 3 Fuel-and-energy-related activities (not included in Scope 1+2)(c)"" when comparing the values for the years 2022 and 2023?",QuantitativeResponseGenerator,reduction_percentage,-33.33,"[3, 3]","[2, 3]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,1,"What is the reduction in indirect GHG emissions from the category ""Upstream transportation"" when comparing the values for the years 2022 and 2023?",QuantitativeResponseGenerator,reduction_difference,1.0,"[4, 4]","[2, 3]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,1,"What is the sum of the indirect GHG emissions for the category ""Upstream leased assets"" in the years 2022 and 2023?",QuantitativeResponseGenerator,sum,0.0,"[8, 8]","[2, 3]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,1,"What is the reduction percentage when comparing the indirect GHG emissions from Downstream transportation in 2022, which is 1 Mt CO2e, to the End of life treatment of sold products in 2022, which is 11 Mt CO2e?",QuantitativeResponseGenerator,reduction_percentage,-1000.0,"[9, 12]","[2, 2]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,1,"What is the reduction in GHG emissions from the ""Cat 10 Processing of sold products"" in 2023 compared to the ""Cat 12 End of life treatment of sold products"" in 2023?",QuantitativeResponseGenerator,reduction_difference,-5.0,"[10, 12]","[3, 3]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,383,1,"What is the average of the GHG emissions in Mt CO2e for ""End of life treatment of sold products"" and ""Waste generated in operations"" for the year 2023?",QuantitativeResponseGenerator,average,5.5,"[12, 5]","[3, 3]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,306,387,3,What is the reduction in the total volume of processed waste compared to the non-hazardous waste in 2019?,QuantitativeResponseGenerator,reduction_difference,287.0,"[1, 2]","[2, 2]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,306,387,3,What is the percentage increase in the volume of hazardous waste from 2020 to 2021 compared to the volume of non-hazardous waste from 2020 to 2021?,QuantitativeResponseGenerator,increase_percentage,-34.65,"[2, 3]","[3, 3]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,306,387,3,What is the average of the total volume of processed waste and non-hazardous waste for the year 2021?,QuantitativeResponseGenerator,average,417.5,"[1, 2]","[4, 4]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,306,387,3,What is the sum of the total volume of processed waste and the non-hazardous waste for the year 2023?,QuantitativeResponseGenerator,sum,840.0,"[1, 2]","[6, 6]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,306,387,3,What is the percentage reduction in the volume of non-hazardous waste from 2019 to 2021?,QuantitativeResponseGenerator,reduction_percentage,10.67,"[2, 2]","[2, 4]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,306,387,3,What is the reduction in the volume of hazardous waste from 2020 to 2022?,QuantitativeResponseGenerator,reduction_difference,-22.0,"[3, 3]","[5, 3]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,306,387,3,What is the percentage change in the volume of non-hazardous waste processed from 2020 to 2021?,QuantitativeResponseGenerator,increase_percentage,-9.55,"[2, 2]","[4, 3]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,306,387,3,What is the average amount of hazardous waste processed in the years 2021 and 2023?,QuantitativeResponseGenerator,average,183.5,"[3, 3]","[6, 4]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_DPSGY_2023.pdf,302,3,0,"What is the reduction in energy consumption (Scopes 1 and 2) from 2019 to 2023, measured in million kWh?",QuantitativeResponseGenerator,reduction_difference,8857.0,"[2, 2]","[6, 2]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_DPSGY_2023.pdf,305,3,0,"What is the increase in logistics-related GHG emissions from 2019 to 2023, measured in million t CO2e?",QuantitativeResponseGenerator,increase_difference,0.07,"[0, 0]","[2, 6]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,302,117,0,What is the increase in energy consumption (MWh) from 2022 to 2023?,QuantitativeResponseGenerator,increase_difference,11548.0,"[2, 2]","[1, 2]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,302,117,0,What is the total energy consumption in MWh for the years 2022 and 2023 combined?,QuantitativeResponseGenerator,sum,153984.0,"[2, 2]","[2, 1]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,305,117,0,What is the carbon intensity in millions of euros of revenue for the year 2023?,QuantitativeResponseGenerator,sum,31.4,[0],[1],1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,305,117,0,What is the percentage reduction in the quantity of carbon credits acquired during the year from 2022 to 2023?,QuantitativeResponseGenerator,reduction_percentage,-0.3,"[9, 9]","[2, 1]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,305,142,0,What is the average carbon intensity per employee (tCO2eq/employee) for the years 2023 and 2022?,QuantitativeResponseGenerator,average,8.15,"[1, 1]","[1, 2]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,305,142,0,What is the increase in carbon intensity per employee (tCO2eq/employee) from 2022 to 2023?,QuantitativeResponseGenerator,increase_difference,-0.1,"[1, 1]","[2, 1]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,305,142,0,What is the reduction in the quantity of carbon credits acquired during the year from 2022 to 2023?,QuantitativeResponseGenerator,reduction_difference,2.0,"[9, 9]","[1, 2]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,305,142,0,What is the percentage increase in the quantity of carbon credits acquired during the year from 2022 to 2023?,QuantitativeResponseGenerator,increase_percentage,0.3,"[9, 9]","[2, 1]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,306,125,0,What is the average total weight of waste (in tons) for the years 2023 and 2022?,QuantitativeResponseGenerator,average,1126.4,"[0, 0]","[1, 2]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,306,125,0,What is the increase in the weight of ordinary waste (in tons) from 2022 to 2023?,QuantitativeResponseGenerator,increase_difference,-400.0,"[1, 1]","[2, 1]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,306,125,0,What is the total weight of electrical and electronic waste (in tons) for the years 2023 and 2022 combined?,QuantitativeResponseGenerator,sum,104.8,"[2, 2]","[1, 2]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,306,141,0,"What is the percentage increase when comparing the weight of ordinary waste in tons in 2023.1, which is 1274, to the weight of collected electric and electronic waste in tons in 2023.1, which is 47.5?",QuantitativeResponseGenerator,increase_percentage,-86.84,"[30, 17]","[2, 2]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NASDAQ_DASTY_2023.pdf,306,141,0,What is the average weight in tons of collected electric and electronic waste and ordinary waste in 2023?,QuantitativeResponseGenerator,average,465.65,"[31, 30]","[2, 2]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
heidelberg-materials_2023.pdf,302,355,0,What is the average absolute energy consumption for the Cement and Aggregates business lines in 2022?,QuantitativeResponseGenerator,average,173543.0,"[27, 29]","[3, 3]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
heidelberg-materials_2023.pdf,305,355,0,What is the percentage decrease in specific net CO2 emissions per tonne of cementitious material (Scope 1) from the absolute gross CO2 emissions (Scope 1) in 2022?,QuantitativeResponseGenerator,increase_percentage,-88.13,"[4, 1]","[3, 3]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
munich-re_2023.pdf,303,47,0,What is the total percentage reduction in water usage when comparing the water used in 2023 to the water used per employee in 2023?,QuantitativeResponseGenerator,reduction_percentage,100.0,"[1, 2]","[2, 2]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SAPMY_2023.pdf,302,144,0,What is the increase between the total direct consumption of energy in 2023 and the total indirect consumption of energy in 2023?,QuantitativeResponseGenerator,increase_difference,-13957.0,"[1, 2]","[2, 2]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SAPMY_2023.pdf,302,144,0,What is the sum of the total indirect consumption of energy in 2023 and the energy intensity in 2023?,QuantitativeResponseGenerator,sum,378.2,"[2, 5]","[2, 2]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SAPMY_2023.pdf,302,144,0,What is the percentage reduction in total consumption of energy from 2022 to 2023?,QuantitativeResponseGenerator,reduction_percentage,-11.59,"[3, 3]","[2, 5]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SAPMY_2023.pdf,302,144,0,What is the reduction raw between the energy from renewable sources percentages in 2023 and 2023.1?,QuantitativeResponseGenerator,reduction_difference,-0.16,"[4, 4]","[2, 3]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
