Unnamed: 0,hierarchical,pdf name,gri,gri_finegrained,page nbr,table nbr,question,value,row,column
416,0,['NYSE_TTE_2023.pdf'],302,302-3.3,[381],[0],How many operated sites with an auditable energy management system were there in 2023?,34,29,7
417,0,['NYSE_TTE_2023.pdf'],302,302-3.3,[381],[0],How many operated sites with annual consumption greater than 50 ktoe were there in 2021?,46,30,5
418,0,['NYSE_TTE_2023.pdf'],302,302-3.3,[381],[0],How many operated sites with annual consumption greater than 50 ktoe were there in 2022?,46,30,6
419,0,['NYSE_TTE_2023.pdf'],302,302-3.3,[381],[0],How many operated sites with annual consumption greater than 50 ktoe were there in 2020?,42,30,4
420,0,['NYSE_TTE_2023.pdf'],302,302-5.2,[381],[0],What was the Global Energy Efficiency Indicator (GEEI) for the year 2022?,85.1,27,6
421,0,['NYSE_TTE_2023.pdf'],302,302-5.2,[381],[0],What was the Global Energy Efficiency Indicator (GEEI) for the year 2021?,87,27,5
422,0,['NYSE_TTE_2023.pdf'],302,302-5.2,[381],[0],What was the Global Energy Efficiency Indicator (GEEI) for the year 2020?,90.2,27,4
423,0,['NYSE_TTE_2023.pdf'],302,302-5.2,[381],[0],What was the Global Energy Efficiency Indicator (GEEI) for the year 2019?,88,27,3
424,0,['NYSE_TTE_2023.pdf'],302,302-5.2,[381],[0],What was the Global Energy Efficiency Indicator (GEEI) for the year 2015?,90.8,27,2
425,0,['NYSE_TTE_2023.pdf'],302,302-1.13,[381],[0],What was the production of biogas in TWh for the year 2022?,1,17,6
426,0,['NYSE_TTE_2023.pdf'],302,302-1.13,[381],[0],What was the production of biogas in TWh for the year 2021?,<1,17,5
427,0,['NYSE_TTE_2023.pdf'],302,302-1.7,[619],[2],What was the net primary energy consumption (operated scope) in TWh for the year 2023?,157,2,3
428,0,['NYSE_TTE_2023.pdf'],302,302-1.7,[619],[2],What was the net primary energy consumption (operated scope) in TWh for the year 2022?,166,2,4
429,0,['NYSE_TTE_2023.pdf'],302,302-1.8,[619],[2],What was the renewable energy consumption (operated scope) in TWh for the year 2023?,2,3,3
430,0,['NYSE_TTE_2023.pdf'],302,302-1.8,[619],[2],What was the renewable energy consumption (operated scope) in TWh for the year 2022?,1,3,4
431,0,['NYSE_TTE_2023.pdf'],302,302-5.2,[619],[2],What was the global energy efficiency indicator (GEEI) for the year 2023?,86.4,4,3
432,0,['NYSE_TTE_2023.pdf'],302,302-5.2,[619],[2],What was the global energy efficiency indicator (GEEI) for the year 2022?,85.1,4,4
433,0,['NYSE_TTE_2023.pdf'],302,302-1.10,[619],[2],What was the flared gas (Upstream oil & gas activities operated scope) in Mm3/d for the year 2023?,2.5,5,3
434,0,['NYSE_TTE_2023.pdf'],302,302-1.10,[619],[2],What was the flared gas (Upstream oil & gas activities operated scope) in Mm3/d for the year 2022?,3.3,5,4
435,1,['NYSE_TTE_2023.pdf'],302,302-1.10,[619],[2],What was the routine flaring in Mm3/d for the year 2023?,0.3,6,3
436,1,['NYSE_TTE_2023.pdf'],302,302-1.10,[619],[2],What was the routine flaring in Mm3/d for the year 2022?,0.5,6,4
437,0,['NYSE_TTE_2023.pdf'],303,303-3.9,[327],[0],What was the amount of fresh water withdrawals excluding open loop cooling water in 2023 in Mcm?,102,2,3
438,0,['NYSE_TTE_2023.pdf'],303,303-5.3,[327],[0],How much fresh water consumption was recorded in 2022 in Mcm?,80,3,4
439,0,['NYSE_TTE_2023.pdf'],303,303-3.8,[327],[0],What is the volume of fresh water withdrawal in water stress areas for the year 2021 in Mcm?,54,4,5
440,0,['NYSE_TTE_2023.pdf'],303,303-3.8,[327],[0],What was the fresh water withdrawal in water stress areas in 2023 measured in Mcm?,50,4,3
441,0,['NYSE_TTE_2023.pdf'],303,303-3.9,[327],[0],How much fresh water withdrawals excluding open loop cooling water were there in 2021 in Mcm?,101,2,5
442,0,['NYSE_TTE_2023.pdf'],303,303-5.3,[327],[0],What was the amount of fresh water consumption in 2023 in Mcm?,76,3,3
443,0,['NYSE_TTE_2023.pdf'],303,303-3.8,[327],[0],How much fresh water withdrawal in water stress areas was reported in 2022 in Mcm?,55,4,4
444,0,['NYSE_TTE_2023.pdf'],303,303-3.9,[387],[0],What was the amount of fresh water withdrawals excluding open loop cooling water in Mm3 in 2022?,107,13,6
445,0,['NYSE_TTE_2023.pdf'],303,303-3.8,[387],[0],How much fresh water was withdrawn in water stress areas in 2023 in Mm3?,50,14,7
446,0,['NYSE_TTE_2023.pdf'],303,303-5.3,[387],[0],What is the total amount of fresh water consumption recorded in 2021 in Mm3?,80,15,5
447,0,['NYSE_TTE_2023.pdf'],304,304-1.1,[387],[0],What was the deforested area in hectares in 2023?,81,17,7
448,0,['NYSE_TTE_2023.pdf'],304,304-1.1,[387],[0],What was the compensated area in hectares in 2023?,59,18,7
449,0,['NYSE_TTE_2023.pdf'],304,304-1.1,[387],[0],What is the net deforestation in hectares for the year 2023?,22,19,7
450,0,['NYSE_TTE_2023.pdf'],305,305-7.2,[387],[0],What was the amount of SO2 emissions in kilotonnes for the year 2022?,13,3,6
451,0,['NYSE_TTE_2023.pdf'],305,305-7.1,[387],[0],How many kilotonnes of NOx emissions were recorded in 2021?,59,4,5
452,0,['NYSE_TTE_2023.pdf'],305,305-7.6,[387],[0],What was the total particulate matter emissions measured in kilotonnes in 2023?,4.1,6,7
453,0,['NYSE_TTE_2023.pdf'],303,303-4.11,[387],[0],What was the offshore continuous water discharges in mg/l for the year 2020?,12.8,8,4
454,0,['NYSE_TTE_2023.pdf'],303,303-5.4,[387],[0],What percentage of sites met the target for offshore discharges quality in 2021?,92,9,5
455,0,['NYSE_TTE_2023.pdf'],303,303-4.10,[387],[0],What was the onshore continuous water discharges hydrocarbon content in mg/l for the year 2022?,1.8,10,6
456,0,['NYSE_TTE_2023.pdf'],305,303-5.4,[387],[0],What was the percentage of sites that met the 2030 target for onshore discharges quality in 2023?,86,11,7
457,0,['NYSE_TTE_2023.pdf'],305,305-4.1,[619],[1],What was the lifecycle carbon intensity of energy products used by customers in 2023 in g CO2e/MJ?,87,2,3
458,0,['NYSE_TTE_2023.pdf'],305,305-4.1,[619],[1],"What was the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2023, measured in kg CO2e/boe?",17,3,3
459,0,['NYSE_TTE_2023.pdf'],305,305-4.1,[619],[1],"What was the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities on equity basis in 2023, measured in kg CO2e/boe?",18,4,3
460,0,['NYSE_TTE_2023.pdf'],305,305-4.1,[619],[1],"What was the intensity of methane emissions from operated oil & gas facilities (Upstream) in 2023, measured in %?",0.11,5,3
461,0,['NYSE_TTE_2023.pdf'],305,305-4.1,[619],[1],"What was the intensity of methane emissions from operated gas facilities (Upstream) in 2023, measured in %?",<0.1,6,3
462,0,['NYSE_TTE_2023.pdf'],305,305-3.1,[619],[0],What was the amount of Scope 3 emissions in 2023 in Mt CO2e?,355,2,3
463,0,['NYSE_TTE_2023.pdf'],305,305-3.1,[619],[0],How many Mt CO2e Scope 3 were emitted in 2022?,389,2,4
464,0,['NYSE_TTE_2023.pdf'],305,305-3.1,[619],[0],What is the Scope 3 emission figure for the year 2021 in Mt CO2e?,400,2,5
465,0,['NYSE_TTE_2023.pdf'],305,305-3.1,[619],[0],What was the total Scope 3 emissions recorded in 2015 in Mt CO2e?,410,2,6
466,1,['NYSE_TTE_2023.pdf'],305,305-3.4,[619],[0],What is the amount of Scope 3 emissions from Europe (EU 27 + Norway + UK + Switzerland) in 2023 in Mt CO2e?,216,3,3
467,0,['NYSE_TTE_2023.pdf'],305,305-3.4,[619],[0],How many Mt CO2e were attributed to Scope 3 emissions from Europe in 2022?,191,3,4
468,0,['NYSE_TTE_2023.pdf'],305,305-3.4,[619],[0],What was the Scope 3 emissions figure for Europe in 2021 in Mt CO2e?,220,3,5
469,0,['NYSE_TTE_2023.pdf'],305,305-3.4,[619],[0],What was the total Scope 3 emissions from Europe in 2015 in Mt CO2e?,256,3,6
470,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],What is the amount of oil-related emissions in 2023 in Mt CO2e?,227,4,3
471,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],How many Mt CO2e were emitted from oil in 2022?,254,4,4
472,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],What was the oil emission figure for the year 2021 in Mt CO2e?,285,4,5
473,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],What was the total oil emissions recorded in 2015 in Mt CO2e?,350,4,6
474,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],What is the amount of biofuels emissions in 2023 in Mt CO2e?,4,5,3
475,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],How many Mt CO2e were attributed to biofuels in 2022?,4,5,4
476,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],What was the biofuels emission figure for the year 2021 in Mt CO2e?,-,5,5
477,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],What was the total biofuels emissions recorded in 2015 in Mt CO2e?,-,5,6
478,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],What is the amount of gas-related emissions in 2023 in Mt CO2e?,124,6,3
479,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],How many Mt CO2e were emitted from gas in 2022?,130,6,4
480,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],What was the gas emission figure for the year 2021 in Mt CO2e?,115,6,5
481,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[619],[0],What was the total gas emissions recorded in 2015 in Mt CO2e?,60,6,6
482,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-2.3",[17],[0],What was the value of Scope 1+2 emissions on operated activities in 2022 in Mt CO2e?,40,3,3
483,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-2.3",[17],[0],What was the value of Scope 1+2 emissions on operated activities in 2023 in Mt CO2e?,35,3,4
484,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-2.3",[17],[0],What is the target range for Scope 1+2 emissions on operated activities by 2025 in Mt CO2e?,<38,3,5
485,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-2.3",[17],[0],What is the target range for Scope 1+2 emissions on operated activities by 2030 in Mt CO2e?,25-30,3,6
486,0,['NYSE_TTE_2023.pdf'],305,305-7.7,[17],[0],What was the value of methane emissions on operated activities in 2022 in kt CH4?,42,5,3
487,0,['NYSE_TTE_2023.pdf'],305,305-7.7,[17],[0],What was the value of methane emissions on operated activities in 2023 in kt CH4?,34,5,4
488,0,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-5.1",[17],[0],What is the target reduction for methane emissions in kt CH4 on operated activities by 2025 in percentage?,-50,5,5
489,0,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-5.1",[17],[0],What is the target reduction for methane emissions in kt CH4 on operated activities by 2030 in percentage?,-80,5,6
490,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-5.1",[17],[0],What was the lifecycle carbon intensity reduction of energy products sold in 2022 in percentage?,-12,7,3
491,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-5.1",[17],[0],What was the lifecycle carbon intensity reduction of energy products sold in 2023 in percentage?,-13,7,4
492,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-5.1",[17],[0],What is the target reduction for lifecycle carbon intensity of energy products sold by 2025 in percentage?,-15,7,5
493,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-5.1",[17],[0],What is the target reduction for lifecycle carbon intensity of energy products sold by 2030 in percentage?,-25,7,6
494,0,['NYSE_TTE_2023.pdf'],305,305-3.1,[17],[0],What was the value of Scope 3 emissions worldwide in 2022 in Mt CO2e?,389,8,3
495,0,['NYSE_TTE_2023.pdf'],305,305-3.1,[17],[0],What was the value of Scope 3 emissions worldwide in 2023 in Mt CO2e?,355,8,4
496,0,['NYSE_TTE_2023.pdf'],305,305-3.1,[17],[0],What is the target for Scope 3 emissions worldwide by 2025 in Mt CO2e?,<400,8,5
497,0,['NYSE_TTE_2023.pdf'],305,305-3.1,[17],[0],What is the target for Scope 3 emissions worldwide by 2030 in Mt CO2e?,<400,8,6
498,0,['NYSE_TTE_2023.pdf'],305,305-3.4,[17],[0],What was the value of Scope 3 oil emissions in 2022 in Mt CO2e?,254,9,3
499,0,['NYSE_TTE_2023.pdf'],305,305-3.4,[17],[0],What was the value of Scope 3 oil emissions in 2023 in Mt CO2e?,227,9,4
500,0,['NYSE_TTE_2023.pdf'],305,305-1.1,[184],[0],What was the amount of direct GHG emissions in 2023 measured in Mt CO2e?,32,3,3
501,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[184],[0],How many Mt CO2e were attributed to the breakdown by segment - Upstream oil & gas activities in 2023?,12,4,3
502,1,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[184],[0],"What is the value for the breakdown by segment - Integrated LNG, excluding upstream gas operations in 2022 measured in Mt CO2e?",<1,5,4
503,1,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[184],[0],What was the amount of direct GHG emissions from the breakdown by segment - Integrated Power in 2021 in Mt CO2e?,5,6,5
504,1,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[184],[0],How many Mt CO2e were reported for the breakdown by segment - Refining & Chemicals in 2023?,14,7,3
505,1,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[184],[0],What was the value for the breakdown by geography - Europe in 2022 measured in Mt CO2e?,23,9,4
506,1,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[184],[0],How much GHG emissions were recorded for Africa in 2023 in Mt CO2e?,8,11,3
507,0,['NYSE_TTE_2023.pdf'],305,"305-2.3, 305-*.2",[184],[0],What was the value for indirect emissions from energy use in 2023 in Mt CO2e?,2,16,3
508,0,['NYSE_TTE_2023.pdf'],305,"305-2.3, 305-*.2",[184],[0],How many Mt CO2e were attributed to Scope 1+2 - of which oil & gas facilities in 2022?,33,19,4
509,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[184],[0],What was the amount of direct emissions of biogenic CO2 in 2023 in Mt CO2e?,0.1,21,3
510,0,['NYSE_TTE_2023.pdf'],305,305-7.7,[185],[0],What was the amount of methane emissions in 2023 measured in kt CH4?,34,3,3
511,1,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-*.2",[185],[0],How many kt CH4 were emitted from upstream oil & gas activities in 2022?,41,4,4
512,1,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-*.2",[185],[0],"What was the methane emission figure for integrated LNG in kt CH4, excluding upstream gas operations in 2021?",<1,5,5
513,1,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-*.2",[185],[0],What was the methane emission amount for refining & chemicals in 2015 in kt CH4?,1,7,6
514,1,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-*.2",[185],[0],What was the methane emission figure for Europe in 2023 measured in kt CH4?,5,9,3
515,1,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-*.2",[185],[0],How much methane was emitted in Africa in 2022 in kt CH4?,23,11,4
516,1,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-*.2",[185],[0],What was the methane emission amount for the Americas in 2021 in kt CH4?,18,12,5
517,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-*.2",[185],[1],"What was the intensity of GHG emissions (Scope 1+2) from operated Upstream oil & gas activities in 2023, measured in kg CO2e/boe?",17,2,3
518,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-*.2",[185],[1],"What was the intensity of methane emissions from operated oil & gas facilities (Upstream) in 2022, expressed as a percentage?",0.11,3,4
519,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-*.2",[185],[1],"What was the intensity of methane emissions from operated gas facilities (Upstream) in 2021, expressed as a percentage?",<0.1,4,5
520,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-*.2",[185],[1],"What was the intensity of GHG emissions (Scope 1+2) from operated Upstream oil & gas activities in 2015, measured in kg CO2e/boe?",21,2,6
521,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-*.2",[185],[1],"What was the intensity of methane emissions from operated oil & gas facilities (Upstream) in 2021, expressed as a percentage?",0.13,3,5
522,0,['NYSE_TTE_2023.pdf'],305,"305-4.1, 305-*.2",[185],[1],"What was the intensity of methane emissions from operated oil & gas facilities (Upstream) in 2015, expressed as a percentage?",0.23,3,6
523,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[305],[0],What was the total amount of direct GHG emissions from operated domains in 2023 measured in Mt CO2e?,32,3,3
524,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[305],[0],How much were the direct GHG emissions from operated domains in 2022 in Mt CO2e?,37,3,4
525,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[305],[0],What is the value of direct GHG emissions from operated domains recorded in 2021 in Mt CO2e?,34,3,5
526,0,['NYSE_TTE_2023.pdf'],305,"305-1.1, 305-*.2",[305],[0],What was the amount of direct GHG emissions from operated domains in 2015 in Mt CO2e?,42,3,6
527,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from operated domains and from upstream oil & gas activities in 2023 in Mt CO2e?,12,4,3
528,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from operated domains and from upstream oil & gas activities in 2022 in Mt CO2e?,14,4,4
529,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from operated domains and from upstream oil & gas activities recorded in 2021 in Mt CO2e?,14,4,5
530,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from operated domains and from upstream oil & gas activities in 2015 in Mt CO2e?,19,4,6
531,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from operated domains and from Integrated Power in 2023 in Mt CO2e?,6,6,3
532,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from operated domains and from Integrated Power in 2022 in Mt CO2e?,9,6,4
533,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from operated domains and from Integrated Power recorded in 2021 in Mt CO2e?,5,6,5
534,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from operated domains and from Integrated Power in 2015 in Mt CO2e?,-,6,6
535,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from operated domains and from Refining & Chemicals in 2023 in Mt CO2e?,14,7,3
536,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from operated domains and from Refining & Chemicals in 2022 in Mt CO2e?,15,7,4
537,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from operated domains and from Refining & Chemicals recorded in 2021 in Mt CO2e?,15,7,5
538,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from operated domains and from Refining & Chemicals in 2015 in Mt CO2e?,22,7,6
539,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from operated domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2023 in Mt CO2e?,19,9,3
540,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from operated domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2022 in Mt CO2e?,23,9,4
541,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from operated domains and from Europe (EU 27 + Norway + UK + Switzerland) recorded in 2021 in Mt CO2e?,20,9,5
542,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from operated domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2015 in Mt CO2e?,22,9,6
543,0,['NYSE_TTE_2023.pdf'],305,"305-*.7, 305-*.2",[305],[0],What was the total amount of indirect emissions from operated domains and from energy use in 2023 in Mt CO2e?,2,16,3
544,0,['NYSE_TTE_2023.pdf'],305,"305-*.7, 305-*.2",[305],[0],How much were the indirect emissions from operated domains and from energy use in 2022 in Mt CO2e?,2,16,4
545,0,['NYSE_TTE_2023.pdf'],305,"305-*.7, 305-*.2",[305],[0],What is the value of indirect emissions from operated domains and from energy use recorded in 2021 in Mt CO2e?,2,16,5
546,0,['NYSE_TTE_2023.pdf'],305,"305-*.7, 305-*.2",[305],[0],What was the amount of indirect emissions from operated domains and from energy use in 2015 in Mt CO2e?,4,16,6
547,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from operated domains and from Scope 1+2 in 2023 in Mt CO2e?,35,18,3
548,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from operated domains and from Scope 1+2 in 2022 in Mt CO2e?,40,18,4
549,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from operated domains and from Scope 1+2 recorded in 2021 in Mt CO2e?,37,18,5
550,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from operated domains and from Scope 1+2 in 2015 in Mt CO2e?,46,18,6
551,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total amount of biogenic CO2 emissions from operated domains in 2023 in Mt CO2e?,0.1,21,3
552,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the biogenic CO2 emissions from operated domains in 2022 in Mt CO2e?,0.1,21,4
553,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of biogenic CO2 emissions from operated domains recorded in 2021 in Mt CO2e?,-,21,5
554,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of biogenic CO2 emissions from operated domains in 2015 in Mt CO2e?,-,21,6
555,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from equity interest domains and from upstream oil & gas activities in 2023 in Mt CO2e?,19,4,7
556,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from equity interest domains and from upstream oil & gas activities in 2022 in Mt CO2e?,22,4,8
557,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from equity interest domains and from upstream oil & gas activities recorded in 2021 in Mt CO2e?,23,4,9
558,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from equity interest domains and from upstream oil & gas activities in 2015 in Mt CO2e?,22,4,10
559,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from equity interest domains and from Integrated Power in 2023 in Mt CO2e?,6,6,7
560,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from equity interest domains and from Integrated Power in 2022 in Mt CO2e?,9,6,8
561,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from equity interest domains and from Integrated Power recorded in 2021 in Mt CO2e?,5,6,9
562,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from equity interest domains and from Integrated Power in 2015 in Mt CO2e?,-,5,10
563,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from equity interest domains and from Refining & Chemicals in 2023 in Mt CO2e?,18,7,7
564,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from equity interest domains and from Refining & Chemicals in 2022 in Mt CO2e?,20,7,8
565,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from equity interest domains and from Refining & Chemicals recorded in 2021 in Mt CO2e?,19,7,9
566,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from equity interest domains and from Refining & Chemicals in 2015 in Mt CO2e?,27,7,10
567,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from equity interest domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2023 in Mt CO2e?,18,9,7
568,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from equity interest domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2022 in Mt CO2e?,21,9,8
569,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from equity interest domains and from Europe (EU 27 + Norway + UK + Switzerland) recorded in 2021 in Mt CO2e?,18,9,9
570,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from equity interest domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2015 in Mt CO2e?,22,9,10
571,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total amount of indirect emissions from equity interest domains and from energy use in 2023 in Mt CO2e?,4,16,7
572,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the indirect emissions from equity interest domains and from energy use in 2022 in Mt CO2e?,5,16,8
573,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of indirect emissions from equity interest domains and from energy use recorded in 2021 in Mt CO2e?,5,16,9
574,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of indirect emissions from equity interest domains and from energy use in 2015 in Mt CO2e?,-,16,10
575,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total GHG emissions from equity interest domains and from Scope 1+2 in 2023 in Mt CO2e?,49,18,7
576,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the GHG emissions from equity interest domains and from Scope 1+2 in 2022 in Mt CO2e?,56,18,8
577,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of GHG emissions from equity interest domains and from Scope 1+2 recorded in 2021 in Mt CO2e?,54,18,9
578,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of GHG emissions from equity interest domains and from Scope 1+2 in 2015 in Mt CO2e?,-,18,10
579,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the total amount of biogenic CO2 emissions from equity interest domains in 2023 in Mt CO2e?,0.1,21,7
580,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],How much were the biogenic CO2 emissions from equity interest domains in 2022 in Mt CO2e?,0.1,21,8
581,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What is the value of biogenic CO2 emissions from equity interest domains recorded in 2021 in Mt CO2e?,-,21,9
582,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[305],[0],What was the amount of biogenic CO2 emissions from equity interest domains in 2015 in Mt CO2e?,-,21,10
583,0,['NYSE_TTE_2023.pdf'],305,305-*.2,[306],[0],What was the methane emissions in kilotonnes of CH4 for the year 2023 from operated domains?,34,3,3
584,1,['NYSE_TTE_2023.pdf'],305,305-*.2,[306],[0],How many kilotonnes of CH4 were emitted from upstream oil & gas activities in 2022 from operated domains?,41,4,4
585,0,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-*.2",[306],[0],What was the methane emissions in kilotonnes of CH4 for the year 2021 from operated domains?,49,3,5
586,1,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-*.2",[306],[0],"What was the methane emissions from integrated LNG, excluding upstream gas operations in kilotonnes of CH4 for the year 2023 from equity interest domain?",2,5,7
587,1,['NYSE_TTE_2023.pdf'],305,"305-7.7, 305-*.2",[306],[0],How many kilotonnes of CH4 were emitted from integrated power in 2022 from equity interest domain?,1,6,8
