Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
66,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'axa_2023', 'vivendi_2023']","['141', '60', '63', '179', '105']","['0', '0', '0', '0', '0']",12180000.0,['OTC_BAYZF'],tCO2e,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,multistep_sup,305,12180000.0
67,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",1.8,['OTC_BAYZF'],,"[2023, 2022]",What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,multistep_sup,303,1.8
68,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '310', '64']","['0', '0', '0', '1', '0']",84.0,['NASDAQ_DASTY'],,[2022],What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,multistep_sup,302,84.0
69,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['60', '84', '63', '137', '105']","['0', '0', '0', '0', '0']",98.83,['OTC_ESOCF'],MtCO2eq,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,multistep_sup,305,98.83
70,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['141', '84', '63', '79', '179']","['0', '0', '0', '0', '0']",286.57,['OTC_RWNEF'],,[2023],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,286.57
71,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '381', '3', '310', '374']","['0', '0', '0', '1', '0']",[2.771700e+02 4.186090e+03 1.251882e+05 3.384215e+05 5.814000e+05],"['NASDAQ_DASTY', 'OTC_SU', 'OTC_DPSGY', 'heidelberg-materials', 'NYSE_TTE']",TJ,"[2023, 2022]",What are the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TJ?,multistep_rank,302,"277.17, 4186.09, 125188.2, 338421.5, 581400.0"
72,"['NYSE_AZ_2023', 'OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['60', '79', '179', '46', '105']","['0', '0', '0', '0', '0']",109300000.0,['OTC_RWNEF'],tCO2e,[2022],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,multistep_sup,305,OTC_RWNEF
73,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",[ 0.91  9.89 13.44 20.4  80.6 ],"['munich-re', 'OTC_BAMGF', 'OTC_BAYZF', 'OTC_CRERF', 'OTC_ESOCF']",million cubic meters,"[2023, 2022]",What are the top 5 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in million cubic meters?,multistep_rank,303,"0.91, 9.89, 13.44, 20.4, 80.6"
74,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023']","['84', '63', '79', '179', '46']","['0', '0', '0', '0', '0']",73650000.0,['OTC_RWNEF'],tCO2e,"[2023, 2022]",Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,multistep_sup,305,OTC_RWNEF
75,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '63', '137', '46', '105']","['0', '0', '0', '0', '0']",[0.   0.01 0.04],"['NASDAQ_DASTY', 'vivendi', 'munich-re']",MtCO2eq,"[2023, 2022]",What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,multistep_rank,305,"0.0, 0.01, 0.04"
76,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['141', '60', '84', '137', '105']","['0', '0', '0', '0', '0']",74.7,['OTC_ESOCF'],,[2022],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,OTC_ESOCF
77,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '374', '64']","['0', '0', '0', '0', '0']",2.16,['OTC_DPSGY'],,"[2023, 2022]",What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,multistep_sup,302,2.16
78,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '381', '310', '374', '47']","['0', '0', '1', '0', '1']",161.5,['NYSE_TTE'],TWh,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in TWh?,multistep_sup,302,161.5
79,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",[ 909727. 9889305.],"['munich-re', 'OTC_BAMGF']",m3,"[2023, 2022]",What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,multistep_rank,303,"909727.0, 9889305.0"
80,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",25047806.4,[],m3,"[2023, 2022]","What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",multistep_mean,303,25047806.4
81,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '374', '64']","['0', '0', '0', '0', '0']",84.0,['NASDAQ_DASTY'],,"[2023, 2022]",What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,multistep_sup,302,84.0
82,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['381', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",[161.5   94.01  34.77   1.16],"['NYSE_TTE', 'heidelberg-materials', 'OTC_DPSGY', 'OTC_SU']",TWh,"[2023, 2022]",What are the top 4 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,multistep_rank,302,"161.5, 94.01, 34.77, 1.16"
83,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['60', '84', '137', '79', '46']","['0', '0', '0', '0', '0']",[0.02 0.03 0.04],"['OTC_ADDDF', 'NYSE_AZ', 'munich-re']",MtCO2eq,"[2023, 2022]",What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,multistep_rank,305,"0.02, 0.03, 0.04"
84,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '60', '137', '79', '46']","['0', '0', '0', '0', '0']",[73650000. 43790000.],"['OTC_RWNEF', 'OTC_ESOCF']",tCO2e,"[2023, 2022]",Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,multistep_rank,305,"OTC_RWNEF, OTC_ESOCF"
85,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '381', '3', '310', '374']","['0', '0', '0', '1', '0']",[2.771700e+02 4.186090e+03 1.251882e+05 3.384215e+05 5.814000e+05],"['NASDAQ_DASTY', 'OTC_SU', 'OTC_DPSGY', 'heidelberg-materials', 'NYSE_TTE']",TJ,"[2023, 2022]",Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TJ?,multistep_rank,302,"NASDAQ_DASTY, OTC_SU, OTC_DPSGY, heidelberg-materials, NYSE_TTE"
86,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['141', '84', '63', '79', '179']","['0', '0', '0', '0', '0']",286.57,['OTC_RWNEF'],,[2023],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,OTC_RWNEF
87,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '310', '64']","['0', '0', '0', '1', '0']",66350.0,['prosiebensat1-media'],MWh,"[2023, 2022]",Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,multistep_sup,302,prosiebensat1-media
88,"['OTC_DPSGY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['3', '310', '46', '374', '64']","['0', '1', '0', '0', '0']",[94006.05 34774.5  12747.  ],"['heidelberg-materials', 'OTC_DPSGY', 'deutsche-telekom-ag']",GWh,"[2023, 2022]",What are the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,multistep_rank,302,"94006.05, 34774.5, 12747.0"
89,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['60', '84', '63', '79', '179']","['0', '0', '0', '0', '0']",[7.36500e+07 1.90000e+06 3.13635e+04 2.18175e+04],"['OTC_RWNEF', 'OTC_BAYZF', 'NYSE_AZ', 'OTC_ADDDF']",tCO2e,"[2023, 2022]",What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,multistep_rank,305,"73650000.0, 1900000.0, 31363.5, 21817.5"
90,"['NYSE_AZ_2023', 'OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['60', '79', '179', '46', '105']","['0', '0', '0', '0', '0']",109300000.0,['OTC_RWNEF'],tCO2e,[2022],What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,multistep_sup,305,109300000.0
91,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['84', '63', '179', '46', '105']","['0', '0', '0', '0', '0']",[10759.5 21490. ],"['vivendi', 'axa']",TCO2eq,"[2023, 2022]",Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in TCO2eq?,multistep_rank,305,"vivendi, axa"
92,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '311', '79', '358', '140']","['3', '0', '0', '0', '0']",4.62,['NYSE_TTE'],,"[2023, 2022]",What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,4.62
93,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '311', '79', '358', '140']","['3', '0', '0', '0', '0']",4.62,['NYSE_TTE'],,"[2023, 2022]",Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,NYSE_TTE
94,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['84', '63', '137', '79', '105']","['0', '0', '0', '0', '0']",[0.01 0.02 1.9 ],"['vivendi', 'OTC_ADDDF', 'OTC_BAYZF']",million mt CO2e,"[2023, 2022]",Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,multistep_rank,305,"vivendi, OTC_ADDDF, OTC_BAYZF"
95,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '381', '3', '310', '374']","['0', '0', '0', '1', '0']",153984.0,['NASDAQ_DASTY'],MWh,"[2023, 2022]",What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,multistep_sup,302,153984.0
96,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '3', '310', '374', '47']","['0', '0', '1', '0', '1']",20.01,['munich-re'],,"[2023, 2022]",What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_sup,302,20.01
97,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['141', '60', '84', '137', '105']","['0', '0', '0', '0', '0']",74.7,['OTC_ESOCF'],,[2022],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,74.7
98,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['60', '63', '137', '79', '179']","['0', '0', '0', '0', '0']",98.47,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,98.47
99,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['381', '3', '46', '47', '64']","['0', '0', '0', '1', '0']",161500.0,['NYSE_TTE'],million kWh,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,multistep_sup,302,161500.0
100,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '381', '46', '374', '64']","['0', '0', '0', '0', '0']",536.73,[],TWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in TWh?,multistep_sum,302,536.73
101,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '310', '46', '374', '47']","['0', '1', '0', '0', '1']","[9.40060474e+07 1.27470000e+07 1.16280150e+06 2.82307000e+05
 7.69920000e+04]","['heidelberg-materials', 'deutsche-telekom-ag', 'OTC_SU', 'munich-re', 'NASDAQ_DASTY']",MWh,"[2023, 2022]",Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,multistep_rank,302,"heidelberg-materials, deutsche-telekom-ag, OTC_SU, munich-re, NASDAQ_DASTY"
102,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['84', '63', '79', '46', '105']","['0', '0', '0', '0', '0']",[7.36500e+07 1.90000e+06 3.83785e+04 2.18175e+04],"['OTC_RWNEF', 'OTC_BAYZF', 'munich-re', 'OTC_ADDDF']",tCO2e,"[2023, 2022]",What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,multistep_rank,305,"73650000.0, 1900000.0, 38378.5, 21817.5"
103,"['OTC_BAMGF_2023', 'OTC_CRERF_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['311', '79', '309', '358', '140']","['0', '0', '0', '0', '0']",5.53,['OTC_SU'],,"[2023, 2022]",What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,5.53
104,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '310', '64']","['0', '0', '0', '1', '0']",66350.0,['prosiebensat1-media'],MWh,"[2023, 2022]",What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,multistep_sup,302,66350.0
105,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['141', '60', '179', '46', '105']","['0', '0', '0', '0', '0']",32.84,['NYSE_AZ'],,[2023],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,NYSE_AZ
106,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['141', '60', '63', '137', '79']","['0', '0', '0', '0', '0']",133.03,['OTC_ESOCF'],Million metric tons of CO2 equivalents,[2022],What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,multistep_sup,305,133.03
107,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['117', '310', '374', '47', '64']","['0', '1', '0', '1', '0']",338421.5,['heidelberg-materials'],TJ,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in TJ?,multistep_sup,302,338421.5
108,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['63', '137', '79', '46', '105']","['0', '0', '0', '0', '0']",73.65,['OTC_RWNEF'],MtCO2eq,"[2023, 2022]",What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in MtCO2eq?,multistep_sup,305,73.65
109,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '374', '64']","['0', '0', '0', '0', '0']",2.16,['OTC_DPSGY'],,"[2023, 2022]",Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,multistep_sup,302,OTC_DPSGY
110,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['141', '63', '179', '46', '105']","['0', '0', '0', '0', '0']",6.17,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,6.17
111,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '374', '64']","['0', '0', '0', '0', '0']",84.0,['NASDAQ_DASTY'],,"[2023, 2022]",Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,multistep_sup,302,NASDAQ_DASTY
112,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['141', '60', '84', '137', '179']","['0', '0', '0', '0', '0']",61.05,['OTC_ESOCF'],,[2023],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,61.05
113,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '381', '3', '310', '374']","['0', '0', '0', '1', '0']",84.0,['NASDAQ_DASTY'],,[2023],Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_sup,302,NASDAQ_DASTY
114,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['141', '60', '84', '137', '179']","['0', '0', '0', '0', '0']",61.05,['OTC_ESOCF'],,[2023],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,OTC_ESOCF
115,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023']","['84', '63', '79', '179', '46']","['0', '0', '0', '0', '0']",73650000.0,['OTC_RWNEF'],tCO2e,"[2023, 2022]",What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,multistep_sup,305,73650000.0
116,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",[ 0.91  9.89 13.44 20.4  80.6 ],"['munich-re', 'OTC_BAMGF', 'OTC_BAYZF', 'OTC_CRERF', 'OTC_ESOCF']",million cubic meters,"[2023, 2022]",Which companies have the top 5 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in million cubic meters?,multistep_rank,303,"munich-re, OTC_BAMGF, OTC_BAYZF, OTC_CRERF, OTC_ESOCF"
117,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'munich-re_2023']","['60', '84', '137', '179', '46']","['0', '0', '0', '0', '0']",[4.379e+01 4.000e-02 3.000e-02],"['OTC_ESOCF', 'munich-re', 'NYSE_AZ']",MtCO2eq,"[2023, 2022]",Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in MtCO2eq?,multistep_rank,305,"OTC_ESOCF, munich-re, NYSE_AZ"
118,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",44.88,[],,[2022],What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,multistep_mean,302,44.88
119,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['60', '84', '137', '179', '105']","['0', '0', '0', '0', '0']",98830000.0,['OTC_ESOCF'],TCO2eq,[2023],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,multistep_sup,305,OTC_ESOCF
120,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['117', '310', '374', '47', '64']","['0', '1', '0', '1', '0']",[338421.5    4186.09],"['heidelberg-materials', 'OTC_SU']",TJ,"[2023, 2022]",What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,multistep_rank,302,"338421.5, 4186.09"
121,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '381', '310', '374', '64']","['0', '0', '1', '0', '0']",45.51,[],,[2023],What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_mean,302,45.51
122,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['60', '84', '137', '179', '105']","['0', '0', '0', '0', '0']",98830000.0,['OTC_ESOCF'],TCO2eq,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,multistep_sup,305,98830000.0
123,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '310', '64']","['0', '0', '0', '1', '0']",84.0,['NASDAQ_DASTY'],,[2022],Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,multistep_sup,302,NASDAQ_DASTY
124,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['84', '63', '137', '79', '105']","['0', '0', '0', '0', '0']",[0.01 0.02 1.9 ],"['vivendi', 'OTC_ADDDF', 'OTC_BAYZF']",million mt CO2e,"[2023, 2022]",What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,multistep_rank,305,"0.01, 0.02, 1.9"
125,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['63', '137', '179', '46', '105']","['0', '0', '0', '0', '0']",0.96,['axa'],MtCO2eq,"[2023, 2022]",Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,multistep_sup,305,axa
126,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['60', '84', '137', '79', '105']","['0', '0', '0', '0', '0']",76.45,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,76.45
127,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['381', '3', '374', '47', '64']","['0', '0', '0', '1', '0']",6.51,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,6.51
128,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",47.0,[],,[2023],What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_mean,302,47.0
129,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",[80.6  20.4  13.44],"['OTC_ESOCF', 'OTC_CRERF', 'OTC_BAYZF']",millions of m3,"[2023, 2022]",What are the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,multistep_rank,303,"80.6, 20.4, 13.44"
130,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '63', '79', '46', '105']","['0', '0', '0', '0', '0']",76.8,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,76.8
131,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '310', '46', '374', '47']","['0', '1', '0', '0', '1']","[9.40060474e+07 1.27470000e+07 1.16280150e+06 2.82307000e+05
 7.69920000e+04]","['heidelberg-materials', 'deutsche-telekom-ag', 'OTC_SU', 'munich-re', 'NASDAQ_DASTY']",MWh,"[2023, 2022]",What are the top 5 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,multistep_rank,302,"94006047.43, 12747000.0, 1162801.5, 282307.0, 76992.0"
