Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
87,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['60', '63', '79']","['0', '0', '0']",[73.65  1.9 ],"['OTC_RWNEF', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,"[2023, 2022]",What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,multistep_rank,305,"73.65, 1.9"
88,"['NASDAQ_DASTY_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '374', '47']","['0', '0', '1']",[94006047.43   282307.  ],"['heidelberg-materials', 'munich-re']",MWh,"[2023, 2022]",What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,multistep_rank,302,"94006047.43, 282307.0"
89,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['141', '63', '79']","['0', '0', '0']",358.82,['OTC_RWNEF'],,[2022],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,358.82
90,"['OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['79', '46', '105']","['0', '0', '0']",109.3,['OTC_RWNEF'],million mt CO2e,[2022],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in million mt CO2e?,multistep_sup,305,OTC_RWNEF
91,"['OTC_BAYZF_2023', 'munich-re_2023', 'vivendi_2023']","['63', '46', '105']","['0', '0', '0']",[  10759.5   38378.5 1900000. ],"['vivendi', 'munich-re', 'OTC_BAYZF']",tCO2e,"[2023, 2022]",Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,multistep_rank,305,"vivendi, munich-re, OTC_BAYZF"
92,"['OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['79', '46', '105']","['0', '0', '0']",[1.000e-02 4.000e-02 7.365e+01],"['vivendi', 'munich-re', 'OTC_RWNEF']",million mt CO2e,"[2023, 2022]",What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,multistep_rank,305,"0.01, 0.04, 73.65"
93,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['60', '84', '63']","['0', '0', '0']",17.8,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,17.8
94,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['3', '46', '374']","['0', '0', '0']",[ 46580.4  120042.   346689.67],"['deutsche-telekom-ag', 'OTC_DPSGY', 'heidelberg-materials']",TJ,"[2023, 2022, 2021]",What are the top 3 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TJ?,multistep_rank,302,"46580.4, 120042.0, 346689.67"
95,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['141', '79', '105']","['0', '0', '0']",0.36,['NASDAQ_DASTY'],million mt CO2e,"[2023, 2022]",Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,multistep_sup,305,NASDAQ_DASTY
96,"['NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['381', '310', '374']","['0', '1', '0']",5.6,['OTC_SU'],,"[2023, 2022]",Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,multistep_sup,302,OTC_SU
97,"['OTC_SU_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['310', '47', '64']","['1', '1', '0']",2956.57,[],GWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in GWh?,multistep_sum,302,2956.57
98,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'axa_2023']","['141', '84', '179']","['0', '0', '0']",2.89,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,2.89
99,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023']","['387', '311', '79']","['3', '0', '0']",873133.5,['OTC_BAMGF'],tonnes,"[2023, 2022]",Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,multistep_sup,306,OTC_BAMGF
100,"['OTC_SU_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['310', '47', '64']","['1', '1', '0']",[  33.17  282.31 1162.8 ],"['prosiebensat1-media', 'munich-re', 'OTC_SU']",GWh,"[2023, 2022]",Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GWh?,multistep_rank,302,"prosiebensat1-media, munich-re, OTC_SU"
101,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023']","['117', '381', '3']","['0', '0', '0']",153984.0,['NASDAQ_DASTY'],MWh,"[2023, 2022]",What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,multistep_sup,302,153984.0
102,"['OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['72', '139', '47']","['0', '0', '0']",[80.6  20.4   0.91],"['OTC_ESOCF', 'OTC_CRERF', 'munich-re']",millions of m3,"[2023, 2022]",What are the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,multistep_rank,303,"80.6, 20.4, 0.91"
103,"['NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['387', '309', '358']","['3', '0', '0']",14.5,[],,[2022],What is the average percentage of hazardous waste generated in 2022 among the following companies?,multistep_mean,306,14.5
104,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '310', '374']","['0', '1', '0']",338421.5,['heidelberg-materials'],TJ,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in TJ?,multistep_sup,302,338421.5
105,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023']","['117', '381', '3']","['0', '0', '0']",7.0,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,7.0
106,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",7.92,['vivendi'],,[2023],Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,multistep_sup,306,vivendi
107,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023']","['310', '132', '72']","['0', '0', '0']",10200000.0,['OTC_CRERF'],m3,"[2023, 2022]",Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,multistep_sup,303,OTC_CRERF
108,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '358', '140']","['3', '0', '0']",714800.0,['heidelberg-materials'],tons,"[2023, 2022]",Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,multistep_sup,306,heidelberg-materials
109,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['3', '46', '47']","['0', '0', '1']",34774.5,['OTC_DPSGY'],million kWh,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,multistep_sup,302,34774.5
110,"['OTC_SU_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['310', '47', '64']","['1', '1', '0']",[  33.17  282.31 1162.8 ],"['prosiebensat1-media', 'munich-re', 'OTC_SU']",GWh,"[2023, 2022]",What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GWh?,multistep_rank,302,"33.17, 282.31, 1162.8"
111,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['63', '79', '179']","['0', '0', '0']",0.96,['axa'],Million metric tons of CO2 equivalents,"[2023, 2022]",What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2 equivalents?,multistep_sup,305,0.96
112,"['OTC_BAMGF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '139', '47']","['0', '0', '0']",4.32,['OTC_BAMGF'],,"[2023, 2022]",What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,multistep_sup,303,4.32
113,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['60', '84', '63']","['0', '0', '0']",0.54,['NYSE_AZ'],Million metric tons of CO2 equivalents,"[2023, 2022]",What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2 equivalents?,multistep_sup,305,0.54
114,"['NYSE_TTE_2023', 'OTC_CRERF_2023', 'heidelberg-materials_2023']","['387', '79', '358']","['3', '0', '0']",714.8,['heidelberg-materials'],kt,"[2023, 2022]",What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,multistep_sup,306,714.8
115,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['60', '63', '46']","['0', '0', '0']",540925.0,['NYSE_AZ'],tCO2e,"[2023, 2022]",What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,multistep_sup,305,540925.0
116,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['117', '310', '64']","['0', '1', '0']",66350.0,['prosiebensat1-media'],MWh,"[2023, 2022]",Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,multistep_sup,302,prosiebensat1-media
117,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'prosiebensat1-media_2023']","['117', '3', '64']","['0', '0', '0']",53.27,[],,[2023],What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_mean,302,53.27
118,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['84', '63', '137']","['0', '0', '0']",61.05,['OTC_ESOCF'],,[2023],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,61.05
119,"['OTC_CRERF_2023', 'OTC_SU_2023', 'vivendi_2023']","['79', '309', '140']","['0', '0', '0']",5.53,['OTC_SU'],,"[2023, 2022]",Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,OTC_SU
120,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '358', '140']","['3', '0', '0']",[ 2.   25.97],"['heidelberg-materials', 'vivendi']",,[2022],Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,multistep_rank,306,"heidelberg-materials, vivendi"
121,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023']","['117', '3', '374']","['0', '0', '0']",94006.05,['heidelberg-materials'],million kWh,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,multistep_sup,302,94006.05
122,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",35.09,['vivendi'],,[2022],Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,multistep_sup,306,vivendi
123,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",25.97,['vivendi'],,[2022],What is the highest percentage of hazardous waste generated in 2022 among the following companies?,multistep_sup,306,25.97
124,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['84', '137', '179']","['0', '0', '0']",43790000.0,['OTC_ESOCF'],tCO2eq,"[2023, 2022]",Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,multistep_sup,305,OTC_ESOCF
125,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",35.34,['NYSE_TTE'],,[2022],Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,multistep_sup,306,NYSE_TTE
126,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'prosiebensat1-media_2023']","['381', '3', '64']","['0', '0', '0']",24.43,[],,[2022],What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,multistep_mean,302,24.43
127,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['310', '46', '374']","['1', '0', '0']",[96302.76 12939.  ],"['heidelberg-materials', 'deutsche-telekom-ag']",GWh,"[2023, 2022, 2021]",What are the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in GWh?,multistep_rank,302,"96302.76, 12939.0"
128,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023', 'axa_2023']","['141', '137', '179']","['0', '0', '0']",23.22,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,23.22
129,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023']","['117', '381', '310']","['0', '0', '1']",[1.6150000e+08 1.1628015e+06 7.6992000e+04],"['NYSE_TTE', 'OTC_SU', 'NASDAQ_DASTY']",MWh,"[2023, 2022]",What are the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,multistep_rank,302,"161500000.0, 1162801.5, 76992.0"
130,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['84', '63', '137']","['0', '0', '0']",61.05,['OTC_ESOCF'],,[2023],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,OTC_ESOCF
131,"['OTC_DPSGY_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['3', '47', '64']","['0', '1', '0']",70179.96,[],million kWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in million kWh?,multistep_sum,302,70179.96
132,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",35.09,['vivendi'],,[2022],What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,multistep_sup,306,35.09
133,"['OTC_CRERF_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['79', '358', '140']","['0', '0', '0']",12.13,['vivendi'],,"[2023, 2022]",What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,12.13
134,"['OTC_BAYZF_2023', 'axa_2023', 'vivendi_2023']","['63', '179', '105']","['0', '0', '0']",[1900000.    21490.    10759.5],"['OTC_BAYZF', 'axa', 'vivendi']",tCO2eq,"[2023, 2022]",What are the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,multistep_rank,305,"1900000.0, 21490.0, 10759.5"
135,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['310', '46', '47']","['1', '0', '1']",[  282307.   1162801.5 12747000. ],"['munich-re', 'OTC_SU', 'deutsche-telekom-ag']",MWh,"[2023, 2022]",Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"munich-re, OTC_SU, deutsche-telekom-ag"
136,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",22355.67,[],tons,"[2023, 2022]",What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in tons?,multistep_mean,306,22355.67
137,"['NASDAQ_DASTY_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '374', '47']","['0', '0', '1']",[94006047.43   282307.  ],"['heidelberg-materials', 'munich-re']",MWh,"[2023, 2022]",Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,multistep_rank,302,"heidelberg-materials, munich-re"
138,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023', 'axa_2023']","['141', '79', '179']","['0', '0', '0']",83.7,['OTC_RWNEF'],million mt CO2e,[2023],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,multistep_sup,305,OTC_RWNEF
139,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",[ 3.75 15.66],"['vivendi', 'OTC_SU']",kt,"[2023, 2022]",Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in kt?,multistep_rank,306,"vivendi, OTC_SU"
140,"['NYSE_TTE_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['381', '46', '47']","['0', '0', '1']",[161.5   12.75],"['NYSE_TTE', 'deutsche-telekom-ag']",TWh,"[2023, 2022]",Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,multistep_rank,302,"NYSE_TTE, deutsche-telekom-ag"
141,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023']","['387', '311', '79']","['3', '0', '0']",873133.5,['OTC_BAMGF'],tonnes,"[2023, 2022]",What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,multistep_sup,306,873133.5
142,"['NASDAQ_DASTY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['117', '46', '47']","['0', '0', '1']",12747000.0,['deutsche-telekom-ag'],MWh,"[2023, 2022]",Which company has the highest average energy consumed in the last 2 years among the following companies in MWh?,multistep_sup,302,deutsche-telekom-ag
143,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['60', '84', '46']","['0', '0', '0']",7799933.0,['OTC_ADDDF'],tons CO2e,[2022],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,multistep_sup,305,OTC_ADDDF
144,"['NASDAQ_DASTY_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '374', '64']","['0', '0', '0']",84.0,['NASDAQ_DASTY'],,[2022],Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,multistep_sup,302,NASDAQ_DASTY
145,"['NYSE_AZ_2023', 'munich-re_2023', 'vivendi_2023']","['60', '46', '105']","['0', '0', '0']",11.78,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,11.78
146,"['OTC_BAMGF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '139', '47']","['0', '0', '0']",[80.6   9.89  0.91],"['OTC_ESOCF', 'OTC_BAMGF', 'munich-re']",millions of m3,"[2023, 2022]",Which companies have the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,multistep_rank,303,"OTC_ESOCF, OTC_BAMGF, munich-re"
147,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",6.67,[],,[2023],What is the average percentage of hazardous waste generated in 2023 among the following companies?,multistep_mean,306,6.67
148,"['OTC_BAMGF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '139', '47']","['0', '0', '0']",4.32,['OTC_BAMGF'],,"[2023, 2022]",Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,multistep_sup,303,OTC_BAMGF
149,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '310', '374']","['0', '1', '0']",[3.384215e+05 4.186090e+03 2.771700e+02],"['heidelberg-materials', 'OTC_SU', 'NASDAQ_DASTY']",TJ,"[2023, 2022]",Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,multistep_rank,302,"heidelberg-materials, OTC_SU, NASDAQ_DASTY"
150,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['60', '84', '46']","['0', '0', '0']",[38378.5 31363.5],"['munich-re', 'NYSE_AZ']",tCO2e,"[2023, 2022]",Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,multistep_rank,305,"munich-re, NYSE_AZ"
151,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'munich-re_2023']","['117', '3', '47']","['0', '0', '1']",[   76992.   282307. 34774500.],"['NASDAQ_DASTY', 'munich-re', 'OTC_DPSGY']",MWh,"[2023, 2022]",What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"76992.0, 282307.0, 34774500.0"
152,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['310', '46', '374']","['1', '0', '0']",96302.76,['heidelberg-materials'],GWh,"[2023, 2022, 2021]",What is the highest average energy consumed in the last 3 years among the following companies in GWh?,multistep_sup,302,96302.76
153,"['OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['79', '46', '105']","['0', '0', '0']",109.3,['OTC_RWNEF'],million mt CO2e,[2022],What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in million mt CO2e?,multistep_sup,305,109.3
154,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['141', '63', '137']","['0', '0', '0']",[0.  1.9],"['NASDAQ_DASTY', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,"[2023, 2022]",What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,multistep_rank,305,"0.0, 1.9"
155,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['60', '63', '79']","['0', '0', '0']",[  31363.5 1900000. ],"['NYSE_AZ', 'OTC_BAYZF']",tCO2e,"[2023, 2022]",What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,multistep_rank,305,"31363.5, 1900000.0"
156,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '358', '140']","['3', '0', '0']",63.32,['NYSE_TTE'],,[2023],What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,multistep_sup,306,63.32
157,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '358', '140']","['3', '0', '0']",54.66,['NYSE_TTE'],,[2022],Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,multistep_sup,306,NYSE_TTE
158,"['OTC_BAYZF_2023', 'munich-re_2023', 'vivendi_2023']","['63', '46', '105']","['0', '0', '0']",[  10759.5   38378.5 1900000. ],"['vivendi', 'munich-re', 'OTC_BAYZF']",tCO2e,"[2023, 2022]",What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,multistep_rank,305,"10759.5, 38378.5, 1900000.0"
159,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['310', '46', '374']","['1', '0', '0']",96302.76,['heidelberg-materials'],GWh,"[2023, 2022, 2021]",Which company has the highest average energy consumed in the last 3 years among the following companies in GWh?,multistep_sup,302,heidelberg-materials
160,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'prosiebensat1-media_2023']","['117', '381', '64']","['0', '0', '0']",66.35,['prosiebensat1-media'],GWh,"[2023, 2022]",What is the lowest total energy consumption over the last 2 years among the following companies in GWh?,multistep_sup,302,66.35
161,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'prosiebensat1-media_2023']","['117', '3', '64']","['0', '0', '0']",2.16,['OTC_DPSGY'],,"[2023, 2022]",Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,multistep_sup,302,OTC_DPSGY
162,"['OTC_BAMGF_2023', 'OTC_CRERF_2023', 'munich-re_2023']","['310', '72', '47']","['0', '0', '0']",[  909727.  9889305. 20400000.],"['munich-re', 'OTC_BAMGF', 'OTC_CRERF']",m3,"[2023, 2022]",What are the top 3 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,multistep_rank,303,"909727.0, 9889305.0, 20400000.0"
163,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023', 'axa_2023']","['141', '137', '179']","['0', '0', '0']",74.7,['OTC_ESOCF'],,[2022],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,OTC_ESOCF
164,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['3', '46', '374']","['0', '0', '0']",7.64,['deutsche-telekom-ag'],,"[2023, 2022]",Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_sup,302,deutsche-telekom-ag
165,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['84', '137', '79']","['0', '0', '0']",20.95,[],,"[2023, 2022]",What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,multistep_mean,305,20.95
166,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",[ 3751. 15664.],"['vivendi', 'OTC_SU']",tons,"[2023, 2022]",What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,multistep_rank,306,"3751.0, 15664.0"
167,"['OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023']","['79', '179', '46']","['0', '0', '0']",97.98,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,97.98
168,"['NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['387', '309', '358']","['3', '0', '0']",[ 2.    6.16 35.34],"['heidelberg-materials', 'OTC_SU', 'NYSE_TTE']",,[2022],What are the 3 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,multistep_rank,306,"2.0, 6.16, 35.34"
169,"['OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['72', '139', '47']","['0', '0', '0']",33969909.0,[],m3,"[2023, 2022]","What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",multistep_mean,303,33969909.0
170,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023']","['381', '3', '310']","['0', '0', '1']",24.3,[],,[2023],What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_mean,302,24.3
171,"['OTC_DPSGY_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['3', '374', '64']","['0', '0', '0']",66.59,['prosiebensat1-media'],,"[2023, 2022]",What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,multistep_sup,302,66.59
172,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023']","['141', '84', '137']","['0', '0', '0']",133030000.0,['OTC_ESOCF'],tCO2-eq,[2022],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2-eq?,multistep_sup,305,OTC_ESOCF
173,"['OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['3', '310', '64']","['0', '1', '0']",67.06,['prosiebensat1-media'],,[2023],What is the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_sup,302,67.06
