Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
70,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023', 'terna_2023']","['117', '310', '374', '64', '287']","['0', '1', '0', '0', '1']",238.86,['prosiebensat1-media'],TJ,"[2023, 2022]",What is the lowest energy consumption over the last 2 years among the following companies in TJ?,multistep_sup,302,238.86
71,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['60', '84', '63', '137', '105']","['0', '0', '0', '0', '0']",0.54,['NYSE_AZ'],MtCO2eq,"[2023, 2022]",What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,multistep_sup,305,0.54
72,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023', 'terna_2023']","['117', '381', '374', '64', '287']","['0', '0', '0', '0', '1']",161500000.0,['NYSE_TTE'],MWh,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in MWh?,multistep_sup,302,161500000.0
73,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['381', '3', '310', '374', '47']","['0', '0', '1', '0', '1']",7.69,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,7.69
74,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_CRERF_2023', 'OTC_SU_2023', 'vivendi_2023']","['141', '387', '79', '309', '140']","['0', '3', '0', '0', '0']",509500.0,['NYSE_TTE'],tons,"[2023, 2022]",What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,multistep_sup,306,509500.0
75,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023', 'terna_2023']","['3', '46', '374', '64', '287']","['0', '0', '0', '0', '1']",222149.71,['terna'],million kWh,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,multistep_sup,302,222149.71
76,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023', 'terna_2023']","['117', '381', '3', '374', '287']","['0', '0', '0', '0', '1']",[   76992.     222149.71 34774500.  ],"['NASDAQ_DASTY', 'terna', 'OTC_DPSGY']",MWh,"[2023, 2022]",What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"76992.0, 222149.71, 34774500.0"
77,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '63', '137', '46', '105']","['0', '0', '0', '0', '0']",[4.37900e+07 1.90000e+06 3.83785e+04],"['OTC_ESOCF', 'OTC_BAYZF', 'munich-re']",tCO2-eq,"[2023, 2022]",Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,multistep_rank,305,"OTC_ESOCF, OTC_BAYZF, munich-re"
78,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023', 'vivendi_2023']","['141', '309', '358', '295', '140']","['0', '0', '0', '0', '0']",64.84,['terna'],,[2022],Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,multistep_sup,306,terna
79,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_CRERF_2023', 'OTC_SU_2023', 'vivendi_2023']","['141', '387', '79', '309', '140']","['0', '3', '0', '0', '0']",509500.0,['NYSE_TTE'],tons,"[2023, 2022]",Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,multistep_sup,306,NYSE_TTE
80,"['NYSE_TTE_2023', 'OTC_CRERF_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '79', '309', '358', '140']","['3', '0', '0', '0', '0']",714800.0,['heidelberg-materials'],tons,"[2023, 2022]",What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,multistep_sup,306,714800.0
81,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['117', '381', '3', '46', '374']","['0', '0', '0', '0', '0']",554.34,['NASDAQ_DASTY'],TJ,"[2023, 2022]",Which company has the lowest energy consumption over the last 2 years among the following companies in TJ?,multistep_sup,302,NASDAQ_DASTY
82,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'terna_2023', 'vivendi_2023']","['141', '387', '309', '295', '140']","['0', '3', '0', '0', '0']",184.38,['terna'],,[2022],What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,multistep_sup,306,184.38
83,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023']","['141', '387', '309', '358', '295']","['0', '3', '0', '0', '0']",23.66,[],,[2023],What is the average percentage of hazardous waste generated in 2023 among the following companies?,multistep_mean,306,23.66
84,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'terna_2023']","['381', '3', '46', '374', '287']","['0', '0', '0', '0', '1']",565200000.0,['NYSE_TTE'],GJ,"[2023, 2022, 2021]",What is the highest average energy consumed in the last 3 years among the following companies in GJ?,multistep_sup,302,565200000.0
85,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023', 'terna_2023', 'vivendi_2023']","['387', '311', '79', '295', '140']","['3', '0', '0', '0', '0']",4.62,['NYSE_TTE'],,"[2023, 2022]",Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,NYSE_TTE
86,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['141', '60', '84', '137', '179']","['0', '0', '0', '0', '0']",43790000.0,['OTC_ESOCF'],tCO2e,"[2023, 2022]",Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,multistep_sup,305,OTC_ESOCF
87,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",44.88,[],,[2022],What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,multistep_mean,302,44.88
88,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '3', '310', '374', '47']","['0', '0', '1', '0', '1']",[94006047.43 34774500.    1162801.5 ],"['heidelberg-materials', 'OTC_DPSGY', 'OTC_SU']",MWh,"[2023, 2022]",What are the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,multistep_rank,302,"94006047.43, 34774500.0, 1162801.5"
89,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '63', '137', '46', '105']","['0', '0', '0', '0', '0']",17.29,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,17.29
90,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '3', '46', '374', '47']","['0', '0', '0', '0', '1']",9.64,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,9.64
91,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['117', '381', '3', '46', '47']","['0', '0', '0', '0', '1']",[   76992.   282307. 12747000. 34774500.],"['NASDAQ_DASTY', 'munich-re', 'deutsche-telekom-ag', 'OTC_DPSGY']",MWh,"[2023, 2022]",What are the top 4 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"76992.0, 282307.0, 12747000.0, 34774500.0"
92,"['NASDAQ_DASTY_2023', 'OTC_BAMGF_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023']","['141', '311', '309', '358', '295']","['0', '0', '0', '0', '0']",5.53,['OTC_SU'],,"[2023, 2022]",Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,OTC_SU
93,"['NASDAQ_DASTY_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023', 'heidelberg-materials_2023', 'terna_2023']","['141', '311', '79', '358', '295']","['0', '0', '0', '0', '0']",13.38,['OTC_BAMGF'],,"[2023, 2022]",What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,13.38
94,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023', 'terna_2023']","['117', '381', '310', '64', '287']","['0', '0', '1', '0', '1']",325990.24,[],GWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in GWh?,multistep_sum,302,325990.24
95,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023']","['117', '381', '3', '310', '46']","['0', '0', '0', '1', '0']",420522587.0,[],MWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in MWh?,multistep_sum,302,420522587.0
96,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023', 'heidelberg-materials_2023', 'terna_2023']","['387', '311', '79', '358', '295']","['3', '0', '0', '0', '0']",873133.5,['OTC_BAMGF'],t,"[2023, 2022]",Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,multistep_sup,306,OTC_BAMGF
97,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['141', '60', '63', '79', '105']","['0', '0', '0', '0', '0']",[7.365e+01 1.900e+00 3.000e-02 1.000e-02],"['OTC_RWNEF', 'OTC_BAYZF', 'NYSE_AZ', 'vivendi']",million mt CO2e,"[2023, 2022]",What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,multistep_rank,305,"73.65, 1.9, 0.03, 0.01"
98,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'munich-re_2023', 'terna_2023']","['141', '60', '63', '46', '286']","['0', '0', '0', '0', '0']",[1.9  0.07],"['OTC_BAYZF', 'terna']",Million metric tons of CO2 equivalents,"[2023, 2022]",What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,multistep_rank,305,"1.9, 0.07"
99,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'terna_2023', 'vivendi_2023']","['141', '60', '63', '286', '105']","['0', '0', '0', '0', '0']",[ 4327.  10759.5 31363.5],"['NASDAQ_DASTY', 'vivendi', 'NYSE_AZ']",tCO2e,"[2023, 2022]",Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,multistep_rank,305,"NASDAQ_DASTY, vivendi, NYSE_AZ"
100,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['117', '381', '310', '47', '64']","['0', '0', '1', '1', '0']",[ 33175.  76992. 282307.],"['prosiebensat1-media', 'NASDAQ_DASTY', 'munich-re']",MWh,"[2023, 2022]",Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"prosiebensat1-media, NASDAQ_DASTY, munich-re"
101,"['NASDAQ_DASTY_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023', 'heidelberg-materials_2023', 'terna_2023']","['141', '311', '79', '358', '295']","['0', '0', '0', '0', '0']",13.38,['OTC_BAMGF'],,"[2023, 2022]",Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,OTC_BAMGF
102,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'terna_2023']","['60', '84', '63', '79', '286']","['0', '0', '0', '0', '0']",[21817.5 31363.5],"['OTC_ADDDF', 'NYSE_AZ']",tons CO2e,"[2023, 2022]",Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tons CO2e?,multistep_rank,305,"OTC_ADDDF, NYSE_AZ"
103,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '63', '137', '46', '105']","['0', '0', '0', '0', '0']",[4.37900e+07 1.90000e+06 3.83785e+04],"['OTC_ESOCF', 'OTC_BAYZF', 'munich-re']",tCO2-eq,"[2023, 2022]",What are the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,multistep_rank,305,"43790000.0, 1900000.0, 38378.5"
104,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",40.3,['OTC_ESOCF'],millions of cu.m,"[2023, 2022]",Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of cu.m?,multistep_sup,303,OTC_ESOCF
105,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'heidelberg-materials_2023', 'terna_2023', 'vivendi_2023']","['141', '387', '358', '295', '140']","['0', '3', '0', '0', '0']",[61.27 38.77  7.92],"['terna', 'NYSE_TTE', 'vivendi']",,[2023],What are the 3 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,multistep_rank,306,"61.27, 38.77, 7.92"
106,"['OTC_DPSGY_2023', 'OTC_SU_2023', 'munich-re_2023', 'prosiebensat1-media_2023', 'terna_2023']","['3', '310', '47', '64', '287']","['0', '1', '1', '0', '1']",[222149.71  34774.5    1162.8     282.31],"['terna', 'OTC_DPSGY', 'OTC_SU', 'munich-re']",million kWh,"[2023, 2022]",Which companies have the top 4 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in million kWh?,multistep_rank,302,"terna, OTC_DPSGY, OTC_SU, munich-re"
107,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'axa_2023', 'terna_2023', 'vivendi_2023']","['60', '137', '179', '286', '105']","['0', '0', '0', '0', '0']",98.83,['OTC_ESOCF'],MtCO2eq,[2023],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,multistep_sup,305,OTC_ESOCF
108,"['NASDAQ_DASTY_2023', 'OTC_BAMGF_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023']","['141', '311', '309', '358', '295']","['0', '0', '0', '0', '0']",5.53,['OTC_SU'],,"[2023, 2022]",What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,5.53
109,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['141', '387', '309', '358', '140']","['0', '3', '0', '0', '0']",63.32,['NYSE_TTE'],,[2023],Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,multistep_sup,306,NYSE_TTE
110,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '381', '3', '310', '374']","['0', '0', '0', '1', '0']",5.6,['OTC_SU'],,"[2023, 2022]",Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,multistep_sup,302,OTC_SU
111,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'terna_2023']","['141', '60', '84', '63', '286']","['0', '0', '0', '0', '0']",[1900000.     72100.95   31363.5    21817.5 ],"['OTC_BAYZF', 'terna', 'NYSE_AZ', 'OTC_ADDDF']",tons CO2e,"[2023, 2022]",What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tons CO2e?,multistep_rank,305,"1900000.0, 72100.95, 31363.5, 21817.5"
112,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023', 'terna_2023']","['117', '381', '3', '374', '287']","['0', '0', '0', '0', '1']",[   76992.     222149.71 34774500.  ],"['NASDAQ_DASTY', 'terna', 'OTC_DPSGY']",MWh,"[2023, 2022]",Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"NASDAQ_DASTY, terna, OTC_DPSGY"
113,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'munich-re_2023', 'prosiebensat1-media_2023', 'terna_2023']","['381', '3', '47', '64', '287']","['0', '0', '1', '0', '1']",[161500.    34774.5     282.31    222.15],"['NYSE_TTE', 'OTC_DPSGY', 'munich-re', 'terna']",GWh,"[2023, 2022]",Which companies have the top 4 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,multistep_rank,302,"NYSE_TTE, OTC_DPSGY, munich-re, terna"
114,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023', 'terna_2023', 'vivendi_2023']","['387', '311', '79', '295', '140']","['3', '0', '0', '0', '0']",4.62,['NYSE_TTE'],,"[2023, 2022]",What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,4.62
115,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023']","['141', '387', '309', '358', '295']","['0', '3', '0', '0', '0']",61.27,['terna'],,[2023],What is the highest percentage of hazardous waste generated in 2023 among the following companies?,multistep_sup,306,61.27
116,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",47.0,[],,[2023],What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_mean,302,47.0
117,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",[  909727.  9889305. 13440000. 20400000.],"['munich-re', 'OTC_BAMGF', 'OTC_BAYZF', 'OTC_CRERF']",m3,"[2023, 2022]",What are the top 4 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,multistep_rank,303,"909727.0, 9889305.0, 13440000.0, 20400000.0"
118,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",1.8,['OTC_BAYZF'],,"[2023, 2022]",What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,multistep_sup,303,1.8
119,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'vivendi_2023']","['63', '137', '79', '179', '105']","['0', '0', '0', '0', '0']",92.07,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,92.07
120,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['60', '84', '63', '137', '105']","['0', '0', '0', '0', '0']",0.54,['NYSE_AZ'],MtCO2eq,"[2023, 2022]",Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,multistep_sup,305,NYSE_AZ
121,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['381', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",67.06,['prosiebensat1-media'],,[2023],Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_sup,302,prosiebensat1-media
122,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023', 'terna_2023']","['3', '46', '374', '64', '287']","['0', '0', '0', '0', '1']",222149.71,['terna'],million kWh,"[2023, 2022]",Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,multistep_sup,302,terna
123,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['141', '387', '309', '358', '140']","['0', '3', '0', '0', '0']",[378000.  47652.  15664.],"['NYSE_TTE', 'heidelberg-materials', 'OTC_SU']",tons,"[2023, 2022]",Which companies have the 3 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,multistep_rank,306,"NYSE_TTE, heidelberg-materials, OTC_SU"
124,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['3', '46', '374', '47', '64']","['0', '0', '0', '1', '0']",94006.05,['heidelberg-materials'],GWh,"[2023, 2022]",Which company has the highest average energy consumed in the last 2 years among the following companies in GWh?,multistep_sup,302,heidelberg-materials
125,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['141', '387', '309', '358', '140']","['0', '3', '0', '0', '0']",63.32,['NYSE_TTE'],,[2023],What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,multistep_sup,306,63.32
126,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '310', '64']","['0', '0', '0', '1', '0']",[1.615e+02 3.477e+01 1.160e+00 8.000e-02],"['NYSE_TTE', 'OTC_DPSGY', 'OTC_SU', 'NASDAQ_DASTY']",TWh,"[2023, 2022]",Which companies have the top 4 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,multistep_rank,302,"NYSE_TTE, OTC_DPSGY, OTC_SU, NASDAQ_DASTY"
127,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023']","['381', '3', '310', '374', '287']","['0', '0', '1', '0', '1']",[8.03836700e+05 4.38131280e+06 1.20042000e+08 3.46689667e+08],"['terna', 'OTC_SU', 'OTC_DPSGY', 'heidelberg-materials']",GJ,"[2023, 2022, 2021]",Which companies have the top 4 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in GJ?,multistep_rank,302,"terna, OTC_SU, OTC_DPSGY, heidelberg-materials"
128,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'munich-re_2023', 'terna_2023']","['141', '60', '63', '46', '286']","['0', '0', '0', '0', '0']",[1.9  0.07],"['OTC_BAYZF', 'terna']",Million metric tons of CO2 equivalents,"[2023, 2022]",Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,multistep_rank,305,"OTC_BAYZF, terna"
129,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023']","['381', '3', '310', '374', '287']","['0', '0', '1', '0', '1']",[8.03836700e+05 4.38131280e+06 1.20042000e+08 3.46689667e+08],"['terna', 'OTC_SU', 'OTC_DPSGY', 'heidelberg-materials']",GJ,"[2023, 2022, 2021]",What are the top 4 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in GJ?,multistep_rank,302,"803836.7, 4381312.8, 120042000.0, 346689666.67"
130,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023', 'terna_2023']","['117', '381', '374', '64', '287']","['0', '0', '0', '0', '1']",161500000.0,['NYSE_TTE'],MWh,"[2023, 2022]",Which company has the highest average energy consumed in the last 2 years among the following companies in MWh?,multistep_sup,302,NYSE_TTE
131,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['141', '60', '63', '137', '46']","['0', '0', '0', '0', '0']",61.05,['OTC_ESOCF'],,[2023],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,61.05
132,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'terna_2023']","['141', '60', '63', '79', '286']","['0', '0', '0', '0', '0']",83700000.0,['OTC_RWNEF'],tCO2e,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,multistep_sup,305,83700000.0
133,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'terna_2023', 'vivendi_2023']","['141', '60', '63', '286', '105']","['0', '0', '0', '0', '0']",[ 4327.  10759.5 31363.5],"['NASDAQ_DASTY', 'vivendi', 'NYSE_AZ']",tCO2e,"[2023, 2022]",What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,multistep_rank,305,"4327.0, 10759.5, 31363.5"
134,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['141', '387', '309', '358', '140']","['0', '3', '0', '0', '0']",89.03,[],kt,"[2023, 2022]",What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in kt?,multistep_mean,306,89.03
135,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['141', '387', '309', '358', '140']","['0', '3', '0', '0', '0']",[ 104.8 3751. ],"['NASDAQ_DASTY', 'vivendi']",tons,"[2023, 2022]",What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,multistep_rank,306,"104.8, 3751.0"
136,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'munich-re_2023', 'terna_2023']","['141', '60', '84', '46', '286']","['0', '0', '0', '0', '0']",6059047.0,['OTC_ADDDF'],tCO2e,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,multistep_sup,305,6059047.0
137,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023', 'terna_2023']","['117', '3', '374', '64', '287']","['0', '0', '0', '0', '1']",94006047.43,['heidelberg-materials'],MWh,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in MWh?,multistep_sup,302,94006047.43
