Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
111,"['NASDAQ_DASTY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['117', '46', '47']","['0', '0', '1']",13253000,['deutsche-telekom-ag'],MWh,"[2023, 2022]",What is the highest energy consumed in the last 2 years among the following companies in MWh?,sup,302,13253000
112,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['137', '79', '105']","['0', '0', '0']",[0.02 0.2  3.28],"['vivendi', 'OTC_RWNEF', 'OTC_ESOCF']",MtCO2eq,[2023],What are the 3 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,rank,305,"0.02, 0.2, 3.28"
113,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['84', '63', '137']","['0', '0', '0']",[0.02 1.89],"['OTC_ADDDF', 'OTC_BAYZF']",MtCO2eq,[2023],Which companies have the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,rank,305,"OTC_ADDDF, OTC_BAYZF"
114,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['84', '63', '46']","['0', '0', '0']",[1110000.  142457.],"['OTC_BAYZF', 'OTC_ADDDF']",tCO2e,[2023],What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"1110000.0, 142457.0"
115,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023']","['310', '132', '72']","['0', '0', '0']",[5.05 6.78],"['OTC_BAMGF', 'OTC_BAYZF']",millions of cu.m,[2023],What are the top 2 lowest water consumption values (in ascending order) for the year 2023 among the following companies in millions of cu.m?,rank,303,"5.05, 6.78"
117,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['137', '79', '105']","['0', '0', '0']",[3280000.  200000.],"['OTC_ESOCF', 'OTC_RWNEF']",TCO2eq,[2023],What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"3280000.0, 200000.0"
119,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023']","['60', '84', '137']","['0', '0', '0']",[  30490.  142293. 5100000.],"['NYSE_AZ', 'OTC_ADDDF', 'OTC_ESOCF']",tCO2e,[2022],Which companies have the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,rank,305,"NYSE_AZ, OTC_ADDDF, OTC_ESOCF"
120,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['84', '63', '79']","['0', '0', '0']",[0.14 0.2  1.11],"['OTC_ADDDF', 'OTC_RWNEF', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,[2023],Which companies have the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"OTC_ADDDF, OTC_RWNEF, OTC_BAYZF"
121,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['141', '84', '79']","['0', '0', '0']",[0.17 7.64],"['NASDAQ_DASTY', 'OTC_ADDDF']",million mt CO2e,[2022],What are the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in million mt CO2e?,rank,305,"0.17, 7.64"
122,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'vivendi_2023']","['60', '84', '105']","['0', '0', '0']",142457.0,['OTC_ADDDF'],tons CO2e,[2023],What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,sup,305,142457.0
123,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['310', '132', '139']","['0', '0', '0']",[35.4   6.78],"['OTC_ESOCF', 'OTC_BAYZF']",millions of m3,[2023],What are the top 2 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of m3?,rank,303,"35.4, 6.78"
124,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023', 'axa_2023']","['141', '79', '179']","['0', '0', '0']",[0.00e+00 2.00e-02 6.19e+01],"['NASDAQ_DASTY', 'axa', 'OTC_RWNEF']",million mt CO2e,[2023],Which companies have the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,rank,305,"NASDAQ_DASTY, axa, OTC_RWNEF"
126,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023']","['117', '381', '3']","['0', '0', '0']",[7.1218e+04 3.5056e+07 1.5700e+08],"['NASDAQ_DASTY', 'OTC_DPSGY', 'NYSE_TTE']",MWh,[2023],What are the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,rank,302,"71218.0, 35056000.0, 157000000.0"
127,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['141', '84', '79']","['0', '0', '0']",[0.17 7.64],"['NASDAQ_DASTY', 'OTC_ADDDF']",million mt CO2e,[2022],Which companies have the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in million mt CO2e?,rank,305,"NASDAQ_DASTY, OTC_ADDDF"
130,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",5894811.0,['OTC_ADDDF'],tCO2-eq,[2023],Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,sup,305,OTC_ADDDF
131,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['84', '63', '79']","['0', '0', '0']",[1.11 0.2  0.14],"['OTC_BAYZF', 'OTC_RWNEF', 'OTC_ADDDF']",million mt CO2e,[2023],What are the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,rank,305,"1.11, 0.2, 0.14"
132,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['84', '79', '46']","['0', '0', '0']",[200000. 142457.  14249.],"['OTC_RWNEF', 'OTC_ADDDF', 'munich-re']",tCO2e,[2023],What are the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"200000.0, 142457.0, 14249.0"
133,"['OTC_BAMGF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023']","['310', '72', '139']","['0', '0', '0']",[35.4   8.2   5.05],"['OTC_ESOCF', 'OTC_CRERF', 'OTC_BAMGF']",millions of m3,[2023],Which companies have the top 3 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of m3?,rank,303,"OTC_ESOCF, OTC_CRERF, OTC_BAMGF"
134,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['84', '79', '46']","['0', '0', '0']",[6.1900e+07 3.3093e+04],"['OTC_RWNEF', 'munich-re']",tons CO2e,[2023],What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tons CO2e?,rank,305,"61900000.0, 33093.0"
137,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['84', '63', '79']","['0', '0', '0']",[0.14 0.2  1.11],"['OTC_ADDDF', 'OTC_RWNEF', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,[2023],What are the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"0.14, 0.2, 1.11"
138,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023']","['117', '310', '46']","['0', '1', '0']",1201276,['OTC_SU'],,"[2023, 2022]",What is the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,1201276
139,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'heidelberg-materials_2023']","['117', '381', '374']","['0', '0', '0']",[7.121800e+04 9.160424e+07 1.570000e+08],"['NASDAQ_DASTY', 'heidelberg-materials', 'NYSE_TTE']",MWh,[2023],What are the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,rank,302,"71218.0, 91604239.95, 157000000.0"
142,"['OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['137', '179', '105']","['0', '0', '0']",[5100000.   37172.],"['OTC_ESOCF', 'axa']",TCO2eq,[2022],Which companies have the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"OTC_ESOCF, axa"
143,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['84', '79', '105']","['0', '0', '0']",85.4,['OTC_RWNEF'],million mt CO2e,"[2023, 2022]",Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,sup,305,OTC_RWNEF
144,"['NYSE_AZ_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['60', '79', '105']","['0', '0', '0']",[200000. 112228.  22042.],"['OTC_RWNEF', 'NYSE_AZ', 'vivendi']",tCO2e,[2023],Which companies have the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"OTC_RWNEF, NYSE_AZ, vivendi"
145,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",[142457.  14249.   3193.],"['OTC_ADDDF', 'munich-re', 'NASDAQ_DASTY']",tCO2-eq,[2023],Which companies have the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,rank,305,"OTC_ADDDF, munich-re, NASDAQ_DASTY"
146,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['141', '84', '79']","['0', '0', '0']",[  3193. 142457.],"['NASDAQ_DASTY', 'OTC_ADDDF']",tons CO2e,[2023],Which companies have the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tons CO2e?,rank,305,"NASDAQ_DASTY, OTC_ADDDF"
147,"['NYSE_TTE_2023', 'OTC_SU_2023', 'munich-re_2023']","['381', '310', '47']","['0', '1', '1']",[157.     1.12],"['NYSE_TTE', 'OTC_SU']",TWh,[2023],What are the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in TWh?,rank,302,"157.0, 1.12"
148,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",[  8430. 123311.],"['vivendi', 'OTC_SU']",tons,[2022],Which companies have the 2 lowest amounts of non-hazardous waste produced in 2022 (sorted in ascending order) among the following companies in tons?,rank,306,"vivendi, OTC_SU"
149,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['63', '137', '79']","['0', '0', '0']",56.53,['OTC_ESOCF'],million mt CO2e,[2023],Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in million mt CO2e?,sup,305,OTC_ESOCF
150,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['84', '63', '137']","['0', '0', '0']",[5100000. 1120000.  142293.],"['OTC_ESOCF', 'OTC_BAYZF', 'OTC_ADDDF']",tons CO2e,[2022],Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,rank,305,"OTC_ESOCF, OTC_BAYZF, OTC_ADDDF"
152,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['310', '132', '139']","['0', '0', '0']",[35.4   6.78],"['OTC_ESOCF', 'OTC_BAYZF']",millions of m3,[2023],Which companies have the top 2 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of m3?,rank,303,"OTC_ESOCF, OTC_BAYZF"
153,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['60', '84', '63']","['0', '0', '0']",[1.12 0.14 0.03],"['OTC_BAYZF', 'OTC_ADDDF', 'NYSE_AZ']",Million metric tons of CO2 equivalents,[2022],What are the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"1.12, 0.14, 0.03"
155,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['310', '46', '374']","['1', '0', '0']",363226.0,['heidelberg-materials'],TJ,"[2023, 2022, 2021]",What is the highest energy consumed in the last 3 years among the following companies in TJ?,sup,302,363226.0
156,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",953100.0,['heidelberg-materials'],tons,"[2023, 2022]",What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in tons?,sup,306,953100.0
157,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['60', '137', '79']","['0', '0', '0']",[3280000.  200000.  112228.],"['OTC_ESOCF', 'OTC_RWNEF', 'NYSE_AZ']",tCO2e,[2023],What are the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"3280000.0, 200000.0, 112228.0"
158,"['OTC_ADDDF_2023', 'munich-re_2023', 'vivendi_2023']","['84', '46', '105']","['0', '0', '0']",[7635784. 3130824.],"['OTC_ADDDF', 'munich-re']",TCO2eq,[2022],Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"OTC_ADDDF, munich-re"
159,"['NASDAQ_DASTY_2023', 'munich-re_2023', 'vivendi_2023']","['141', '46', '105']","['0', '0', '0']",[3130824.  770748.  168709.],"['munich-re', 'vivendi', 'NASDAQ_DASTY']",tCO2-eq,[2022],What are the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2-eq?,rank,305,"3130824.0, 770748.0, 168709.0"
160,"['OTC_RWNEF_2023', 'axa_2023', 'vivendi_2023']","['79', '179', '105']","['0', '0', '0']",[200000.  42423.],"['OTC_RWNEF', 'axa']",TCO2eq,[2023],What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"200000.0, 42423.0"
161,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'heidelberg-materials_2023']","['117', '381', '374']","['0', '0', '0']",[7.121800e+04 9.160424e+07 1.570000e+08],"['NASDAQ_DASTY', 'heidelberg-materials', 'NYSE_TTE']",MWh,[2023],Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,rank,302,"NASDAQ_DASTY, heidelberg-materials, NYSE_TTE"
162,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['63', '137', '46']","['0', '0', '0']",[3.451e+01 1.890e+00 3.000e-02],"['OTC_ESOCF', 'OTC_BAYZF', 'munich-re']",Million metric tons of CO2 equivalents,[2023],What are the 3 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"34.51, 1.89, 0.03"
163,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'axa_2023']","['60', '84', '179']","['0', '0', '0']",[30490. 37172.],"['NYSE_AZ', 'axa']",tons CO2e,[2022],Which companies have the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tons CO2e?,rank,305,"NYSE_AZ, axa"
164,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['60', '137', '46']","['0', '0', '0']",71040000.0,['OTC_ESOCF'],tCO2e,[2022],What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,sup,305,71040000.0
165,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'vivendi_2023']","['84', '63', '105']","['0', '0', '0']",[9720000. 7635784.  770748.],"['OTC_BAYZF', 'OTC_ADDDF', 'vivendi']",tons CO2e,[2022],What are the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,rank,305,"9720000.0, 7635784.0, 770748.0"
166,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['84', '63', '46']","['0', '0', '0']",9.72,['OTC_BAYZF'],Million metric tons of CO2 equivalents,[2022],Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,sup,305,OTC_BAYZF
167,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'deutsche-telekom-ag_2023']","['117', '381', '46']","['0', '0', '0']",0.07,['NASDAQ_DASTY'],TWh,"[2023, 2022]",What is the lowest energy consumption over the last 2 years among the following companies in TWh?,sup,302,0.07
168,"['OTC_BAMGF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023']","['310', '72', '139']","['0', '0', '0']",[ 5.05  8.2  35.4 ],"['OTC_BAMGF', 'OTC_CRERF', 'OTC_ESOCF']",millions of cu.m,[2023],What are the top 3 lowest water consumption values (in ascending order) for the year 2023 among the following companies in millions of cu.m?,rank,303,"5.05, 8.2, 35.4"
169,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'vivendi_2023']","['387', '311', '140']","['3', '0', '0']",927.88,['OTC_BAMGF'],kt,"[2023, 2022]",Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,sup,306,OTC_BAMGF
172,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023']","['117', '3', '46']","['0', '0', '0']",35056.0,['OTC_DPSGY'],million kWh,"[2023, 2022]",What is the highest energy consumed in the last 2 years among the following companies in million kWh?,sup,302,35056.0
173,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['84', '137', '105']","['0', '0', '0']",5100000.0,['OTC_ESOCF'],TCO2eq,[2022],What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,sup,305,5100000.0
174,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023']","['381', '3', '46']","['0', '0', '0']",[12.24 35.06],"['deutsche-telekom-ag', 'OTC_DPSGY']",TWh,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,rank,302,"deutsche-telekom-ag, OTC_DPSGY"
175,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['84', '79', '46']","['0', '0', '0']",[200000. 142457.  14249.],"['OTC_RWNEF', 'OTC_ADDDF', 'munich-re']",tCO2e,[2023],Which companies have the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"OTC_RWNEF, OTC_ADDDF, munich-re"
177,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['63', '79', '46']","['0', '0', '0']",[1.11 0.2 ],"['OTC_BAYZF', 'OTC_RWNEF']",Million metric tons of CO2 equivalents,[2023],What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"1.11, 0.2"
178,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['84', '137', '46']","['0', '0', '0']",[71040000.  7635784.],"['OTC_ESOCF', 'OTC_ADDDF']",tCO2e,[2022],Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,rank,305,"OTC_ESOCF, OTC_ADDDF"
179,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['63', '137', '105']","['0', '0', '0']",[5100000. 1120000.],"['OTC_ESOCF', 'OTC_BAYZF']",TCO2eq,[2022],Which companies have the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"OTC_ESOCF, OTC_BAYZF"
180,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['63', '137', '46']","['0', '0', '0']",[3.451e+01 1.890e+00 3.000e-02],"['OTC_ESOCF', 'OTC_BAYZF', 'munich-re']",Million metric tons of CO2 equivalents,[2023],Which companies have the 3 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"OTC_ESOCF, OTC_BAYZF, munich-re"
181,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['84', '63', '137']","['0', '0', '0']",[5100000. 1120000.  142293.],"['OTC_ESOCF', 'OTC_BAYZF', 'OTC_ADDDF']",tons CO2e,[2022],What are the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,rank,305,"5100000.0, 1120000.0, 142293.0"
183,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['310', '132', '139']","['0', '0', '0']",45200000.0,['OTC_ESOCF'],m3,"[2023, 2022]",Which company has the highest water consumption in the years 2023 and 2022 for the following companies in m3?,sup,303,OTC_ESOCF
184,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'vivendi_2023']","['141', '63', '105']","['0', '0', '0']",[ 168709.  770748. 9720000.],"['NASDAQ_DASTY', 'vivendi', 'OTC_BAYZF']",TCO2eq,[2022],Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,rank,305,"NASDAQ_DASTY, vivendi, OTC_BAYZF"
185,"['NYSE_AZ_2023', 'axa_2023', 'munich-re_2023']","['60', '179', '46']","['0', '0', '0']",[21598. 31774. 33093.],"['axa', 'NYSE_AZ', 'munich-re']",tCO2eq,[2023],Which companies have the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,rank,305,"axa, NYSE_AZ, munich-re"
186,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",6059047.0,['OTC_ADDDF'],tCO2e,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,sup,305,6059047.0
187,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['137', '79', '46']","['0', '0', '0']",[61900000. 34510000.],"['OTC_RWNEF', 'OTC_ESOCF']",tCO2e,[2023],Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"OTC_RWNEF, OTC_ESOCF"
188,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['3', '46', '374']","['0', '0', '0']",[329775.  126201.6],"['heidelberg-materials', 'OTC_DPSGY']",TJ,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in TJ?,rank,302,"heidelberg-materials, OTC_DPSGY"
189,"['OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['79', '46', '105']","['0', '0', '0']",23.8,['OTC_RWNEF'],million mt CO2e,[2022],Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,sup,305,OTC_RWNEF
191,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '310', '374']","['0', '1', '0']",[9.160424e+07 1.124327e+06 7.121800e+04],"['heidelberg-materials', 'OTC_SU', 'NASDAQ_DASTY']",MWh,[2023],Which companies have the top 3 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,rank,302,"heidelberg-materials, OTC_SU, NASDAQ_DASTY"
192,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['84', '137', '105']","['0', '0', '0']",5100000.0,['OTC_ESOCF'],TCO2eq,[2022],Which company has the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,sup,305,OTC_ESOCF
193,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_RWNEF_2023']","['141', '60', '79']","['0', '0', '0']",[   92467.   168709. 23800000.],"['NYSE_AZ', 'NASDAQ_DASTY', 'OTC_RWNEF']",tCO2-eq,[2022],What are the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2-eq?,rank,305,"92467.0, 168709.0, 23800000.0"
196,"['NASDAQ_DASTY_2023', 'munich-re_2023', 'vivendi_2023']","['141', '46', '105']","['0', '0', '0']",[168709. 770748.],"['NASDAQ_DASTY', 'vivendi']",TCO2eq,[2022],Which companies have the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,rank,305,"NASDAQ_DASTY, vivendi"
197,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_RWNEF_2023']","['141', '60', '79']","['0', '0', '0']",[   92467.   168709. 23800000.],"['NYSE_AZ', 'NASDAQ_DASTY', 'OTC_RWNEF']",tCO2-eq,[2022],Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2-eq?,rank,305,"NYSE_AZ, NASDAQ_DASTY, OTC_RWNEF"
199,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '310', '374']","['0', '1', '0']",[9.160424e+07 1.124327e+06 7.121800e+04],"['heidelberg-materials', 'OTC_SU', 'NASDAQ_DASTY']",MWh,[2023],What are the top 3 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,rank,302,"91604239.95, 1124327.0, 71218.0"
200,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'vivendi_2023']","['141', '84', '105']","['0', '0', '0']",7635784.0,['OTC_ADDDF'],tons CO2e,[2022],Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tons CO2e?,sup,305,OTC_ADDDF
201,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['63', '137', '79']","['0', '0', '0']",56.53,['OTC_ESOCF'],million mt CO2e,[2023],What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in million mt CO2e?,sup,305,56.53
202,"['NASDAQ_DASTY_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['117', '47', '64']","['0', '1', '0']",313698.0,['munich-re'],,"[2023, 2022]",What is the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,313698.0
203,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['84', '63', '137']","['0', '0', '0']",53.07,['OTC_ESOCF'],Million metric tons of CO2 equivalents,"[2023, 2022]",What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,sup,305,53.07
204,"['NYSE_AZ_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['60', '79', '105']","['0', '0', '0']",[200000. 112228.  22042.],"['OTC_RWNEF', 'NYSE_AZ', 'vivendi']",tCO2e,[2023],What are the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"200000.0, 112228.0, 22042.0"
205,"['NYSE_AZ_2023', 'munich-re_2023', 'vivendi_2023']","['60', '46', '105']","['0', '0', '0']",[ 92467. 770748.],"['NYSE_AZ', 'vivendi']",tCO2e,[2022],What are the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,rank,305,"92467.0, 770748.0"
