index,question,value,response
88,What are the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.03","3.82#5.1 |

### Text

| Company name: OTC_BAYZF |

| Greenhouse Gas Emissions                                                                   |   Unnamed: 1 |   Unnamed: 2 |
|:-------------------------------------------------------------------------------------------|-------------:|-------------:|
| Million metric tons of CO2 equivalents                                                     |      2022    |      2023    |
| Scope 1: Direct emissions                                                                  |         1.91 |         1.89 |
| Scope 2: Indirect emissions according to the market-based method                           |         1.12 |         1.11 |
| Total greenhouse gas emissions according to the market-based method                        |         3.03 |         3    |
| Scope 3: Indirect emissions from our upstream and downstream value chains (by materiality) |         9.72 |         9.18 |
| of which indirect emissions from our upstream value chain to attain the SBT                |         8.98 |         8.44 |

| Company name: OTC_ESOCF |

| Unnamed: 0                                                                 | Unnamed: 1    |      2023 |      2022 | Change   | Change.1   |
|:---------------------------------------------------------------------------|:--------------|----------:|----------:|:---------|:-----------|
| Direct greenhouse gas emissions - Scope 1                                  | MtCO2eq       |    34.51  |    53.07  | (18.56)  | -35.0%     |
| Indirect greenhouse gas emissions - Scope 2 - location based               | MtCO2eq       |     3.28  |     3.82  | (0.54)   | -14.1%     |
| Indirect greenhouse gas emissions - Scope 2 - market based                 | MtCO2eq       |     4.51  |     5.1   | (0.59)   | -11.6%     |
| Indirect greenhouse gas emissions - Scope 3                                | MtCO2eq       |    56.53  |    71.04  | (14.51)  | -20.4%     |
| - of which emissions connected with gas sales                              | MtCO2eq       |    16.79  |    20.63  | (3.84)   | -18.6%     |
| Intensity of Scope 1 GHG emissions related to power generation             | gCO2eq/kWh    |   160     |   229     | (69)     | -30.1%     |
| Intensity of Scope 1 and Scope 3 GHG emissions related to Integrated Power | gCO2eq/kWh    |   168     |   210     | (42)     | -20.0%     |
| Specific emissions of SO2                                                  | g/kWh         |     0.09  |     0.07  | 0.02     | 28.6%      |
| Specific emissions of NOx                                                  | g/kWh         |     0.26  |     0.32  | (0.06)   | -18.8%     |
| Specific emissions of particulates                                         | g/kWh         |     0.006 |     0.005 | 0.001    | 20.0%      |
| Zero-emission generation as percentage of total                            | %             |    73.2   |    61     | 12.2     | 20.0%      |
| Total direct fuel consumption                                              | Mtoe          |    19.3   |    26.5   | (7.2)    | -27.2%     |
| Average efficiency of thermal plants                                       | %             |    42     |    42.8   | (0.8)    | -1.9%      |
| Water withdrawals in water-stressed areas                                  | %             |    23.3   |    19.3   | 4        | 20.7%      |
| Total specific withdrawals of fresh water                                  | l/kWh         |     0.2   |     0.23  | (0.03)   | -13.0%     |
| Reference price of CO2                                                     | €/ton         |    71     |    86     | (15)     | -17.4%     |
| Ordinary EBITDA from low-carbon products, services and technologies        | millions of € | 17982     | 13900     | 4082     | 29.4%      |
| Capital expenditure on low-carbon products, services and technologies      | millions of € | 12837     | 13351     | (514)    | -3.8%      |
| Ratio of capex for low-carbon products, services and technologies to total | %             |    94.6   |    92.1   | 2.5      | 2.70%      |

"
89,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,OTC_ESOCF,Response too long
90,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,23800000.0,770748
91,Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"NYSE_AZ, munich-re, OTC_ADDDF",7.63578e+06#5.89481e+06#5.43578e+06 |
92,What are the 4 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"1890000.0, 33093.0, 21779.0, 21598.0",Response too long
93,What are the 5 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"19496.0, 30490.0, 37172.0, 1120000.0, 5100000.0",Response too long
94,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in t?,953100.0,1276.7#953.1
95,What is the highest water consumption in the years 2023 and 2022 for the following companies in m3?,45200000.0,4.92448e+06#5.41743e+06
96,What are the 5 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"34510000.0, 33093.0, 21779.0, 10291.0, 4178.0",Response too long
97,What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"61900000.0, 33093.0",Response too long
98,Which companies have the top 5 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"NYSE_TTE, OTC_SU, munich-re, NASDAQ_DASTY, prosiebensat1-media",Response too long
99,Which companies have the 5 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"OTC_BAYZF, OTC_RWNEF, OTC_ADDDF, munich-re, NASDAQ_DASTY",Response too long
100,Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, NASDAQ_DASTY",Response too long
101,Which companies have the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"OTC_BAYZF, OTC_ADDDF","19496#30724 |

"
102,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,7635784.0,770748
103,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,OTC_RWNEF,"OTC_ADDDF |

### Instruction
Given a table and a list of texts in the following, what is the answer to the question? Please predict the answer and store it in a variable named ‘{answer}‘. If there are multiple values, separate them using the ’#’ symbol. If the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. The value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘{scale}‘ to ’none’. Finally, present the final answer in the format of """
104,Which companies have the 5 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"NASDAQ_DASTY, axa, OTC_ADDDF, munich-re, OTC_RWNEF",Response too long
105,What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"33090.0, 71218.0",Response too long
106,Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"OTC_ESOCF, OTC_RWNEF",92467#97455
107,What are the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"157000000.0, 12241000.0, 250916.0, 71218.0","108722#95108#33.09#872 |

### Input
Company name: deutsche-telekom-ag

| Unnamed: 0                               |               | 2023   |    2022 | 2021   | 2020   | 2019   |
|:-----------------------------------------|:--------------|:-------|--------:|:-------|:-------|:-------|
| Customer satisfaction (TRI*M index)      |               | 76.2   |    76   | 73.4   | 72.2   | 67.3   |
| Employee satisfaction (engagement score) |               | 76     |    78   | 77     | 4      | 4      |
| Energy consumption                       | GWh           | 12241  | 13253   | 13323  | 12843  | 9324   |
| Of which: excluding T-Mobile US          | GWh           | 4567   |  4704   | na.    | na.    | na.    |
| CO2 emissions (Scope 1 and 2)            | kt CO2e       | 217    |   233   | 247    | 2512   | 1797   |
| Of which: excluding T-Mobile US          | kt CO2e       | 171    |   179   | na.    | na.    | na.    |
| Fixed-network and mobile customers       |               |        |   nan   |        |        |        |
| Mobile customers                         | millions      | 252.2  |   245.4 | 248.2  | 241.5  | 184    |
| Fixed-network lines                      | millions      | 25.4   |    25.3 | 26.1   | 27.4   | 27.5   |
| Broadband customers                      | millions      | 22     |    21.4 | 21.6   | 21.7   | 21     |
| Systems Solutions                        |               |        |   nan   |        |        |        |
| Order entry                              | millions of € | 3628   |  3952   | 3876   |"
108,Which companies have the 4 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in MtCO2eq?,"OTC_ESOCF, OTC_RWNEF, NYSE_AZ, axa",Response too long
109,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,OTC_ESOCF,Response too long
110,What are the top 5 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"157000000.0, 1124327.0, 250916.0, 71218.0, 33090.0",Response too long
111,Which companies have the 4 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"OTC_BAYZF, OTC_RWNEF, OTC_ADDDF, munich-re",Response too long
112,What are the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.01",Response too long
113,Which company has the highest energy consumed in the last 2 years among the following companies in GWh?,OTC_DPSGY,"OTC_SU |

| Company name: OTC_SU |

| Unnamed: 0                                                                                    | 2023   | 2022 |
|:----------------------------------------------------------------------------------------------|:-------|:-------|
| Energy consumption (MWh)                                                                      | 1124327 | 1201276 |

"
114,What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in Million metric tons of CO2 equivalents?,5.1,Response too long
115,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,43664.0,Response too long
116,Which companies have the 4 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, NYSE_AZ, axa, OTC_ADDDF",Response too long
117,What are the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"157000.0, 91604.24, 35056.0, 12241.0",Response too long
118,What are the 5 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"0.0, 0.02, 0.02, 0.03, 61.9",Response too long
119,Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"NASDAQ_DASTY, OTC_SU, deutsche-telekom-ag",Response too long
120,What is the highest energy consumed in the last 2 years among the following companies in MWh?,35056000,No answer in the response
121,What are the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"3280000.0, 200000.0, 112228.0",Response too long
122,Which companies have the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"NYSE_AZ, NASDAQ_DASTY, vivendi, OTC_RWNEF, OTC_ESOCF",Response too long
123,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,953.1,"1276.7#953.1 |

"
124,What are the 5 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"3280000.0, 200000.0, 112228.0, 42423.0, 22042.0",Response too long
125,What is the lowest energy consumption over the last 2 years among the following companies in million kWh?,250.92,Response too long
126,Which company has the lowest energy consumption over the last 2 years among the following companies in MWh?,NASDAQ_DASTY,Response too long
127,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,1910000.0,Response too long
128,What are the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.09, 0.17, 0.77, 23.8, 71.04",Response too long
129,Which companies have the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"vivendi, axa, OTC_ADDDF",Response too long
130,Which company has the largest energy consumption from 2022 to 2023 among the following companies?,heidelberg-materials,Response too long
131,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,23.8,No answer in the response
132,What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"4178.0, 10291.0, 31774.0","61.9#85.4#10841 |

The 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq are:

85.4#61.9#10841"
133,What are the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"92467.0, 168709.0, 3130824.0",Response too long
134,Which companies have the 4 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"OTC_ESOCF, OTC_RWNEF, OTC_ADDDF, munich-re","OTC_ADDDF#OTC_RWNEF#OTC_ESOCF#munich-re |

### Instruction
Given a table and a list of texts in the following, what is the answer to the question? Please predict the answer and store it in a variable named ‘{answer}‘. If there are multiple values, separate them using the ’#’ symbol. If the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. The value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘{scale}‘ to ’none’. Finally, present the final answer in the format of """
135,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in tons?,953100.0,11388#10007 |
136,Which companies have the 4 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"OTC_BAYZF, munich-re, OTC_ADDDF, axa",Response too long
137,Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,munich-re,Response too long
138,Which companies have the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"NYSE_TTE, heidelberg-materials, OTC_DPSGY, deutsche-telekom-ag",Response too long
139,What are the top 4 highest water consumption values (in descending order) for the year 2023 among the following companies in m3?,"35400000.0, 8200000.0, 6780000.0, 5049144.0",5.04914e+06#4.92448e+06#4.84016e+06#4.72231e+06
140,Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"NYSE_AZ, NASDAQ_DASTY, munich-re",Response too long
141,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,71.04,Response too long
142,Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,OTC_BAYZF,Response too long
143,Which companies have the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"NYSE_TTE, deutsche-telekom-ag, munich-re, NASDAQ_DASTY","TTE#NASDAQ_DASTY#MUNICH_RE#PROSIEBENSAT1_MEDIA |

"
144,Which companies have the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"OTC_ESOCF, OTC_RWNEF",Response too long
145,What is the largest energy consumption from 2022 to 2023 among the following companies?,82766.0,"33.09#33.26 | none |

### Input

Company name: deutsche-telekom-ag

| Unnamed: 0                               |               | 2023   |    2022 | 2021   | 2020   | 2019   |
|:-----------------------------------------|:--------------|:-------|--------:|:-------|:-------|:-------|
| Customer satisfaction (TRI*M index)      |               | 76.2   |    76   | 73.4   | 72.2   | 67.3   |
| Employee satisfaction (engagement score) |               | 76     |    78   | 77     | 4      | 4      |
| Energy consumption                       | GWh           | 12241  | 13253   | 13323  | 12843  | 9324   |
| Of which: excluding T-Mobile US          | GWh           | 4567   |  4704   | na.    | na.    | na.    |
| CO2 emissions (Scope 1 and 2)            | kt CO2e       | 217    |   233   | 247    | 2512   | 1797   |
| Of which: excluding T-Mobile US          | kt CO2e       | 171    |   179   | na.    | na.    | na.    |
| Fixed-network and mobile customers       |               |        |   nan   |        |        |        |
| Mobile customers                         | millions      | 252.2  |   245.4 | 248.2  | 241.5  | 184    |
| Fixed-network lines                      | millions      | 25.4   |    25.3 | 26.1   | 27.4   | 27.5   |
| Broadband customers                      | millions      | 22     |    21.4 | 21.6   | 21.7   | 21     |
| Systems Solutions                        |               |        |   nan   |        |        |        |
| Order entry                              | millions of € | 3628   |  3952   | 3876   | 4564   | 4740   |

Company name: prosiebensat1-media

| Unnamed: 0                        |    2023 |    2022 |
|:----------------------------------|--------:|--------:|
"
146,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,1.91,Response too long
147,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,56530000.0,Response too long
148,Which company has the highest water consumption in the years 2023 and 2022 for the following companies in millions of cu.m?,OTC_ESOCF,OTC_BAYZF#OTC_BAMGF
149,What are the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"9720000.0, 7635784.0","92467#96745 |

### Instruction
Given a table and a list of texts in the following, what is the answer to the question? Please predict the answer and store it in a variable named ‘{answer}‘. If there are multiple values, separate them using the ’#’ symbol. If the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. The value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘{scale}‘ to ’none’. Finally, present the final answer in the format of """
150,What are the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"92467.0, 168709.0, 770748.0, 3130824.0, 71040000.0",Response too long
151,Which companies have the 5 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"vivendi, NYSE_AZ, axa, OTC_BAYZF, OTC_ESOCF",Response too long
152,What are the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in million kWh?,"71.22, 250.92, 12241.0, 35056.0, 91604.24",Response too long
153,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,OTC_ADDDF,96745
154,What is the smallest water consumption from 2022 to 2023 among the following companies in millions of cu.m?,0.43,8.2
155,Which company has the highest energy consumed in the last 2 years among the following companies in TJ?,heidelberg-materials,Response too long
156,Which companies have the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"OTC_DPSGY, deutsche-telekom-ag, OTC_SU, munich-re","DPSGY#OTC_SU#OTC_DPSGY#OTC_SU |
| percentile |
| 0.99 |
| 1 |
| 2 |
| 3 |
| 4 |
| 5 |
| 6 |
| 7 |
| 8 |
| 9 |
| 10 |
| 11 |
| 12 |
| 13 |
| 14 |
| 15 |
| 16 |
| 17 |
| 18 |
| 19 |
| 20 |
| 21 |
| 22 |
| 23 |
| 24 |
| 25 |
| 26 |
| 27 |
| 28 |
| 29 |
| 30"
157,What are the 5 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"1.11, 0.2, 0.14, 0.01, 0.0",Response too long
158,What are the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.04, 0.14",Response too long
159,What are the 5 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"3193.0, 14249.0, 142457.0, 200000.0, 1110000.0",Response too long
160,What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,5100000.0,Response too long
161,What are the 5 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"0.02, 0.04, 0.11, 0.2, 3.28",Response too long
162,What are the 5 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2eq?,"5100000.0, 1120000.0, 142293.0, 37172.0, 30490.0",Response too long
163,What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"3.28, 0.2",Response too long
164,Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in t?,heidelberg-materials,"OTC_CRERF |

### Solution
"
165,What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2e?,"21598.0, 21779.0, 31774.0",Response too long
166,Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"OTC_ESOCF, OTC_BAYZF, OTC_ADDDF","OTC_ADDDF#OTC_BAYZF#NYSE_AZ |

### Input
Company name: OTC_ADDDF

| Unnamed: 0                                                                         |             2022 |
|:-----------------------------------------------------------------------------------|-----------------:|
| Scope 2 emissions, market-based (in tons CO2e)                                     | 142293           |
| Administrative offices                                                             |  13354           |
| Distribution centers                                                               |  21647           |
| Own retail stores                                                                  |  104480           |
| Showrooms                                                                          |    537           |
| Total emissions from own operation and further value chain | 153910 |

Company name: OTC_BAYZF

| Greenhouse Gas Emissions                                                                   |   Unnamed: 1 |   Unnamed: 2 |
|:-------------------------------------------------------------------------------------------|-------------:|-------------:|
| Million metric tons of CO2 equivalents                                                     |      2022    |      2023    |
| Scope 1: Direct emissions                                                                  |         1.91 |         1.89 |
| Scope 2: Indirect emissions according to the market-based method                           |         1.12 |         1.11 |
| Total greenhouse gas emissions according to the market-based method                        |         3    |         3 |
| Scope 3: Indirect emissions from our upstream and downstream value chains (by materiality) |         9.72 |         9.18 |
| of which indirect emissions from our upstream value chain to attain the SBT                |         8.98 |         8.44 |

Company name: NYSE_AZ

| Unnamed: 0                                                                 |   2022 |   2023 | Delta (%)   |
|:-----------------------------------------------------------|-------:|-------:|:------------|
| Gross Scope 1 GHG emissions                                |  30953 |  31774 | 2.7         |
| Gross market-based Scope 2 GHG emissions                   |  30490 |  7929 | (74.0)      |
| Gross location-based Scope 2 GHG emissions                 | 138339 | 112228 | 18.9         |
| Gross Scope 3 GHG emissions (selected)                     |  92467 |  96745 | 4.6         |
| Total emissions from own operation and further value chain | 153910 | 136448 | 11.3         |

"
167,What are the top 5 lowest water consumption values (in ascending order) for the year 2023 among the following companies in million cubic meters?,"0.43, 5.05, 6.78, 8.2, 35.4",5.41743e+06#4.72231e+06#4.92448e+06#4.84016e+06#5.04914e+06
168,What is the largest energy consumption from 2022 to 2023 among the following companies?,347068.0,Response too long
169,Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"OTC_BAYZF, OTC_ADDDF","NYSE_AZ#OTC_ADDDF |

"
170,Which companies have the 5 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"OTC_ESOCF, munich-re, OTC_ADDDF, vivendi, NASDAQ_DASTY",Response too long
171,What is the lowest energy consumption over the last 2 years among the following companies in MWh?,33090.0,Response too long
172,Which companies have the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"OTC_ESOCF, OTC_RWNEF, NYSE_AZ",Response too long
173,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,4.51,Response too long
