index,question,value,response
157,What are the 5 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"1.11, 0.2, 0.14, 0.01, 0.0","3193.00, 142.46, 0.20, 1.12, 0.00"
158,What are the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.04, 0.14","1.12, 4.51, 14.22"
159,What are the 5 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"3193.0, 14249.0, 142457.0, 200000.0, 1110000.0","0.20, 1.11, 1.12, 3193.00, 14249.00"
160,What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,5100000.0,142457.00
161,What are the 5 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"0.02, 0.04, 0.11, 0.2, 3.28","0.20, 3.28, 22.04, 65.47, 112.23"
162,What are the 5 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2eq?,"5100000.0, 1120000.0, 142293.0, 37172.0, 30490.0","142457.00, 59232.00, 30490.00, 1.12, 4.51"
163,What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"3.28, 0.2","112228.00, 65470.00"
164,Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in t?,heidelberg-materials,otc_bamgf
165,What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2e?,"21598.0, 21779.0, 31774.0","21598.00, 21779.00, 31774.00"
166,Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"OTC_ESOCF, OTC_BAYZF, OTC_ADDDF","otc_adddf, otc_esocf, vivendi"
167,What are the top 5 lowest water consumption values (in ascending order) for the year 2023 among the following companies in million cubic meters?,"0.43, 5.05, 6.78, 8.2, 35.4","6.66, 8.20, 35.40, 5049.14"
168,What is the largest energy consumption from 2022 to 2023 among the following companies?,347068.0,82766.00
169,Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"OTC_BAYZF, OTC_ADDDF","5894811.00, 179523.00"
170,Which companies have the 5 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"OTC_ESOCF, munich-re, OTC_ADDDF, vivendi, NASDAQ_DASTY","otc_adddf, munich-re, vivendi, otc_esocf, nasdaq_dasty"
171,What is the lowest energy consumption over the last 2 years among the following companies in MWh?,33090.0,"33.09, 33.26"
172,Which companies have the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"OTC_ESOCF, OTC_RWNEF, NYSE_AZ","axa, vivendi, nyse_az"
173,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,4.51,79.29
