index,question,value,response
236,"What is the maximum value of market-based group total emissions (in kt CO2eq) between the year 2023, 2022 and 2021?",6446.5,369.6 million
237,"What is the minimum value of full consolidated market-based Scope 1, 2 and 3 emissions (in kt CO2eq) between the years 2021, 2022, 2023?",2403.9,8744.2 million
238,"Is the group total value of the market-based Scope 1, 2 and 3 emissions (in kt CO2eq) for the year 2021 greater than in 2022?",no,-1864.5 million
239,"What are the three emission intensity values market-based from the years 2023, 2022, and the previous year, ranked in descending order?","156.5, 125.4, 87.7",2023 
240,"What are the three emission intensity values market-based from the years 2023, 2022, and the previous year, ranked in ascending order?","87.7, 125.4, 156.5",2023 
241,"What is the highest value of absolute annual CO2e Scope 1 and Scope 2 net emissions reported for the years 2021, 2022, and 2023?",164236, 
242,Is the value of absolute annual CO2 Scope 1 and Scope 2 net emissions (in tons) in own operations for the year 2022 greater than the previous year?,yes, 
243,Is the absolute annual CO2 Scope 1 and Scope 2 net emissions (in tons) in own operations for the year 2022 lower than for the year 2023?,yes, 
244,Is the percentage of more sustainable cotton sourced in the year 2021 smaller than in the year 2022?,no, 
245,Is the percentage of sustainable cotton lower than the one for recycled polyester in 2021?,no,Percentage of more sustainable cotton sourced percent
246,Is the percentage of sustainable cotton greater than the one for recycled polyester in 2022?,yes, 
247,"What are the three absolute annual CO2e Scope 1 and Scope 2 net emissions values from the years 2021, 2022, and 2023 in increasing order?","138411.0, 164149.0, 164236.0", 
