index,question,value,response
78,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"NYSE_TTE, OTC_SU, NASDAQ_DASTY","OTC_SU#SU#TTE |

| Company name |
|:-------------|
| OTC_SU |
| SU |
| TTE |

| Units |
|:----- |
| MWh |

| 2023 |
|:----- |
| 1124327#1201276#1325491 |

| 2022 |
|:----- |
| 1201276#1325491#1124327 |

| 2021 |
|:----- |
| 1325491#1080366#1201276 |

| 2020 |
|:----- |
| 1216845#1034003#1124327 |

| Sort |
|:----- |
| 1124327#1201276#1325491 |

| Companies |
|:--------- |
| OTC_SU#SU#TTE |

| Average |
|:------- |
| 1124327#1201276#1325491 |

| Company name |
|:-------------|
| OTC_SU |
| SU |
| TTE |

| Units |
|:----- |
| MWh |

| 2023 |
|:----- |
| 1124327#1201276#1325491 |

| 2022 |
|:----- |
| 1201276#1325491#1124327 |

| 2021 |
|:----- |
| 1325491#1080366#1201276 |

| 2020 |
|:----- |
| 1216845#1034003#1124327 |

| Sort |
|:----- |
| 1124327#1201276#1325491 |

| Companies |
|:--------- |
| OTC_SU#SU#TTE |

| Average |
|:------- |
| 1124327#1201276#1325491 |

| Company name |
|:-------------|
| OTC_SU |
| SU |
| TTE |

| Units |
|:----- |
| MWh |

| 2023 |
|:----- |
| 1124327#1201276#1325491 |

| 2022 |
|:----- |
| 1201276#1325491#1124327 |

| 2021 |
|"
79,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,19.65,"11228#770748 | none |

### Company name: vivendi

| TCO,eq                              |   2022 |   2023 | (2023 vs 2022)   |
|:------------------------------------|-------:|-------:|:-----------------|
| Scope 1                             |  11228 |  10291 | -8%              |
| Scope 2 market-based                |  19496 |  14221 | -27%             |
| Scope 2 location-based              |  22603 |  22042 | -2%              |
| Total Scopes 1 and 2 market-based   |  30724 |  24512 | -20%             |
| Total Scopes 1 and 2 location-based |  33831 |  32333 | -4%              |
| Partial Scope 3 (a)                 | 770748 | 735018 | -5%              |
| Partial Scope 3 restated (a) (b)    | 770748 | 735018 | 1.00%            |

Company name: OTC_BAYZF

| Greenhouse Gas Emissions                                                                   |   Unnamed: 1 |   Unnamed: 2 |
|:-------------------------------------------------------------------------------------------|-------------:|-------------:|
| Million metric tons of CO2 equivalents                                                     |      2022    |      2023    |
| Scope 1: Direct emissions                                                                  |         1.91 |         1.89 |
| Scope 2: Indirect emissions according to the market-based method                           |         1.12 |         1.11 |
| Total greenhouse gas emissions according to the market-based method                        |         3.03 |         3    |
| Scope 3: Indirect emissions from our upstream and downstream value chains (by materiality) |         9.72 |         9.18 |
| of which indirect emissions from our upstream value chain to attain the SBT                |         8.98 |         8.44 |

Company name: NASDAQ_DASTY

| Unnamed: 0                                                                  | 2023                                                    | 2023.1   | Unnamed: 3   | Unnamed: 4   | Unnamed: 5   | Unnamed: 6       |
|:----------------------------------------------------------------------------|:--------------------------------------------------------|:---------|:-------------|:-------------|:-------------|:-----------------|
| nan                                                                         | Workforce in-scope™                                     | Value    | 2022         | 2021         | 2019         | Target 2025-2027 |
| nan                                                                         | Environment (Sustainability Accounting Standards Board) | nan      | nan          | nan          | nan          | nan              |
| Carbon intensity — in tCO₂-eq                                               | 98%                                                     | 8.1      | 8.2          | -            | 13.5         | nan              |
| Scope 1 — in tCO₂-eq                                                        | 87%                                                     | 4178     | 4476         | 3950         | 5403         | nan              |
| Natural Gas                                                                 | 87%                                                     | 644      | 821          | 748          | 825          | nan              |
| Fuel                                                                        | 87%                                                     | 61       | 384          | 197          | -            | nan              |
| Refrigerant                                                                 | 87%                                                     | 1222     | 522          | 1032         | 315          | nan              |
| Company cars                                                                | 87%                                                     | 2251     | 2749         | 1972         | 4263         | (35%)            |
| Scope 2 — in tCO₂-eq                                                        | 100%                                                    | 3193     | 3324         | 12500        | 19695        | nan              |
| Electricity (“Market based”)                                                | 100%                                                    | 2808     | 2870         | 12029        | 19153        | nan              |
| Electricity (“Location based”)                                              | 100%                                                    | 21094    | 22929        | 21056        | 22338        | nan              |
| Urban steam and cold                                                        | 87%                                                     | 384      | 455          | 472          | 542          | nan              |
| Scope 3 — in tCO₂-eq                                                        | 99%                                                     | 179523   | 168709       | 123269       | 206044       | nan              |
| Business travel                                                             | 96%                                                     | 21012    | 21464        | 7367         | 50982        | nan              |
| Employees’ commute                                                          | 99%                                                     | 16125    | 15792        | 4624         | 26613        | ("
80,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"OTC_RWNEF, OTC_BAYZF",NYSE_AZ#OTC_RWNEF
81,What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in tons?,132471.67,"18#26 |

The average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in tons is: (18 + 26) / 2 |

"
82,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,11.35,"20.4#22.7#20.4#22.7 | none |

### Table
Company name: deutsche-telekom-ag

| Unnamed: 0                               |               | 2023   |    2022 | 2021   | 2020   | 2019   |
|:-----------------------------------------|:--------------|:-------|--------:|:-------|:-------|:-------|
| Customer satisfaction (TRI*M index)      |               | 76.2   |    76   | 73.4   | 72.2   | 67.3   |
| Employee satisfaction (engagement score) |               | 76     |    78   | 77     | 4      | 4      |
| Energy consumption                       | GWh           | 12241  | 13253   | 13323  | 12843  | 9324   |
| Of which: excluding T-Mobile US          | GWh           | 4567   |  4704   | na.    | na.    | na.    |
| CO2 emissions (Scope 1 and 2)            | kt CO2e       | 217    |   233   | 247    | 2512   | 1797   |
| Of which: excluding T-Mobile US          | kt CO2e       | 171    |   179   | na.    | na.    | na.    |
| Fixed-network and mobile customers       |               |        |   nan   |        |        |        |
| Mobile customers                         | millions      | 252.2  |   245.4 | 248.2  | 241.5  | 184    |
| Fixed-network lines                      | millions      | 25.4   |    25.3 | 26.1   | 27.4   | 27.5   |
| Broadband customers                      | millions      | 22     |    21.4 | 21.6   | 21.7   | 21     |
| Systems Solutions                        |               |        |   nan   |        |        |        |
| Order entry                              | millions of € | 3628   |  3952   | 3876   | 4564   | 4740   |

Company name: munich-re

| Unnamed: 0                                 | 2023   | Prev. year   | Change   | 2023.1   | Prev. year.1   | 2023.2        | Prev. year.2   | Change.1   |
|:-------------------------------------------|:-------|:-------------|:---------|:---------|:---------------|:--------------|:---------------|:-----------|
| Natural gas                                | 108722 | 153307       | -29.1    | 43.3     | 48.9           | 2.5           | 3.7            | -31.4      |
| Thereof natural gas for cogeneration       | 95188  | 126293       | -24.6    | 37.9     | 40.3           | 2.2           | 3.1            | -27.1      |
| Electricity                                | 95108  | 102313       | -7       | 37.9     | 32.6           | 2.2           | 2.5            | -10.1      |
| Thereof electricity from renewable sources | 86870  | 92518        | -6.1     | 34.6     | 29.5           | 2             | 2.2            | -9.2       |
| District heating                           | 41931  | 51638        | -18.8    | 16.7     | 16.5           | 1             | 1.2            | -21.5      |
| District cooling                           | 4283   | 5371         | -20.3    | 1.7      | 1.7            | 0.1           | 0.1            | -22.9      |
| Liquid fuel for emergency power            | 872    | 1069         | -18.4    | 0.3      | 0.3            | 0             | 0              | -22.6      |
| Total                                      | 250916 | 313698       | -20      | 100      | 100            | 5.9           | 7.6            | -22.7      |

### Response
The answer is"
83,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,13.55,1.00%
84,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,OTC_BAYZF,OTC_BAYZF
85,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,10200000.0,5.41743e+06
86,What is the highest average energy consumed in the last 2 years among the following companies in MWh?,12747000.0,"12241#13253#13323#9324 |

The corresponding scale is: none |

"
87,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"73.65, 1.9",85.4#61.9
88,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"94006047.43, 282307.0",329775#347068
89,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,358.82,"85.4#23.8 |

### Solution
 | Company name | 2022 |
 |:-------------|:-------|
 | OTC_RWNEF | 85.4#23.8 |
 | OTC_BAYZF | 1.91#9.72 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1.89#9.18 |
 | NASDAQ_DASTY | 1."
90,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in million mt CO2e?,OTC_RWNEF,munich-re
91,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,"vivendi, munich-re, OTC_BAYZF",munich-re#vivendi#OTC_BAYZF
92,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"0.01, 0.04, 73.65","10291#11228#12330 |

"
93,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,17.8,"0.27#0.46 |

The corresponding scale is: none |

"
94,What are the top 3 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TJ?,"46580.4, 120042.0, 346689.67","329775#347068#363226 |

#### and its corresponding scale is: none"
95,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,NASDAQ_DASTY,vivendi
96,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,OTC_SU,Response too long
97,What is the total energy consumption generated by the following companies in the last 2 years in GWh?,2956.57,33.09#33.26
98,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,2.89,Response too long
99,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,OTC_BAMGF,OTC_CRERF
100,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GWh?,"prosiebensat1-media, munich-re, OTC_SU","munich-re#prosiebensat1-media#otc_su |

| Company name |
|:-------------|
| munich-re |
| prosiebensat1-media |
| otc_su |

| Unnamed: 0 |

| 2023 |

| Total energy consumption in Gwh |

| 33.09 |

| 33.26 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.09 |

| 33.26 |

| 33.0"
101,What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,153984.0,"26199#30486 | none |

The value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘{scale}‘ to ’none’. Finally, present the final answer in the format of """
102,What are the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"80.6, 20.4, 0.91",45.2#35.4#12.2
103,What is the average percentage of hazardous waste generated in 2022 among the following companies?,14.5,"2 |

The average percentage of hazardous waste generated in 2022 among the following companies is 2."
104,What is the highest average energy consumed in the last 2 years among the following companies in TJ?,338421.5,"329775#347068 |

"
105,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.0,"35056#34493#36.59#33.27 |

The average percentage variation in energy consumption from 2023 to 2022 is: (((33.27 - 36.59) / 36.59) + ((35056 - 34493) / 34493)) / 2 |

"
106,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,vivendi,heidelberg-materials
107,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,OTC_CRERF,OTC_BAYZF
108,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,heidelberg-materials,vivendi
109,What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,34774.5,"12241#13253#9324#250916#2 |

The corresponding scale is: none |

"
110,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GWh?,"33.17, 282.31, 1162.8",4.53#4.43#8.59
111,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2 equivalents?,0.96,"228295#2022#126436 | none |

### | company name | 2022 | 2023 | +/- |
|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| AXA | 228295#126436 | -102549 |

"
112,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,4.32,7.80%
113,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2 equivalents?,0.54,6.05905e+06
114,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,714.8,"476.5#953.1 |

The highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt is 476.5#953.1 |"
115,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0,3086777
116,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,prosiebensat1-media,OTC_SU
117,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,53.27,33.09#22.19#33.26#21.99 |
118,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05,"1.89#9.18 |

The corresponding scale is: none |

"
119,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,OTC_SU,"OTC_SU |

| Company name: OTC_SU |

| GRI                 | Indicators                                                                                 | Units                  | 2023   | 2022   | 2021   | 2020   |
|:--------------------|:-------------------------------------------------------------------------------------------|:-------|:-------|:-------|:-------|:-------|
| nan                 | Estimated coverage (% waste generation)                                                    | %                      | 87%    | 86%    | 87%    | 90%    |
| 306-3               | Total waste generated                                                                      | metric tons            | 124139 | 131402 | 136816 | 125292 |
| 306-3               | Total waste generated/Turnover                                                             | metric tons/ million € | 3.46   | 3.84   | 4.73   | 4.98   |
| 306-3, 306-4, 306-5 | Non-hazardous waste generated                                                              | metric tons            | 116566 | 123311 | 128267 | 117607 |
| 306-3, 306-4, 306-5 | of which reused or recycled                                                                | metric tons            | 105593 | 111567 | 115550 | 113211 |
| 306-3, 306-4, 306-5 | of which incinerated with energy recovery                                                  | metric tons            | 6871   | 6719   | 6964   | na     |
| 306-5               | of which landfilled or incinerated without energy recovery                                 | metric tons            | 4102   | 5025   | 5753   | 4396   |
| 306-5               | Non-hazardous waste reduction                                                              | metric tons            | 21098  | 11941  | 13667  | 7729   |
| 306-2               | Share of non-hazardous waste recovered or reduced                                          | %                      | 97.0%  | 96.3%  | 95.9%  | 96.5%  |
| 306-3               | Hazardous waste generated                                                                  | metric tons            | 7573   | 8091   | 8549   | 7685   |
| 306-5               | Hazardous waste channeled according to Schneider Electric expectations                     | metric tons            | 7573   | 8091   | 8549   | 7667   |
| 306-5               | Hazardous waste generated/Turnover                                                         | metric tons/ million € | 0.21   | 0.24   | 0.3    | 0.3    |
| 306-5               | Hazardous waste intensity reduction against 2017                                           | %                      | -50%   | -44%   | -30%   | -27%   |
| nan                 | SSE #9 - Number of ‘Waste-to-Resource’ sites                                               | #                      | 137    | 127    | 126    | 120    |
| 2-27, 306-3         | # and aggregate quantity of reportable spills                                              | kg                     | 0      | 0      | 0      | 0      |
| 306-3               | Quantity of spills recovered                                                               | kg                     | na     | na     | na     | na     |
| 2-27, 306-3         | Number of significant fines ( >  EUR 10,000) related to environmental or ecological issues | #                      | 0      | 0      | 0      | 0      |

"
120,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"heidelberg-materials, vivendi",2#52#51 |
121,What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,94006.05,"35056#347068#329775 |

"
122,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,vivendi,heidelberg-materials
123,What is the highest percentage of hazardous waste generated in 2022 among the following companies?,25.97,"8091 |

### Solution
 | Company name |
 | heidelberg-materials |
 | nan |
 | 306-3 |
 | 8091 |
 | 306-5 |
 | Hazardous waste channeled according to Schneider Electric expectations |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste generated/Turnover |
 | 0.24 |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -44% |
 | 8091 |
 | 306-5 |
 | Hazardous waste intensity reduction against 2017 |
 | -4"
124,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,OTC_ESOCF,Response too long
125,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,NYSE_TTE,"OTC_SU |

The value of ‘scale’ can be one of the following: none |

"
