index,question,value,response
503,What was the amount of direct GHG emissions from the breakdown by segment - Integrated Power in 2021 in Mt CO2e?,5,5.00
504,How many Mt CO2e were reported for the breakdown by segment - Refining & Chemicals in 2023?,14,14.00
505,What was the value for the breakdown by geography - Europe in 2022 measured in Mt CO2e?,23,23.00
506,How much GHG emissions were recorded for Africa in 2023 in Mt CO2e?,8,8.00
507,What was the value for indirect emissions from energy use in 2023 in Mt CO2e?,2,2.00
508,How many Mt CO2e were attributed to Scope 1+2 - of which oil & gas facilities in 2022?,33,33.00
509,What was the amount of direct emissions of biogenic CO2 in 2023 in Mt CO2e?,0.1,0.10
510,What was the amount of methane emissions in 2023 measured in kt CH4?,34,34.00
511,How many kt CH4 were emitted from upstream oil & gas activities in 2022?,41,41.00
512,"What was the methane emission figure for integrated LNG in kt CH4, excluding upstream gas operations in 2021?",<1,0.00
513,What was the methane emission amount for refining & chemicals in 2015 in kt CH4?,1,1.00
514,What was the methane emission figure for Europe in 2023 measured in kt CH4?,5,5.00
515,How much methane was emitted in Africa in 2022 in kt CH4?,23,23.00
516,What was the methane emission amount for the Americas in 2021 in kt CH4?,18,18.00
517,"What was the intensity of GHG emissions (Scope 1+2) from operated Upstream oil & gas activities in 2023, measured in kg CO2e/boe?",17,17.00
518,"What was the intensity of methane emissions from operated oil & gas facilities (Upstream) in 2022, expressed as a percentage?",0.11,0.11
519,"What was the intensity of methane emissions from operated gas facilities (Upstream) in 2021, expressed as a percentage?",<0.1,0.10
520,"What was the intensity of GHG emissions (Scope 1+2) from operated Upstream oil & gas activities in 2015, measured in kg CO2e/boe?",21,21.00
521,"What was the intensity of methane emissions from operated oil & gas facilities (Upstream) in 2021, expressed as a percentage?",0.13,0.13
522,"What was the intensity of methane emissions from operated oil & gas facilities (Upstream) in 2015, expressed as a percentage?",0.23,0.23
523,What was the total amount of direct GHG emissions from operated domains in 2023 measured in Mt CO2e?,32,32.00
524,How much were the direct GHG emissions from operated domains in 2022 in Mt CO2e?,37,37.00
525,What is the value of direct GHG emissions from operated domains recorded in 2021 in Mt CO2e?,34,34.00
526,What was the amount of direct GHG emissions from operated domains in 2015 in Mt CO2e?,42,42.00
527,What was the total GHG emissions from operated domains and from upstream oil & gas activities in 2023 in Mt CO2e?,12,44.00
528,How much were the GHG emissions from operated domains and from upstream oil & gas activities in 2022 in Mt CO2e?,14,"51.00, 14.00"
529,What is the value of GHG emissions from operated domains and from upstream oil & gas activities recorded in 2021 in Mt CO2e?,14,"34.00, 14.00"
530,What was the amount of GHG emissions from operated domains and from upstream oil & gas activities in 2015 in Mt CO2e?,19,61.00
531,What was the total GHG emissions from operated domains and from Integrated Power in 2023 in Mt CO2e?,6,38.00
532,How much were the GHG emissions from operated domains and from Integrated Power in 2022 in Mt CO2e?,9,"46.00, 9.00"
533,What is the value of GHG emissions from operated domains and from Integrated Power recorded in 2021 in Mt CO2e?,5,"34.00, 5.00"
534,What was the amount of GHG emissions from operated domains and from Integrated Power in 2015 in Mt CO2e?,-,"42.00, -"
535,What was the total GHG emissions from operated domains and from Refining & Chemicals in 2023 in Mt CO2e?,14,46.00
536,How much were the GHG emissions from operated domains and from Refining & Chemicals in 2022 in Mt CO2e?,15,"52.00, 15.00"
537,What is the value of GHG emissions from operated domains and from Refining & Chemicals recorded in 2021 in Mt CO2e?,15,"34.00, 15.00"
538,What was the amount of GHG emissions from operated domains and from Refining & Chemicals in 2015 in Mt CO2e?,22,64.00
539,What was the total GHG emissions from operated domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2023 in Mt CO2e?,19,"51.00,19.00"
540,How much were the GHG emissions from operated domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2022 in Mt CO2e?,23,"40.00, 23.00"
541,What is the value of GHG emissions from operated domains and from Europe (EU 27 + Norway + UK + Switzerland) recorded in 2021 in Mt CO2e?,20,20.00
542,What was the amount of GHG emissions from operated domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2015 in Mt CO2e?,22,"42.00, 22.00"
543,What was the total amount of indirect emissions from operated domains and from energy use in 2023 in Mt CO2e?,2,34.00
544,How much were the indirect emissions from operated domains and from energy use in 2022 in Mt CO2e?,2,"39.00, 2.00"
545,What is the value of indirect emissions from operated domains and from energy use recorded in 2021 in Mt CO2e?,2,"34.00, 2.00"
546,What was the amount of indirect emissions from operated domains and from energy use in 2015 in Mt CO2e?,4,"46.00, 4.00"
547,What was the total GHG emissions from operated domains and from Scope 1+2 in 2023 in Mt CO2e?,35,67.00
548,How much were the GHG emissions from operated domains and from Scope 1+2 in 2022 in Mt CO2e?,40,40.00
549,What is the value of GHG emissions from operated domains and from Scope 1+2 recorded in 2021 in Mt CO2e?,37,37.00
550,What was the amount of GHG emissions from operated domains and from Scope 1+2 in 2015 in Mt CO2e?,46,46.00
551,What was the total amount of biogenic CO2 emissions from operated domains in 2023 in Mt CO2e?,0.1,0.10
552,How much were the biogenic CO2 emissions from operated domains in 2022 in Mt CO2e?,0.1,0.10
553,What is the value of biogenic CO2 emissions from operated domains recorded in 2021 in Mt CO2e?,-,-
554,What was the amount of biogenic CO2 emissions from operated domains in 2015 in Mt CO2e?,-,-
555,What was the total GHG emissions from equity interest domains and from upstream oil & gas activities in 2023 in Mt CO2e?,19,77.00
556,How much were the GHG emissions from equity interest domains and from upstream oil & gas activities in 2022 in Mt CO2e?,22,"51.00, 14.00"
557,What is the value of GHG emissions from equity interest domains and from upstream oil & gas activities recorded in 2021 in Mt CO2e?,23,"34.00, 14.00"
558,What was the amount of GHG emissions from equity interest domains and from upstream oil & gas activities in 2015 in Mt CO2e?,22,"19.00, 42.00"
559,What was the total GHG emissions from equity interest domains and from Integrated Power in 2023 in Mt CO2e?,6,83.00
560,How much were the GHG emissions from equity interest domains and from Integrated Power in 2022 in Mt CO2e?,9,"51.00, 9.00"
561,What is the value of GHG emissions from equity interest domains and from Integrated Power recorded in 2021 in Mt CO2e?,5,"14.00, 5.00"
562,What was the amount of GHG emissions from equity interest domains and from Integrated Power in 2015 in Mt CO2e?,-,"19.00, -"
563,What was the total GHG emissions from equity interest domains and from Refining & Chemicals in 2023 in Mt CO2e?,18,77.00
564,How much were the GHG emissions from equity interest domains and from Refining & Chemicals in 2022 in Mt CO2e?,20,"51.00, 15.00"
565,What is the value of GHG emissions from equity interest domains and from Refining & Chemicals recorded in 2021 in Mt CO2e?,19,"15.00, 33.00"
566,What was the amount of GHG emissions from equity interest domains and from Refining & Chemicals in 2015 in Mt CO2e?,27,"19.00, 22.00"
567,What was the total GHG emissions from equity interest domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2023 in Mt CO2e?,18,77.00
568,How much were the GHG emissions from equity interest domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2022 in Mt CO2e?,21,"51.00, 23.00"
569,What is the value of GHG emissions from equity interest domains and from Europe (EU 27 + Norway + UK + Switzerland) recorded in 2021 in Mt CO2e?,18,20.00
570,What was the amount of GHG emissions from equity interest domains and from Europe (EU 27 + Norway + UK + Switzerland) in 2015 in Mt CO2e?,22,"22.00, 0.00"
571,What was the total amount of indirect emissions from equity interest domains and from energy use in 2023 in Mt CO2e?,4,81.00
572,How much were the indirect emissions from equity interest domains and from energy use in 2022 in Mt CO2e?,5,"51.00, 2.00"
573,What is the value of indirect emissions from equity interest domains and from energy use recorded in 2021 in Mt CO2e?,5,"2.00, 33.00"
574,What was the amount of indirect emissions from equity interest domains and from energy use in 2015 in Mt CO2e?,-,"6.00, 4.00"
575,What was the total GHG emissions from equity interest domains and from Scope 1+2 in 2023 in Mt CO2e?,49,77.00
576,How much were the GHG emissions from equity interest domains and from Scope 1+2 in 2022 in Mt CO2e?,56,"40.00, 51.00"
577,What is the value of GHG emissions from equity interest domains and from Scope 1+2 recorded in 2021 in Mt CO2e?,54,"34.00, 37.00"
578,What was the amount of GHG emissions from equity interest domains and from Scope 1+2 in 2015 in Mt CO2e?,-,"46.00, 0.00"
579,What was the total amount of biogenic CO2 emissions from equity interest domains in 2023 in Mt CO2e?,0.1,0.10
580,How much were the biogenic CO2 emissions from equity interest domains in 2022 in Mt CO2e?,0.1,0.10
581,What is the value of biogenic CO2 emissions from equity interest domains recorded in 2021 in Mt CO2e?,-,-
582,What was the amount of biogenic CO2 emissions from equity interest domains in 2015 in Mt CO2e?,-,-
583,What was the methane emissions in kilotonnes of CH4 for the year 2023 from operated domains?,34,34.00
584,How many kilotonnes of CH4 were emitted from upstream oil & gas activities in 2022 from operated domains?,41,41.00
585,What was the methane emissions in kilotonnes of CH4 for the year 2021 from operated domains?,49,49.00
586,"What was the methane emissions from integrated LNG, excluding upstream gas operations in kilotonnes of CH4 for the year 2023 from equity interest domain?",2,2.00
587,How many kilotonnes of CH4 were emitted from integrated power in 2022 from equity interest domain?,1,1.00
588,What was the methane emissions in kilotonnes of CH4 for refining & chemicals in 2021 from equity interest domain?,1,1.00
589,How many kilotonnes of CH4 were emitted from marketing & services in 2015 from operated domains?,0,0.00
590,What was the methane emissions in kilotonnes of CH4 for Europe in 2023 from operated domains?,5,5.00
591,How many kilotonnes of CH4 were emitted in Eurasia (incl. Russia)/Oceania in 2022 from operated domains?,1,1.00
592,What was the methane emissions in kilotonnes of CH4 for Africa in 2021 from operated domains?,23,23.00
593,How many kilotonnes of CH4 were emitted in the Americas in 2015 from operated domains?,3,3.00
594,What was the value of indirect GHG emissions in 2023 in Mt CO2e?,355,355.00
595,How much were the indirect GHG emissions in 2022 in Mt CO2e?,389,389.00
596,What is the amount of indirect GHG emissions recorded in 2021 in Mt CO2e?,400,400.00
597,What were the indirect GHG emissions in 2015 in Mt CO2e?,410,410.00
598,What was the value of indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) in 2023 in Mt CO2e?,216,216.00
599,How much did indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) amount to in 2022 in Mt CO2e?,191,191.00
600,What was the amount of indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) in 2021 in Mt CO2e?,220,220.00
601,What were the indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) in 2015 in Mt CO2e?,256,256.00
602,What was the indirect GHG emissions of petroleum products in 2023 in Mt CO2e?,227,227.00
603,How much was the indirect GHG emissions of petroleum products in 2022 in Mt CO2e?,254,254.00
604,What is the amount of indirect GHG emissions of petroleum products recorded in 2021 in Mt CO2e?,285,285.00
605,What were the indirect GHG emissions of petroleum products in 2015 in Mt CO2e?,350,350.00
606,What was the value of indirect GHG emissions of biofuels products in 2023 in Mt CO2e?,4,4.00
607,How much were the indirect GHG emissions of biofuels products in 2022 in Mt CO2e?,4,4.00
608,What is the amount of indirect GHG emissions of biofuels products recorded in 2021 in Mt CO2e?,-,-
609,What were the indirect GHG emissions of biofuels products in 2015 in Mt CO2e?,-,0.00
610,What was the value of indirect GHG emissions of gas products in 2023 in Mt CO2e?,124,124.00
611,How much were the indirect GHG emissions of gas products in 2022 in Mt CO2e?,130,130.00
612,What is the amount of indirect GHG emissions of gas products recorded in 2021 in Mt CO2e?,115,115.00
613,What were the indirect GHG emissions of gas products in 2015 in Mt CO2e?,60,60.00
614,What was the lifecycle carbon intensity of energy products sold in 2023 in g CO2e/MJ?,87,87.00
615,What was the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2023 in kg CO2e/boe?,17,17.00
616,What was the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities on equity basis in 2023 in kg CO2e/boe?,18,18.00
617,What was the intensity of methane emissions from operated oil & gas facilities in 2023 in %?,0.11,0.11
618,What was the intensity of methane emissions from operated gas facilities in 2023 in %?,<0.1,<0.1
619,What was the amount of Scope 1 - Direct emissions in 2022 measured in Mt CO2e from operated domain?,37,37.00
620,How many tonnes of CO2 equivalent were emitted from Upstream oil & gas activities in 2021 from operated domain?,14,14.00
621,What was the total Scope 1 - Direct emissions in 2023 in Mt CO2e from operated domain?,32,32.00
622,What was the amount of Scope 2 - Indirect emissions from energy use in 2020 in Mt CO2e from operated domain?,3,3.00
623,How much did Scope 1+2 emissions reduce compared to 2015 in 2022 from operated domain (%)?,-13,13.00
624,What was the Scope 1+2 emissions from oil & gas facilities in 2021 in Mt CO2e from operated domain?,33,33.00
625,What was the Scope 1+2 emissions in 2023 in Mt CO2e from operated domain?,35,35.00
626,What were the direct GHG emissions (Scope 1) for the chemical segment in 2020 in MtCO2e from equity interest domain?,22,17.00
627,What were the direct GHG emissions (Scope 1) for the integrated power segment in 2022 in MtCO2e from equity interest domain?,9,6.00
628,What were the direct GHG emissions (Scope 1) in Europe in 2023 in MtCO2e from equity interest domain?,18,45.00
629,What were the direct GHG emissions (Scope 1) in Eurasia in 2019 in MtCO2e from equity interest domain?,18,1.00
630,What were the direct GHG emissions (Scope 1) in Africa in 2015 in MtCO2e from equity interest domain?,9,50.00
631,What were the direct GHG emissions (Scope 1) in America in 2023 in MtCO2e from equity interest domain?,7,45.00
632,What were the direct GHG emissions (Scope 1) of CO2 in 2022 in MtCO2e from equity interest domain?,50,"51.00, 45.00"
633,What were the direct GHG emissions (Scope 1) of CH4 in 2021 in MtCO2e from equity interest domain?,1,1.00
634,What were the direct GHG emissions (Scope 1) of N2O in 2015 in MtCO2e from equity interest domain?,-,0.00
635,How much did Scope 1+2 emissions reduce compared to 2015 in 2021 from equity interest domain (%)?,-,20.00
636,What was the Scope 1+2 emissions from oil & gas facilities in 2023 in Mt CO2e from equity interest domain?,44,44.00
637,What was the Scope 1+2 CCGT emissions in 2021 in Mt CO2e from equity interest domain?,8,4.00
638,What was the Scope 1+2 emissions in 2022 in Mt CO2e from equity interest domain?,56,40.00
639,What are the indirect emissions from energy use in Europe in Mt CO2e from equity interest domain in 2023?,2,2.00
640,What are the indirect emissions from energy use from equity interest domain in 2021 in Mt CO2e?,5,5.00
641,What was the amount of methane emissions in 2022 measured in kt CH4 from operated domain?,42,42.00
642,How many kilotonnes of methane emissions were recorded in 2021 from operated domain?,49,49.00
643,What is the methane emissions figure for the year 2020 in kt CH4?,64,64.00
644,What was the methane emissions in 2019 measured in kt CH4?,68,68.00
645,What was the methane emissions figure for the year 2015 in kt CH4?,94,94.00
646,What was the methane emissions from upstream oil & gas activities in 2022 in kt CH4 from operated domain?,41,41.00
647,How much methane was emitted from upstream oil & gas activities in 2021 in kt CH4 from operated domain?,48,48.00
648,"What was the methane emissions from integrated LNG, excluding upstream gas operations in 2023 in kt CH4 from equity interest domain?",2,2.00
649,What was the methane emissions from integrated power in 2022 in kt CH4 from equity interest domain?,1,1.00
650,How many kilotonnes of methane emissions were recorded from refining & chemicals in 2020 from operated domain?,1,1.00
651,What was the methane emissions from marketing & services in 2021 in kt CH4 from equity interest domain?,0,0.00
652,What was the methane emissions from Europe (EU 27 + Norway + UK + Switzerland) in 2023 in kt CH4 from equity interest domain?,4,4.00
653,How much methane was emitted from Africa in 2022 in kt CH4 from operated domain?,23,23.00
654,What was the methane emissions from the Americas in 2021 in kt CH4 from operated domain?,18,18.00
655,What was the methane emissions from Eurasia (incl. Russia)/Oceania in 2022 in kt CH4 from operated domain?,1,11.00
656,What was the value of Scope 3(a) indirect GHG emissions in 2015 in Mt CO2e?,410,410.00
657,How much were the Scope 3(a) indirect GHG emissions in 2019 in Mt CO2e?,410,410.00
658,What were the Scope 3(a) indirect GHG emissions in 2020 in Mt CO2e?,400,400.00
659,What were the Scope 3(a) indirect GHG emissions in 2021 in Mt CO2e?,400,370.00
660,What is the value of Scope 3(a) indirect GHG emissions in 2022 in Mt CO2e?,389,389.00
661,What were the Scope 3(a) indirect GHG emissions in 2023 in Mt CO2e?,355,355.00
662,What were the indirect GHG emissions for Europe (EU 27 + Norway + UK + Switzerland) in 2015 in Mt CO2e?,256,256.00
663,How much were the indirect GHG emissions for Europe in 2019 in Mt CO2e?,232,232.00
664,What were the indirect GHG emissions for Europe in 2020 in Mt CO2e?,215,215.00
665,What were the indirect GHG emissions for Europe in 2021 in Mt CO2e?,220,220.00
666,What is the value of indirect GHG emissions for Europe in 2022 in Mt CO2e?,191,191.00
667,What were the indirect GHG emissions for Europe in 2023 in Mt CO2e?,216,216.00
668,What were the petroleum products GHG emissions in 2015 in Mt CO2e?,350,350.00
669,How much were the petroleum products GHG emissions in 2019 in Mt CO2e?,335,335.00
670,What were the petroleum products GHG emissions in 2020 in Mt CO2e?,320,320.00
671,What were the petroleum products GHG emissions in 2021 in Mt CO2e?,285,285.00
672,What is the value of petroleum products GHG emissions in 2022 in Mt CO2e?,254,254.00
673,What were the petroleum products GHG emissions in 2023 in Mt CO2e?,227,227.00
674,What were the gas GHG emissions in 2015 in Mt CO2e?,60,60.00
675,How much were the gas GHG emissions in 2019 in Mt CO2e?,75,75.00
676,What were the gas GHG emissions in 2020 in Mt CO2e?,80,80.00
677,What were the gas GHG emissions in 2021 in Mt CO2e?,115,115.00
678,What is the value of gas GHG emissions in 2022 in Mt CO2e?,130,130.00
679,What were the gas GHG emissions in 2023 in Mt CO2e?,124,124.00
680,What were the estimates of enabled emissions reductions by TotalEnergies' LNG sales in 2022 in Mt CO2e?,~70,"70.00, 70.00"
681,What were the estimates of enabled emissions reductions by TotalEnergies' LNG sales in 2023 in Mt CO2e?,~70,"70.00, 70.00"
682,What was the value of Cat 1 Purchased goods and services in 2022 measured in Mt CO2e?,30,30.00
683,How much did Cat 2 Capital goods contribute in 2023 in Mt CO2e?,3,3.00
684,What are the indirect GHG emissions from Fuel-and-energy-related activities in 2022 in Mt CO2e?,3,3.00
685,What was the amount of Upstream transportation emissions in 2022 in Mt CO2e?,9,9.00
686,How much waste was generated in operations in 2023 in Mt CO2e?,1,1.00
687,What was the value for Business travel emissions in 2022 in Mt CO2e?,<1,<1
688,What were the emissions from Employee commuting in 2023 in Mt CO2e?,<1,1.00
689,What was the contribution of Upstream leased assets in 2022 in Mt CO2e?,0,0.00
690,How much did Downstream transportation contribute in 2022 in Mt CO2e?,1,1.00
691,What was the value of Processing of sold products in 2023 in Mt CO2e?,5,5.00
692,What was the amount for Use of sold products in 2022 in Mt CO2e?,389,389.00
693,How much did End of life treatment of sold products contribute in 2023 in Mt CO2e?,10,10.00
694,What was the value for Downstream leased assets in 2022 in Mt CO2e?,nan,NaN
695,What was the contribution of Franchises in 2022 in Mt CO2e?,<1,<1.00
696,What was the amount for Investments in 2023 in Mt CO2e?,nan,"NaN,NaN"
697,What was the total volume of processed waste in kilotons for the year 2019?,662,662.00
698,How much non-hazardous waste was recorded in kilotons for the year 2020?,303,303.00
699,What was the amount of hazardous waste in kilotons for the year 2021?,165,165.00
700,What percentage of waste was reused in the year 2022?,61,61.00
701,How much total processed waste was there in kilotons for the year 2023?,521,521.00
702,What was the total amount of non-hazardous waste in kilotons for the year 2019?,375,375.00
703,How much hazardous waste was processed in kilotons for the year 2022?,176,176.00
704,What was the volume of non-hazardous waste in kilotons for the year 2021?,335,335.00
705,What was the total volume of hazardous waste in kilotons for the year 2023?,202,202.00
706,What was the total energy consumption in million kWh for the year 2023?,35056,35056.00
707,How much energy was consumed from fossil sources in million kWh in 2022?,32226,32226.00
708,What is the energy consumption from renewable sources in million kWh for the year 2023?,3062,3062.00
709,What was the energy consumption from air transport using fossil sources in million kWh in 2023?,26853,26853.00
710,How much energy was consumed from road transport (excluding e-vehicles) in million kWh in 2022?,4237,4237.00
711,What was the energy consumption from buildings and facilities using fossil sources in million kWh in 2023?,1242,1242.00
712,What is the energy consumption from air transport using renewable sources in million kWh for the year 2023?,881,881.00
713,How much energy was consumed from road transport using renewable sources in million kWh in 2022?,242,242.00
714,What was the energy consumption from e-vehicles in million kWh for the year 2023?,81,81.00
715,How much energy was consumed from buildings and facilities using renewable sources in million kWh in 2022?,1682,2267.00
716,What is the change of total energy consumption in million kWH between 2022 and 2023?,1.6,563.00
717,What is the change of total energy consumption from fossil fuels in million kWH between 2022 and 2023?,-0.7,-232.00
718,What is the change of total energy consumption from fossil fuels for air transport in million kWH between 2022 and 2023?,0.8,205.00
719,What is the change of total energy consumption from fossil fuels for road transport in million kWH between 2022 and 2023?,-8,-338.00
720,What is the change of total energy consumption from fossil fuels for buildings in million kWH between 2022 and 2023?,-7.4,-99.00
721,What is the change of total energy consumption from renewable sources in million kWH between 2022 and 2023?,35.1,795.00
722,What is the change of total energy consumption from renewable sources for air transport in million kWH between 2022 and 2023?,156.9,538.00
723,What is the change of total energy consumption from renewable sources for road transport in million kWH between 2022 and 2023?,61.2,148.00
724,What is the change of total energy consumption from renewable sources for buildings in million kWH between 2022 and 2023?,6.5,795.00
725,What was the energy consumption (Scopes 1 and 2) in million kWh for the year 2023?,35056,35056.00
726,What was the energy consumption from renewable sources in million kWh for the year 2022?,2267,2267.00
727,What were the gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for the year 2022?,8.3,8.30
728,How much were the gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent for the year 2022?,0.07,0.07
729,What is the total amount of gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2022?,28.22,34.13
730,What was the reduction in GHG emissions as a direct result of reduction initiatives in tonnes of CO2 equivalent for the year 2023?,-0.12,3.32
731,What were the gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent for the year 2022?,0.69,0.69
732,What were the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2023?,24.97,"24.97, 5.88"
733,What were the gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for the year 2023?,8.25,8.25
734,What were the gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent for the year 2023?,0.05,0.05
735,What were the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2022 without market based measures?,28.27,28.27
736,What were the gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent for the year 2023?,0.67,0.67
737,What is the change in percentage of other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent between 2022 and 2023?,-11.5,-11.50
738,What was the change of gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent between 2022 and 2023?,-0.6,-0.05
739,What was the change of gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent between 2022 and 2023 (%)?,-2.9,-2.90
740,What was the change of gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent between 2022 and 2023 (%)?,-28.6,-28.60
741,What was the change of gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent between 2022 and 2023 without market based measures (%)?,-11.2,-3.18
742,What was the total GHG emissions in 2021 measured in million metric tons of CO2e?,40.23,40.23
743,What was the GHG emissions from DHL Group in 2021 in million metric tons of CO2e?,39.36,39.36
744,What was the GHG emissions from Hillebrand Group in 2021 in million metric tons of CO2e?,0.87,0.87
745,What was the amount of logistics-related GHG emissions in million t CO2e for the year 2019?,33.2,33.20
746,How many thousand t CO2e were due to realized decarbonization effects in 2021?,728,728.00
747,What is the value of gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for Germany?,16717,16717.00
748,What are the gross indirect GHG emissions (Scope 2) location-based in tonnes of CO2 equivalent for Germany?,52768,52768.00
749,What is the gross indirect GHG emissions (Scope 2) market-based in tonnes of CO2 equivalent for Germany?,7883,7883.00
750,How much are the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for Germany?,37630,37630.00
751,What is the total GHG emissions in tonnes of CO2 equivalent for Germany?,62230,62230.00
752,What are the gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for other countries?,701,701.00
753,What is the gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent for other countries?,6599,6599.00
754,What is the gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent for other countries?,4984,4984.00
755,How much are the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for other countries?,8676,8676.00
756,What is the total GHG emissions in tonnes of CO2 equivalent for other countries?,14361,14361.00
757,What is the total GHG emissions in tonnes of CO2 equivalent for both Germany and other countries?,76591,76591.00
758,What is the gross indirect GHG emissions (Scope 2) location-based in tonnes of CO2 equivalent for both Germany and other countries?,59367,"52768, 6599"
759,What is the gross indirect GHG emissions (Scope 2) market-based in tonnes of CO2 equivalent for both Germany and other countries?,12867,"7883.00, 4984.00"
760,How much are the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for both Germany and other countries?,46306,"37630.00, 8676.00"
761,What are the GHG emissions (Scope 1) in tonnes of CO2 equivalent for both Germany and other countries?,17418,"16717.00, 701.00"
762,What is the CO2 reduction pathway percentage for consumer loans in 2023?,57,57%
763,What is the CO2 reduction pathway percentage for project financing/corporate loans and investments in 2023?,74,74%
764,"What is the CO2 reduction pathway percentage for corporate loans in 2023 related to commercial real estate, commercial use?",67,67%
765,"What is the CO2 reduction pathway percentage for corporate loans in 2023 related to commercial real estate, residential?",57,57%
766,What is the CO2 reduction pathway percentage for corporate loans and investments in 2023 for iron and steel?,36,36%
767,What is the CO2 reduction pathway percentage for corporate loans and investments in 2023 for cement?,23,23%
768,What is the CO2 reduction pathway percentage for corporate loans and investments in 2023 for automotive manufacturing?,31,31%
769,What is the CO2 reduction pathway percentage for corporate loans and investments in 2023 for aviation?,22,22%
770,What was the CO2 emissions intensity for steel in 2023?,1.2,1.20 t CO2e /t steel
771,What was the CO2 emissions intensity for cement in 2023?,0.8,0.80 t CO2e /t cement
772,What was the CO2 emissions intensity for automotive manufacturing in 2023?,148,148.00 g CO2e /pkm
773,What was the CO2 emissions intensity for aviation in 2023?,785,785.00 g CO2e /tkm
774,"What was the CO2 emissions intensity for commercial real estate, residential in 2023?",36.9,"36.90 kg CO2e /m2, 89.00 kg CO2e /m2"
775,"What was the CO2 emissions intensity for commercial real estate, commercial use in 2023?",89,89.00 kg CO2e /m2
776,"What was the CO2 emissions intensity for commercial real estate, commercial use in 2021?",87.4,87.40 kg CO2e /m2
777,"What was the CO2 emissions intensity for commercial real estate, residential in 2021?",36.6,36.60 kg CO2e /m2
778,What is the CO2 emissions intensity for energy in 2023?,64.9,64.90 g CO2e /kWh
779,What is the CO2 emissions intensity for energy in 2021?,97.3,97.30
780,What was the total energy consumption in Gwh for the year 2023?,33.09,33.09
781,How much energy was consumed from renewable sources in Gwh in 2022?,21.99,21.99
782,What is the amount of energy consumed from non-renewable sources in Gwh for the year 2023?,10.9,10.90
783,What is the energy consumption per revenue in MWh/EUR m for the year 2022?,7.99,7.99
784,What is the energy consumption per average FTE in MWh for the year 2023?,4.53,4.53
785,What is the amount of gross direct greenhouse gas emissions (Scope 1) in metric tons for 2023?,1683,1683.00
786,How many metric tons of gross indirect greenhouse gas emissions from energy consumption (Scope 2) were reported in 2023?,918,918.00
787,What is the total amount of gross other indirect greenhouse gas emissions (Scope 3) in metric tons for 2023?,10685,10685.00
788,"What was the total emissions (Scope 1, 2 and 3) in metric tons for the year 2023?",13285,13285.00
789,What is the amount of emissions from employee commuting in metric tons for 2023?,3185,3185.00
790,How many metric tons of emissions were generated from business travel in 2023?,4653,4653.00
791,What is the amount of emissions from fuels and energy-related activities not included in Scope 1 or 2 in metric tons for 2023?,2835,2835.00
792,What is the amount of emissions from waste from operating processes in metric tons for 2023?,12,12.00
793,What is the amount of emissions from stationary heating in metric tons for 2023?,349,349.00
794,What is the amount of emissions from electricity in metric tons for 2023?,409,409.00
795,What is the amount of emissions from district heating and geothermal energy in metric tons for 2023?,509,509.00
796,What is the amount of emissions from emergency power supply in metric tons for 2023?,26,26.00
797,What was the operational emissions (Scope 1 and 2) in metric tons for the year 2023?,2600,2600.00
798,What were the GHG emissions in metric tons CO2e for the year 2023?,13285,13285.00
799,What is the GHG emissions/revenues ratio in metric tons CO2e/EUR m for the year 2022?,2.74,2.74
